酒店名称,评论日期,评论内容,入住房型
H45,2020-01-01,进来就看见床上有头发，隔音不是很好，其他都不错,高级大床房
H45,2020-01-01,0038服务好攒赞赞赞,豪华双床房
H45,2020-01-01,0169服务好……………,高级大床房
H45,2020-01-02,前台0034业务熟悉，快速办理,豪华大床房
H45,2020-01-02,0034好评酒店非常干净,高级大床房
H45,2020-01-02,0034非常好,高级双床房
H45,2020-01-03,0511服务态度很好,豪华大床房
H45,2020-01-03,酒店房间干净，有含早餐，有免费停车场，外出找吃的也方便，楼下大堂有小型便利店，旁边有会议厅和西餐厅，就是价钱有点贵，服务还是不错的,高级大床房
H45,2020-01-03,0169hao:0169:0169,豪华双床房
H45,2020-01-04,插座能整修整修就好了,高级大床房
H45,2020-01-04,环境挺好的,高级大床房
H45,2020-01-05,工号0034 五星好评 服务态度满分,高级大床房
H45,2020-01-06,0034服务态度不错，好评。,高级大床房
H45,2020-01-06,挺好的，第一次住,高级大床房
H45,2020-01-06,0511 服务好,高级大床房
H45,2020-01-08,不错，还会去住,高级双床房
H45,2020-01-08,挺好的，各方面都不错，好评,特惠大床房
H45,2020-01-08,0511服务非常好,高级双床房
H45,2020-01-08,不错，还会去住,高级双床房
H45,2020-01-09,0169好………………,高级双床房
H45,2020-01-09,每次回广东都住这间酒店,豪华大床房
H45,2020-01-10,0038服务好，超级喜欢，棒棒棒,高级大床房
H45,2020-01-10,0038服务好，赞赞赞赞，超级棒！,雅致大床房
H45,2020-01-10,0038超级好，服务棒棒棒棒棒棒棒棒,高级大床房
H45,2020-01-11,0164很好很好好好,高级双床房
H45,2020-01-11,0511服务好,高级双床房
H45,2020-01-12,位置好，交通方便。价格优惠。,高级双床房
H45,2020-01-13,0169服务态度很好！…………,高级双床房
H45,2020-01-13,0556赞 ！！！,高级大床房
H45,2020-01-13,0556赞 赞,高级双床房
H45,2020-01-14,感谢0511小姐帮忙升级房间,高级大床房
H45,2020-01-14,非常好，点赞,高级大床房
H45,2020-01-15,早餐挺不错的，比较满意,高级大床房
H45,2020-01-16,0164很好，服务很不错。,高级大床房
H45,2020-01-18,总体还可以,豪华大床房
H45,2020-01-29,`酒店的员工热情礼貌！房间干净卫生！价格适中,高级双床房
H45,2020-01-29,酒店价格适合房间舒适干净温馨，员工服务热情礼貌！,高级双床房
H45,2020-02-03,环境好优美。,高级大床房
H45,2020-02-08,0164很好很好很好,高级大床房
H45,2020-03-04,非常不错滴,高级双床房
H45,2020-03-10,0038服务好，赞,豪华套房
