酒店名称,评论日期,评论内容,入住房型
H16,2020-01-01,值得推荐，床品和服务都好,胜享雅致大床房
H16,2020-01-01,不错！nnnnn,胜享雅致大床房
H16,2020-01-03,物超所值，值得信赖,胜享雅致大床房
H16,2020-01-04,房间干净整洁,浪漫优享圆床房
H16,2020-01-05,还可以，安静,胜享雅致大床房
H16,2020-01-08,就是服务一般般,浪漫优享圆床房
H16,2020-01-11,非常不错的酒店,浪漫优享圆床房
H16,2020-01-12,早餐很好吃！,胜享雅致大床房
H16,2020-01-15,一般般吧，设施比较老旧了,胜享城景大床房
H16,2020-01-16,很好很好很好,胜享商务套房
H16,2020-01-18,1052 环境优美，地理位置好，交通方便，房间舒适卫生，服务人员很热情，乐于提供各种帮助，早餐丰富。设施很人性化，网络高速信号好，窗外风景好。有特别的开床服务，房间小摆件的设计也很有特色。性价比不错，下次还要入住,浪漫优享圆床房
H16,2020-01-20,酒店位于市中心，房间很大，看着干净清爽。就是隔音效果不好，房间门感觉不够结实。,胜享城景双床房
H16,2020-01-20,整体性价比很高，附近吃饭地方很多，酒店的房间也大，还有大浴缸，床垫有点软，底楼有卡拉OK，有点吵，客源有点残次不起。早餐不错。,浪漫优享圆床房
H16,2020-02-05,垃圾啦啦啦啦啦啦啦啦,猪猪侠酷芽亲子双床房
H16,2020-02-12,大堂服务接待满意,浪漫优享圆床房
H16,2020-02-18,在惠城市中心，交通方便，很好位置。亲子房很宽敞，小孩玩的开心，房间不错。服务也很好，周边美食方便，很好！,猪猪侠酷芽子母房
H16,2020-02-18,在惠城市中心，交通方便，很好位置。亲子房很宽敞，小孩玩的开心，房间不错。服务也很好，周边美食方便，很好！,猪猪侠酷芽子母房
H16,2020-02-19,不错 非常不错,浪漫优享圆床房
H16,2020-03-03,不错，价格对得起,胜享城景大床房
H16,2020-03-03,还不错 可以,胜享城景双床房
H16,2020-03-03,还可以 不错,胜享城景双床房
H16,2020-03-03,性价比还可以,胜享城景大床房
H16,2020-03-05,很好 环境也很不错,胜享雅致大床房
H16,2020-03-16,这个酒店的灯真是有毛病，存心不让人睡觉，怎么关都关不了,浪漫优享圆床房
H16,2020-03-21,感觉很不错，酒店很好，服务也很好1016下次还来,胜享雅致大床房
H16,2020-03-21,很棒，1016,胜享雅致大床房
H16,2020-03-22,李海东服务态度很不错,浪漫优享圆床房
H16,2020-03-23,服务态度很好酒店很好很好下次还会过来1016,胜享雅致大床房
H16,2020-03-23,酒店很好服务很好前台小姐姐很热情1016下次还来,胜享雅致大床房
H16,2020-03-24,酒店很不錯前台小姐姐很熱情下次還會過來住1016,胜享雅致大床房
H16,2020-03-24,很棒很不错的酒店前台服务员很热情服务很好1016,浪漫优享圆床房
H16,2020-03-24,酒店很不错前台小姐姐很热情服务也很好下次还会来1016,浪漫优享圆床房
H16,2020-03-26,服务很好，原本定的雅致大床房，到店的时候这边没有这个小的房间了，给免费升级了城景大床房。实在是太感谢前台的小姐姐了。周边想吃什么都很方便，过来出差的，工作完了之后还可以去周边的景点看一看。下次出差还来这儿。,胜享雅致大床房
H16,2020-03-27,物超所值 很舒适 工作人员很热情,胜享雅致大床房
H16,2020-03-28,不错 工作人员很热情,胜享雅致大床房
H16,2020-03-28,1052好服务好不错还会继续住,胜享雅致大床房
H16,2020-03-28,很好。可以，不错,浪漫优享圆床房
H16,2020-03-28,1052服务好,胜享雅致大床房
H16,2020-03-28,酒店的位置很棒，在市区中心。在这附近吃饭和下了班逛景点都比较近。酒店的服务很好。房间也比较干净。进门的时候大堂有人测体温。进电梯是有保鲜膜贴住按键的。这一点在疫情期间做的还是让人很满意的。前台服务员也比较热情。下次出差还会来。总的来说体验不错。支持支持。,胜享雅致大床房
H16,2020-03-29,工作人员很热情 工号0998小姐姐给免费升级了房型 环境舒适,胜享雅致大床房
H16,2020-04-04,不错 物超所值 服务很好,胜享雅致大床房
H16,2020-04-04,不错 物超所值 服务很好,胜享雅致大床房
H16,2020-04-04,1052服务好好好好,胜享雅致大床房
H16,2020-04-04,1052好好好好好好好,胜享雅致大床房
H16,2020-04-06,我订的是套房，厕所各方面的非常的脏，地面有一层油，很差的体验！设备很陈旧！,胜享商务套房
H16,2020-04-07,1052服务好，房间不错。值得推荐,胜享雅致大床房
H16,2020-04-07,服务挺不错,胜享雅致大床房
H16,2020-04-10,特别好喜欢这个,胜享雅致大床房
H16,2020-04-12,啦啦啦噜啦啦咯具体看啦啦啦啦啦啦1012,浪漫优享圆床房
H16,2020-04-12,还不错的。。,胜享雅致大床房
H16,2020-04-15,在于自己、丝??为1012,胜享雅致大床房
H16,2020-04-15,你的意思是不是这个群众1012,胜享雅致大床房
H16,2020-04-16,阿里健康快快乐乐1012,浪漫优享圆床房
H16,2020-04-18,房间 很多小蟑螂。,胜享雅致大床房
H16,2020-04-19,可可怕啦咯啦咯啦咯啦1012,胜享家庭双床房
H16,2020-04-19,kilo里啊聚了聚啦啦了1012,胜享雅致大床房
H16,2020-04-20,棒棒棒棒棒,浪漫优享圆床房
H16,2020-04-20,酒店前台1012,胜享雅致大床房
H16,2020-04-22,挺好 挺好的,胜享雅致大床房
H16,2020-04-22,挺好 物超所值,胜享雅致大床房
H16,2020-04-22,挺好??物超所值,胜享雅致大床房
H16,2020-04-23,服务号，房间不错，下次还来，1000,胜享雅致大床房
H16,2020-04-24,998服务好,胜享雅致大床房
H16,2020-04-26,哈哈哈哈(??)hiahiahia,胜享雅致大床房
H16,2020-04-28,特别好。干净卫生,胜享雅致大床房
H16,2020-04-29,还行，服务各方面,胜享雅致大床房
H16,2020-04-30,环境很好，服务也好！,胜享雅致大床房
H16,2020-05-01,卫生一般般,胜享雅致大床房
H16,2020-05-01,挺好的 前台服务也很好,胜享雅致大床房
H16,2020-05-01,挺好的 前台很周到,胜享雅致大床房
H16,2020-05-01,1052服务好，房间不错,浪漫优享圆床房
H16,2020-05-01,服务好，1017,浪漫优享圆床房
H16,2020-05-01,1052服务好,胜享雅致大床房
H16,2020-05-01,可以可以可以,胜享雅致大床房
H16,2020-05-01,可以可以可以,胜享雅致大床房
H16,2020-05-02,前台小姐姐1017服务很热情。,胜享雅致大床房
H16,2020-05-02,房间不错，前台1012不错,胜享雅致大床房
H16,2020-05-03,51假期几天性价比最高的一家酒店了，打开房门就觉得高大上，干净卫生，床好舒服，停车也很方便，住的很开心??,胜享雅致大床房
H16,2020-05-03,1052房间不错，推荐,浪漫优享圆床房
H16,2020-05-05,订了早餐，但沒提供，后来换了酒店,胜享家庭双床房
H16,2020-05-06,酒店还是不错的，不过价格在惠州不算便宜！干净卫生！没什么特色，没早餐，退房时间也早！只能说结合价格合格吧！,胜享商务套房
H16,2020-05-06,1052服务好，房间不错,胜享雅致大床房
H16,2020-05-06,员工9598的服务很好很满意,胜享雅致大床房
H16,2020-05-07,挺好的，不贵,浪漫优享圆床房
H16,2020-05-07,前台998服务很周到热情,浪漫优享圆床房
H16,2020-05-07,998号和1002两位员工的服务态度很好,胜享雅致大床房
H16,2020-05-07,很好 性价比高,浪漫优享圆床房
H16,2020-05-09,性价比高，环境很好1017,浪漫优享圆床房
H16,2020-05-09,酒店前台服务员不错态度很好1012,浪漫优享圆床房
H16,2020-05-09,酒店前台小帅哥1012,胜享雅致大床房
H16,2020-05-11,环境很好，前台1052小姐姐很热情周到，房卡都是提前准备好了，楼层服务员也很好,浪漫优享圆床房
H16,2020-05-11,惠州出差一直住在这里，酒店周围交通和商业设施都很齐全，很方便，房间很大，床有点软，有大浴缸适合我。最近没有早餐美中不足。,浪漫优享圆床房
H16,2020-05-11,性价比高，不错,浪漫优享圆床房
H16,2020-05-12,环境好，，性价比高1017,胜享城景大床房
H16,2020-05-12,环境优美，卫生干净，工号998,胜享雅致大床房
H16,2020-05-13,非常好 前台1052小姐姐人很好,浪漫优享圆床房
H16,2020-05-13,房间不错很好1017,浪漫优享圆床房
H16,2020-05-14,价钱低，还能享受五星级的待遇、前台小妹妹服务也很热情...,浪漫优享圆床房
H16,2020-05-14,工号1017服务态度很不错，酒店环境干净整洁。,浪漫优享圆床房
H16,2020-05-15,非常干净舒适，998,浪漫优享圆床房
H16,2020-05-15,酒店很好 床很软,浪漫优享圆床房
H16,2020-05-16,各方面都不错998,浪漫优享圆床房
H16,2020-05-16,体验太差了。就是搞个好听的名字在忽悠人，名字听起来高端，条件差的连150的汉庭都比不过。住这个不如建议大家客栈，民宿，公寓。服务很差，苹果手机因为我没带线充不了电，前台没有租或者借，wifi也用不了。隔音差且不通风,浪漫优享圆床房
H16,2020-05-16,这里的房间装修很特别，喜欢，1017,浪漫优享圆床房
H16,2020-05-16,性价比高，很好，房间不错1017。,浪漫优享圆床房
H16,2020-05-16,环境优美，服务态度好998,浪漫优享圆床房
H16,2020-05-17,1052环境适合，价格适中，态度亲切,胜享城景大床房
H16,2020-05-18,都挺好。环境优美998,胜享雅致大床房
H16,2020-05-18,环境优美，服务态度好998,浪漫优享圆床房
H16,2020-05-18,很满意，1017。,胜享雅致大床房
H16,2020-05-19,不错，挺好的,浪漫优享圆床房
H16,2020-05-20,1017服务态度很不错,胜享雅致大床房
H16,2020-05-20,很不错工号998,浪漫优享圆床房
H16,2020-05-20,很不错 988工号,浪漫优享圆床房
H16,2020-05-20,房间很大，服务好1017,浪漫优享圆床房
H16,2020-05-20,用户已好评，1017,浪漫优享圆床房
H16,2020-05-20,前台服务态度不错，1017,胜享雅致大床房
H16,2020-05-20,住的舒服，环境好1017,浪漫优享圆床房
H16,2020-05-20,舒适干净整洁有序！！！,胜享雅致大床房
H16,2020-05-20,很高 工号998 很不错,胜享雅致大床房
H16,2020-05-20,好评，酒店不错，1017,浪漫优享圆床房
H16,2020-05-21,环境优美服务态度好998,浪漫优享圆床房
H16,2020-05-21,1017服务好，环境优美,胜享雅致大床房
H16,2020-05-21,位置好，前台服务热情周到工号1017,胜享雅致大床房
H16,2020-05-21,环境各方面都很好,浪漫优享圆床房
H16,2020-05-21,酒店很好1017服务赞,浪漫优享圆床房
H16,2020-05-22,房间是我喜欢的风格，前台服务好1017,胜享雅致大床房
H16,2020-05-23,环境挺好的,胜享雅致大床房
H16,2020-05-24,1052服务好，房间不错,浪漫优享圆床房
