酒店名称,评论日期,评论内容,入住房型
H33,2020-01-01,我很喜欢**酒店 之前也是住在这里 服务水平高 早茶好吃 老牌豪华酒店 非常舒心 酒店中庭休息区也还不错的 跨年夜大厅有小酒会 房间也比较大 改了尊荣房 之前住行政套房 整体感受都非常好,尊荣房
H33,2020-01-01,服务，卫生，环境去不错！,豪华客房
H33,2020-01-01,交通便利，环境优美，服务到位，性价比高,尊荣房
H33,2020-01-01,一如既往的好！每次去广州都住这里 床很大很舒服 一家三口一起来广州环境好 可以游泳池维修 健身房也很棒 正好赶上展会,豪华客房
H33,2020-01-01,老牌的五星级酒店，酒店管理得很好，前台的美女问我双床房可不可以，我一口回绝，她马上给了我一个很好的解决方案，我也很乐意地加入她们的会员大家庭，整个入住时间段觉得心情非常好，**酒店，下次还来！,豪华客房
H33,2020-01-02,差不多，很怀念，后悔昨天没去住，其实和这边价格只是差距一点，感觉很大点不同。,豪华客房
H33,2020-01-02,这个房间不错，而且服务员很和善很正常的态度。最好。外来的一些人有恶意罢了。,豪华客房
H33,2020-01-02,差不多的就不用啰嗦啦,豪华客房
H33,2020-01-02,居住舒适，环境卫生,豪华客房
H33,2020-01-02,居住舒适，环境卫生,行政房
H33,2020-01-02,就在公司对面，考虑方便选择住在这里。选择的方型是老式装修的那种，很有年代感，设施有些旧，用着还行。淋浴设施该换换。第一次住，找早餐厅找了半天，标识也没有，问了礼宾，给带了路才找到。,豪华客房
H33,2020-01-02,早餐品种丰富，游泳池很好，设施有点陈旧,豪华客房
H33,2020-01-02,谈事，休闲，环境超级好,豪华客房
H33,2020-01-02,酒店好可以,豪华客房
H33,2020-01-02,非常热情接待,豪华客房
H33,2020-01-02,差不多，和之前的评语，同一间能保持每天都很舒服的只有这次平安夜前几天开始住的房了。,豪华客房
H33,2020-01-02,泳池很好，服务待提高,尊荣房
H33,2020-01-03,交通比较方便。,豪华客房
H33,2020-01-03,非常好，吃，住，玩都很好。以后来广州，还住这里。,尊荣房
H33,2020-01-04,交通方便，性价比较高。,豪华客房
H33,2020-01-04,地铁口，交通便利,豪华客房
H33,2020-01-04,还不错的，下次还要继续住,尊荣房
