酒店名称,评论日期,评论内容,入住房型
H14,2020-01-01,儿童乐园蛮适合孩子哒，几乎没人。,豪华房
H14,2020-01-01,Nice stay as always,商务房
H14,2020-01-01,服务，卫生都不错！,商务房
H14,2020-01-01,酒店不错很舒适,豪华至尊大床房
H14,2020-01-01,很好，非常好，我们的生活方式,豪华房
H14,2020-01-01,夏天入住时有演出，有室外烧烤。今年跨年也预定了这里，入住是小段经理安排的，很好，16层，从高空俯视的感觉特别很好。跨年，晚餐有自助火锅有红酒、白葡萄酒挺有气氛哒。健身房的跑步机，都非常不错，泳池到晚上11点。下次朋友聚会，就来这里了！,商务房
H14,2020-01-01,这家酒店是我们每次到广州的首选酒店，主要原因是一楼的早餐方便，而且餐食的味道感觉很不错。我们都是老人不愿意坐车跑来跑去的，因此我们觉得这家酒店符合我们的需求就是好。,商务房
H14,2020-01-01,Is very nice hotel And good location close to everything,精英房
H14,2020-01-01,80年代的水平，太陈旧的酒店，房间太小，网上订房，12点左右到店，房间未收拾不能入住，大厅无沙发休息，前台让我上二楼休息，上了二楼全是商品展厅在装卸，根本无处可待。还挂五星的牌子，三星都不如。,商务大床房
H14,2020-01-01,这家酒店一直是我们到广州的首选酒店，管理一直就很好，特别是它独特的地理位置，又和友谊商店联为一体，购物餐食都感觉非常方便。一楼的早餐我们也是住这家酒店的理由，味道真的不错，而且是一直能保持着稳定状态实属不易呀。,商务房
H14,2020-01-02,环境不错 酒店干净整洁 位置好 酒店旁边就是购物中心 很方便,精英房
H14,2020-01-02,服务良好和房间整潔,商务房
H14,2020-01-02,早茶很好吃,豪华房
H14,2020-01-02,非常棒，而且还升级了，推荐,商务房
H14,2020-01-02,干净舒适很好,商务房
H14,2020-01-02,有停车场 周围配套设施齐全,商务房
H14,2020-01-02,前台服务还比较标准，房间太小，床很硬！周边环境还不错，有地方逛街，早餐还算可以，但是地方比较小，估计比较难改善。,商务房
H14,2020-01-02,每次广州出差必选的酒店了，老品牌，价格还便宜，马路对面的同等房型要1000多，每次指定选择还有一个就是隔壁就是商场，中高档次。酒店从大唐到电梯，到房间，每一步都是让人愉悦。入住的给人也是比较有礼貌的那种，不会觉得膈应，哈哈哈哈,商务房
H14,2020-01-03,位置特别好，有地点口，购物方便,精英房
H14,2020-01-03,好好好谢谢,商务房
H14,2020-01-03,性價比很高的一個名牌酒店。,商务房
H14,2020-01-03,住宿条件好，还提供矿泉水??,商务房
H14,2020-01-03,很好很好，交通便利,豪华房
H14,2020-01-03,位置很好！停车方便,商务贵宾房
H14,2020-01-03,挺好的，比较环保的酒店！没有带牙刷的可以问客房服务员要！环境不错，服务也挺好的。餐饮也好，出行方便！,精英房
H14,2020-01-03,**宾馆，真的差到极致,豪华房
H14,2020-01-04,早餐丰盛，适合孩子出游，酒店位置很好，有停车场。预订的时候还心有顾忌，入住之后觉得很好，酒店工作人员很友好的告诉我们他们酒店餐厅点外卖比到店优惠，因为我带着孩子，客房清洁人员给我备了足够的矿泉水，很暖心，这是我住过提供矿泉水最充足的酒店。顶层意大利餐厅的羊排很棒，力荐！,商务贵宾房
H14,2020-01-04,超值，以后还会入住！舒服的出差,商务房
H14,2020-01-04,因为知道是老牌子的国营五星，降低了期望值去住，反而感觉还不错。地段特别好，地铁边上，机场打车过来如果不堵车，也就半小时。周边步行可达范围内，基本上吃吃喝喝选择多多。 酒店是旧了一点，老派的设施跟装潢，有浴缸没有淋浴间，床也偏窄，但是住住还是比较舒适的，而且服务也还中规中矩，起码是训练有素。至于酒店的一楼中餐厅，吃了两次，很不错。 所以总的想想，下次过来还是会住的。,精英房
H14,2020-01-04,老牌酒店了，但设施设备保持的很好,商务房
H14,2020-01-04,交通非常方便，酒店虽然比较老，但还是很干净的，服务中规中矩，这个地段这个价格还是可以接受的，以后来广州还是会考虑的,商务房
H14,2020-01-04,很一般，早餐款式很多，但味道都很一般，我宁愿少些选择，但每样做得地道点,豪华房
H14,2020-01-05,位置不错，房间也还算可以吧,精英房
H14,2020-01-05,very good,豪华房
H14,2020-01-05,还算不错，能够接受,精英房
H14,2020-01-05,這是一個很開心的住宿體驗，酒店雖然是老牌酒店但房間大，潔淨，舒服。從窗外的望對面便是花園酒店，開揚，夜景美。酒店中歺館食物也很有質素，原來用房卡可以有折扣，但因我們是check in 前去食，所以享受不到這個優惠，實在太可惜。,商务房
H14,2020-01-05,房间干净、服务很好！,商务房
H14,2020-01-05,??是老牌的五星酒店 装修中规中矩 房间很大 活动空间很大 周边交通便利 值得一题的是酒店的服务 从总台到清洁工阿姨服务都是五星的 热情??周到 有求必应 很好的一次居住体验 强烈推荐,商务房
H14,2020-01-05,帮朋友订的，他们说很满意，位置很好，逛街方便。,商务房
H14,2020-01-06,稍稍旧了些，不过性价比还是很高，服务好,商务房
H14,2020-01-06,市中心，非常方便出游,商务房
H14,2020-01-06,老牌品牌，位置好找，地处繁华地区。早茶非常地道。,商务房
H14,2020-01-06,Amazing for business travellers,商务贵宾房
H14,2020-01-07,每次来广州都住这里,商务房
H14,2020-01-07,地段好，门口就是地铁。,精英房
H14,2020-01-07,朋友推荐的 酒店位置极佳 出行方便 赞,精英房
H14,2020-01-07,周围环境不错，交通、购物都很方便。房价超值！,商务房
