酒店名称,评论日期,评论内容,入住房型
H43,2020-01-01,在小蛮腰的正对面，酒店不远处有地铁站，出行很方便，晚上可以欣赏小蛮腰夜景，还可看到珠江夜景，对面有星巴克，性价比不错,高级商务双床房
H43,2020-01-01,酒店设施是旧了一点，但是看广州塔没问题，视野清晰,高级商务双床房
H43,2020-01-01,还可以，环境可以看到广州塔,高级商务大床房
H43,2020-01-02,地理位置不错，主要是夜景不错。但是太老旧的酒店了，服务也很一般，就性价比而言，非常一般。大床房床不够大，不是很舒服。谨慎推荐入住。,商务大床房
H43,2020-01-02,酒店位置不错，老酒店，但各方面维护的不错。服务，卫生都很好。周边吃喝购都还方便。,商务双床房
H43,2020-01-02,太陈旧了，卫生环境差,广州塔景观房
H43,2020-01-03,只是看“小蛮腰”电视塔方便，其它的都不怎么样，餐厅价格挺贵的，真的性价比不高。,广州塔高级景观房
H43,2020-01-03,除了位置可以，其他比如早餐很一般，服务也很一般，不建议入住，性价比不高,商务大床房
H43,2020-01-03,订的广州塔观景房。跨年的好选择，可惜安全问题没有倒计时。设施比其他商务酒店旧一点。但是干净卫生没问题。,广州塔景观房
H43,2020-01-04,风景很不错,商务双床房
H43,2020-01-04,无敌景色，非常漂亮，但是房间比较老旧，两全不得，价格也是不低的，但是景色是真的没得说！住的人也是非常多的！,广州塔景观房
H43,2020-01-05,酒店很有老广州的风情。到得比较晚，正对小蛮腰的房间已被定完，但是还是给尽力安排了一个能看到江景的房间，还给升了小套。小客厅能看到小蛮腰。,商务双床房
H43,2020-01-05,在珠江边，环境很好,商务双床房
H43,2020-01-07,景观不错哦。,商务大床房
H43,2020-01-08,有点历史的酒店，位置不错，装修有点旧,商务大床房
H43,2020-01-08,很好，去广州住过多次,商务双床房
H43,2020-01-09,大堂感觉有点挤,高级商务大床房
H43,2020-01-09,停车不方便,商务大床房
H43,2020-01-10,老酒店，干净，整洁，吃饭很方便，从房间看广州塔超好看，有停车场，早餐是自助，中西餐，酒店的位置离广州塔走路10分钟就到，打车起步价，打车很方便。,大嘴猴主题家庭房A
H43,2020-01-10,非常满意的,商务大床房
H43,2020-01-10,位置挺好，直接可以看到广东塔，就是酒店老了，里面比较陈旧，房间有点味道,广州塔高级景观房
H43,2020-01-10,酒店的位置非常方便，看夜晚的广州塔超赞，2118和2220房间的景色很美，吃饭有餐厅，早餐是自助，还可以，房间不大，但很干净，下次来广州还会住这里。,高级商务双床房
H43,2020-01-11,酒店位置极佳，临江酒店打开窗户，整个珠江一览无遗，广州塔近在咫尺。临近有花城广场，夜晚景色光彩迷人，尤其是广州塔，高耸入云霄。还有珠江夜游，珠江两岸风景尽收眼底。酒店内干净卫生，早餐也不错。不过，设施稍旧一些。,商务大床房
H43,2020-01-11,酒店整体还是不错的，性价比OK。,广州塔景观房
H43,2020-01-11,酒店比较老旧了，但是还算大气干净的，刚好遇到政府限电，停电一天有点不方便，但是观景房还是值得的。,商务大床房
H43,2020-01-11,不是太满意,商务大床房
H43,2020-01-11,普通但实用,商务大床房
H43,2020-01-12,服务不错！,商务双床房
H43,2020-01-12,环境很好。,商务双床房
H43,2020-01-13,酒店不错，环境可以，免费的游泳池。交通方面有所欠缺，距离地铁站远,商务双床房
H43,2020-01-13,每次都住华**酒店酒店，非常喜欢,商务双床房
H43,2020-01-13,距离花城广场10分钟，停车免费。地铁步行10分钟，交通非常方便。酒店内有泳池，西餐厅，中餐厅。前台接待服务态度很好，办理入住退房速度很快。,商务大床房
H43,2020-01-13,常住的一间酒店，交通方便，地铁步行10分钟，提供免费停车。中餐厅粤菜出品非常棒，西餐厅环境特别优美。酒店房间打扫的很干净。,大嘴猴主题家庭房A
H43,2020-01-14,蛮好蛮好。,广州塔景观房
H43,2020-01-16,地理位置非常好，可以步行到小蛮腰,商务大床房
H43,2020-01-16,酒店环境不错 服务也很好 位置也方便,商务大床房
H43,2020-01-19,交通便利，设施完备，工作人员态度好,商务大床房
H43,2020-01-19,酒店的设备有些老旧了，但是位置很好，可以看到广州塔,高级商务大床房
H43,2020-01-19,非常非常好????,高级商务大床房
H43,2020-01-19,非常非常好????,商务大床房
H43,2020-01-19,非常非常好????,商务大床房
H43,2020-01-20,酒店位置很好，出行方便,商务双床房
H43,2020-01-20,不错，虽然是老酒店，但还是不错,商务双床房
H43,2020-01-21,酒店的位置好，停车也方便且免费，酒店服务也算可以，但比以前差很多，感觉都是新上岗的，希望加强培训，酒店设施齐全。,商务大床房
H43,2020-01-21,虽然是老酒店，但还是不错，方便,高级商务大床房
H43,2020-01-21,四星酒店，牙刷和剃须刀都不提供，说是环保，搞笑了吧,商务大床房
H43,2020-01-22,位置特别好，打开窗就能看见广州塔,商务双床房
H43,2020-01-22,还不错，位置好，出行方便,高级商务房
H43,2020-01-22,经常住这家华**酒店，这次公司给订的房，没升级看不到广州塔。酒店有点旧，以前的装修风格，卫生间有点小，但服务卫生都OK，毕竟是管理集团的酒店。楼下的粤式餐厅喝喝早茶看看景，一如既往的喜欢。,商务大床房
H43,2020-01-23,珠江边，性价比高。值得再次入住,商务大床房
H43,2020-01-23,酒店环境非常好，服务非常好。,高级商务双床房
H43,2020-01-23,酒店还可以,商务套房
H43,2020-01-23,还不错的地方,商务大床房
H43,2020-01-24,Located near the US Embassy. Nice rooms and very helpful staff.,商务大床房
H43,2020-01-24,还可以加油,商务大床房
H43,2020-01-24,感觉设施比较陈旧,高级商务大床房
H43,2020-01-25,酒店服务一般,商务双床房
H43,2020-01-26,我认为房间有点陈旧，有可能时间长久，但配套设施完善，周边去各大商场、娱乐场所、景区还是非常方便的，去北京路也很近，个人感觉性价比不错??还有无敌江景，下次有机会还会入住。,广州塔高级景观房
H43,2020-01-26,位置好服务好,广州塔景观房
H43,2020-01-26,可以看广州塔，游泳池很棒,高级商务双床房
H43,2020-01-27,房间正好看到小蛮腰，漂亮。谢谢酒店工作人员,商务双床房
H43,2020-01-27,位置不错，下次再选,高级商务大床房
H43,2020-01-27,部屋広州見。、（）前。,广州塔高级景观房
H43,2020-01-30,地址位置好，设施干净，空调效果不佳。,商务双床房
H43,2020-02-01,服务还不错，设施就是很普通的标准间，主要是能看到江景。楼下的自助早餐也可以。,高级商务双床房
H43,2020-02-01,地理位置得天独厚，环境优美,高级商务大床房
H43,2020-02-05,代朋友订房。酒店位置不错。,商务大床房
H43,2020-02-05,前台有个女孩服务态度极差。,商务双床房
H43,2020-02-05,办入住时，有个女孩服务态度极差。,商务大床房
H43,2020-02-05,很不错的酒店，适合商务出行,商务大床房
H43,2020-02-06,位置非常好，服务一般,商务双床房
H43,2020-02-06,景观非常好,商务双床房
H43,2020-02-11,酒店房间装修太老，房价太高,商务大床房
H43,2020-02-12,位置不错，离小蛮腰很近,商务双床房
H43,2020-02-17,不是很新的酒店，但是口碑还不错，给客户订的,商务大床房
H43,2020-02-21,早餐不错，环境好,商务双床房
H43,2020-02-23,住过体念太差，有负星级,商务大床房
H43,2020-02-23,号称四星，价格贵，硬件和服务都差,商务大床房
H43,2020-02-25,广州美签面试住了一晚，有车送到美领馆……酒店房间很老很旧，除了方便，其他不推荐吧,商务大床房
H43,2020-03-12,华**酒店的早餐一直丰盛的??窗外景色宜人，总之适合旅行客,商务大床房
H43,2020-03-19,服务周到 景色迷人,商务双床房
H43,2020-03-24,位置不错，就是装修旧了。,商务大床房
H43,2020-04-01,还不错，性价比挺高的,商务大床房
H43,2020-04-02,非常很一般,商务大床房
H43,2020-04-03,多次入住了，老酒店，不过做为我个人还是满意这家酒店的。服务，餐饮都不错。卫生干净。处在商务中心区。办事交通都方便。,商务大床房
H43,2020-04-08,酒店有点旧了，服务还可以，主要是环境一流江景，房间窗户随便拍的效果就很好，附近吃的需要有点路走，很安静,商务双床房
H43,2020-04-10,环境好，临江，近距离观赏小蛮腰,商务大床房
H43,2020-04-10,临江，环境好,商务大床房
H43,2020-04-11,房里桌上有蜘蛛，服务很好，硬件有点跟不上,商务双床房
H43,2020-04-11,不错第二次住店了,高级商务大床房
H43,2020-04-11,位置好，环境好，服务到位，早餐需要品种多样化,广州塔景观房
H43,2020-04-12,非常好，下次还住,高级商务双床房
H43,2020-04-16,餐饮服务什么的还不错,商务套房
H43,2020-04-16,酒店位置好,高级商务大床房
H43,2020-04-20,客人反馈太陈旧,广州塔景观房
H43,2020-04-30,景观不错，设施偏旧,广州塔高级景观房
H43,2020-05-03,酒店比较老 但是还是比较干净和中规中矩 有的房间因为是有个门和隔壁连着的缘故 因此隔音有待加强 但是价格实惠 可以看到江水 周围相当安静,商务大床房
H43,2020-05-03,位置景观好，服务周到,商务大床房
H43,2020-05-08,已经多次入住该酒店，酒店房间宽敞，设施较新，干净，在市中心，周边吃玩方便，追小蛮腰，带恒温泳池服务好,高级商务双床房
H43,2020-05-13,挺好的，环境不错,商务大床房
H43,2020-05-15,位置好，环境好！服务一般,商务双床房
H43,2020-05-16,环境不错，服务热情。,商务大床房
H43,2020-05-17,觀景房視野不錯,广州塔景观房
H43,2020-05-19,房间设施太旧了,商务大床房
H43,2020-05-19,房间设施太旧了,商务大床房
H43,2020-05-19,房间设施太旧了,广州塔景观房
H43,2020-05-20,很不错，只是没有早歺,商务双床房
H43,2020-05-21,老酒店，房间大，临珠江，可以接受,商务大床房
H43,2020-05-22,酒店很不错，到哪里都还可以,商务大床房
H43,2020-05-24,老装修，很干净，有年代感。景观很好！,广州塔景观房
H43,2020-05-24,￥Mr8D1oKOsfn￥,广州塔景观房
H43,2020-05-26,感觉非常不错??,商务大床房
H43,2020-06-01,在珠江新城周边，开窗就看到小蛮腰，交通方便，景色很赞,商务大床房
H43,2020-06-02,视野开阔，直接可以看到广州塔，不错,商务大床房
H43,2020-06-02,同事出差指定要住的酒店应该不错哦,商务大床房
H43,2020-06-04,服务很不错,商务大床房
H43,2020-06-09,房景很好，就是旧了点,广州塔景观房
H43,2020-06-10,设备有点旧,商务大床房
H43,2020-06-13,交通便利，安静温馨,商务大床房
H43,2020-06-13,老牌酒店，夜景视野棒，出差佳选，爱了，以后来住的时候可以体验下楼下的露天泳池子，看着很不错呀，啦啦啦赞??,商务大床房
H43,2020-06-16,非常不错，前台小姐姐颜值高！！！！！！！,商务大床房
H43,2020-06-17,早餐可以享受正宗的粤式早茶，味道好极了。可以加床有室外和室内游泳池适合带孩子度假位于广州市区中轴线西侧，交通非常方便有停车场,广州塔景观房
H43,2020-06-21,比较安静，酒店比较老,商务大床房
H43,2020-06-21,酒店位置极佳，景观很棒，服务和餐饮方面都很好，性价比不错！,商务大床房
H43,2020-06-27,位置好，出入方便。乾净、整洁。装修设施比较旧。空调冷气不足。,商务大床房
H43,2020-06-28,一切非常美好，尤其江景！值得一提的是酒店的工作人员特别友好与实在！,商务大床房
H43,2020-06-29,位置不错，可以看珠江夜景，定的是高级塔景房，在20楼，刚刚好，也可以再高一点，景色很美，卫生也可以，装修稍微陈旧一点，中规中矩的酒店，还有室外游泳池，价格合适，也不错,广州塔高级景观房
H43,2020-06-29,性价比挺高的，位置也好。,大嘴猴主题家庭房B
H43,2020-06-30,风格偏老，品质不错。,商务双床房
H43,2020-07-02,不错，第三次入住，感觉特别好,商务双床房
H43,2020-07-02,早餐花样不多，但是对得起50元的价格，环境非常好，靠近广州塔，紧邻珠江，位置好，停车场很方便，正门在北门。,商务大床房
H43,2020-07-02,很好的体验。,广州塔高级景观房
H43,2020-07-03,挺好的挺好的,商务大床房
H43,2020-07-03,酒店设施比较老，但卫生、服务都不错。位置极佳，景观房的窗外就是广州塔，视野开阔。停车免费，附近也很多好吃的，下次来广州还会再订。,广州塔高级景观房
H43,2020-07-03,江景房不错，老牌酒店，设施可以安排更新换代。非常适合带孩子，酒店位置很好，停车场很大，不怕没有位置停车。,商务双床房
H43,2020-07-04,很干净安静，而且能免费升级至观塔房，服务超赞！,商务大床房
H43,2020-07-04,这个酒店装修是原老酒店。入住舒适感不好。,商务双床房
H43,2020-07-05,酒店非常老，地段非常好，300多的房间可以看到广州塔还是值得的。这次没有早餐，所以也不知道早餐如何。,广州塔景观房
H43,2020-07-05,整天感觉不错,广州塔景观房
H43,2020-07-06,酒店就在江边，这个塔景房真的深得我心,广州塔景观房
H43,2020-07-06,好好好还没,商务大床房
H43,2020-07-08,挺好的，就是周围吃的地方不多。,广州塔景观房
H43,2020-07-08,很好，就是周围吃的地方不多。,广州塔景观房
H43,2020-07-09,环境不错，但设施有点陈旧,商务大床房
H43,2020-07-10,综合条件尚不错，只是硬件时间久了差些，尤其是空调不给力，夏季炎热酒店内缺乏舒适的环境，希望尽快更换空调设备。,商务双床房
H43,2020-07-10,大大好评！订房前有点犹豫，因为看到一些差评，说如何陈旧，但我看来很好啊，毕竟4星不是白来的，物超所值。当然也可能我买的特价有关，性价比很好，4**。双床房。前台小伙子非常热情，主动介绍朝向，当然是临江，看小蛮腰，窗边用早餐，不胜惬意。可惜仅住一天，多几天才好。意外发现楼下有游泳池，漂亮，房客免费，没浪费，晚上抓紧去游了会。下次不知何时再来，有此价，再来！！,商务双床房
H43,2020-07-10,就是停车位太少,商务双床房
H43,2020-07-10,江景房很好,商务双床房
H43,2020-07-11,房间大，正对广州塔，附近安静，楼下是珠江，不错的一次住宿体验。前台服务员的服务态度好，非常满意....,广州塔高级景观房
H43,2020-07-11,位置没得话说，就是里面设施最多三星级标准吧,广州塔景观房
H43,2020-07-11,价格实惠，一线江景，地理位置好就是设施老旧了点该装修了,广州塔景观房
H43,2020-07-11,环境位置不错，小蛮腰跟珠江夜景清晰可见,高级商务套房
H43,2020-07-11,一般吧，房间设施比较旧，老式酒店，房间是统一中央空调，竟然不能调节温度，这是差评的原因，七月大夏天，住得满身大汗，晕死了,广州塔景观房
H43,2020-07-12,应该带早餐，价格可以高点,广州塔景观房
H43,2020-07-12,地段不错，性价比不错，下次回去。,商务套房
H43,2020-07-12,地段不错??,商务套房
H43,2020-07-12,地段挺好的。,商务套房
H43,2020-07-13,观景体验不错,广州塔景观房
H43,2020-07-14,地理位置优越,商务大床房
H43,2020-07-15,酒店位置很好，就在珠江北岸，小蛮腰隔江相望，就是设施太老旧了，服务也还可以。,广州塔景观房
H43,2020-07-15,酒店位置很好 离商场景点都很近 因为在附近酒店吃饭所以定了这里 景观也不错 工作人员也很热情 预定之前打电话咨询 解答问题耐心细致 这个价格能订到这样的酒店很不错了,商务大床房
H43,2020-07-15,超级广州塔风景,广州塔高级景观房
H43,2020-07-16,早上11点半到的酒店，担心不能入住，有空房酒店很爽快地办了入住，并且升级到塔景房，江景加塔景，意外的惊喜。还带游泳池，看着也不错哦。,商务双床房
H43,2020-07-16,离地铁站较远，周围不是很便利。酒店设施相当陈旧了，按照此标准价格偏贵。房间内可用插座很少，已经跟不上当前的需求了。,商务双床房
H43,2020-07-17,珠江畔，位置好！房间硬件设施相对老旧。,商务大床房
H43,2020-07-17,不住不知道一住吓一跳！简直就是性价比之王！！！位置真得无敌了！临江又观塔。设备设施是老了点，但是品质还是在线！订了观塔房，然后竟然给免生了套房！感觉得有100平哈哈哈。精品酒店的价格星级酒店的设施。泳池美到没朋友，花园很赞，景色真得不要太美。嘻嘻,广州塔高级景观房
H43,2020-07-18,位置很好，景观极佳，服务也很不错，以后应该也会再住该酒店。美中不足的是酒店的被子太厚。游泳池也好极了，并且还有室内和室外的。缺点是泳衣太贵。,商务双床房
H43,2020-07-18,感觉是性价比和酒店周边设施来说是四星级酒店的天花板层次了，强烈推荐,商务双床房
H43,2020-07-18,房间虽旧，但很舒服，卫生干净,广州塔景观房
H43,2020-07-19,酒店就在小蛮腰对面，周围有很多好吃的，最主要的是，只要打开窗帘就能在床上看到小蛮腰，环境是没得说，但是服务稍微差一点，需要个冰块需要你自己去餐厅拿……其它都很好！,广州塔景观房
H43,2020-07-19,第一次入住，酒店的位置非常棒，尤其是晚上跑步非常好，抬头就看到“小蛮腰“. 酒店设施有点陈旧不过还算干干净净的。对于商务出差人士值得推荐。,江景商务大床房
H43,2020-07-19,无敌风景，对得起价格！,广州塔景观房
H43,2020-07-19,老牌的四星酒店，设施旧了点，但养护的还不错。无敌风景！跟阿姨讲两瓶水不够喝，于是给了六瓶！游泳池，有健身房，而且分室内室外泳池，小朋友也可以玩玩水；老婆说好！楼一楼自助晚餐99块，你想有多好呢？,广州塔景观房
H43,2020-07-19,酒店还不错,商务双床房
H43,2020-07-19,前台小姐姐帮我升级了房间，房间窗户正对着小蛮腰，风景很好！但房间设施有点陈旧，电视很多雪花点，看着难受，其他还好吧！,商务大床房
H43,2020-07-20,距离珠江新城近，靠近小蛮腰，海心沙，不错,商务双床房
H43,2020-07-20,老牌四星级酒店，服务较好,商务双床房
H43,2020-07-20,酒店唯一的优点大概是位置好，有些房间可以看广州塔，除此之外就没优点了，设施及其老旧，感觉至少十几年没装修过了，感觉性价比极低，早餐感觉也达不到五星的档次。,江景商务大床房
H43,2020-07-21,夜景无敌美丽，想一直住在这里,广州塔景观房
H43,2020-07-21,这家酒店优势在于地理位置，离广州塔和广东省博物馆都很近。老人不喜欢民宿，这家在传统酒店类价格适中。广州塔景观房风景不错。里面的设备都偏老旧简陋，不过好在没有坏的。第一晚没有调空调，空调不时发出很大响声。电视机特别差劲，几乎不能正常观看。后面的小街餐馆很少，没啥可吃的。酒店自己的餐厅食物还可以。,商务大床房
H43,2020-07-21,位置非常好，泳池也不错,广州塔景观房
H43,2020-07-22,地理位置优越，临近广州塔，酒店干净舒适，夜景漂亮，订的是广州塔大床房，下次会继续订。,广州塔景观房
H43,2020-07-23,在两种景观房来回切换。续住说明品质！,商务大床房
H43,2020-07-23,看得见广州塔的房间！完美！一次非常好的出差体验！,广州塔景观房
H43,2020-07-23,设施旧了点,商务大床房
H43,2020-07-23,设施比较旧，电视信号不好一直闪屏，室外泳池舒服,商务双床房
H43,2020-07-24,免费升级房型，景观美，不错的体验。,商务大床房
H43,2020-07-24,"酒店地理环境好,停车免费!",商务大床房
H43,2020-07-24,位置优越，服务态度很好,广州塔高级景观房
H43,2020-07-25,广州塔对面，珠江边上,行政客房
H43,2020-07-25,第一次来广州 选择了这家老牌四星酒店 总体来说入住体验还是不错的 在天河CBD中心地区 旁边就是珠江 景观效果好 楼下有露天游泳池,广州塔景观房
H43,2020-07-25,首先前台收款收了我两次，直到我退房都没有查出来钱到底去哪儿了，其次第一天的房间空调有问题又给换了一间才好，最后服务太差了不会再入住，也不推荐别人入住,商务大床房
H43,2020-07-25,在携程订的江景房，到了酒店还要加钱才可以住江景房，骗子，还不给退，而且房间味道很大，住的闹心呀,商务双床房
H43,2020-07-25,整体好好，旧但干净，服务也好，泳池加广州塔，正爆，但记住戴泳帽才准游泳，空调有点不够，希望改善，下次再住,广州塔景观房
H43,2020-07-26,环境很好很好很好，住的舒服多了，服务态度很好很好下次还来,商务大床房
H43,2020-07-26,很不错很不错,广州塔景观房
H43,2020-07-26,还好还好！,商务大床房
H43,2020-07-26,订的广州塔景房，可以很清楚的看到广州塔。打车过去广州塔二十元左右车费。酒店价格不算贵，只是电视设备很旧了，供小孩子看的频道就一两个。酒店配有游泳池，可以免费提供游泳圈，但是如果你想在那里买游泳衣和游泳镜，价格那真的黑心，小男孩子的泳裤160，小女孩一套的要两百多，大人180，游泳镜也是一百多。,广州塔景观房
