酒店名称,评论日期,评论内容,入住房型
H31,2020-01-01,酒店不错 性价比很高,豪华客房
H31,2020-01-01,環境不錯不过位置在东站隔壁29樓看不到广州塔 完全被遮住了,豪华客房
H31,2020-01-01,非常满意的前台接待，房型满意，提早入住高楼层，视野很好！,豪华客房
H31,2020-01-01,酒店不错 位置很方便,豪华客房
H31,2020-01-02,酒店服务还不错,活力豪华客房
H31,2020-01-02,有室内外两个游泳池 棒 加温不冷 五星好评 服务也五星,豪华客房
H31,2020-01-02,有室内外两个游泳池 棒 加温不冷 五星好评,豪华客房
H31,2020-01-03,不错，，但自助餐比较差,活力豪华客房
H31,2020-01-03,非常好，大力推荐。位置好，服务好,豪华客房
H31,2020-01-04,非常满意，点赞！,豪华客房
H31,2020-01-04,房间很大 景观很好,活力豪华客房
H31,2020-01-04,位置很好，适合商务出行,豪华客房
H31,2020-01-05,万豪的酒店做的都不错，希尔顿跟**考虑了一下性价比还是挺高的,豪华客房
H31,2020-01-05,早餐丰富，交通方便。,豪华客房
H31,2020-01-06,早餐还可以，感觉有点旧，服务很热情方便，地理位置好，离购物中心和美食广场不远，吃饭很方便，值得推荐，房间够大,豪华客房
H31,2020-01-06,去了很多次了，设施还算齐全,活力豪华客房
H31,2020-01-06,服务好，环境好,豪华客房
H31,2020-01-06,非常干净，床很舒服服务很好下次再来,豪华客房
H31,2020-01-07,酒店前面有市政工程在进行中，早上7点多，打桩机就开始工作了，噪音很大。我理解这不是酒店的错，但是酒店应该履行告知的义务，可惜酒店没有，差评！ 酒店房间里的设计非常奇怪，浴室里面，淋浴间和座厕的两个小隔间公用一个推拉门，而且推拉门的质量非常差，使用中噪音很大，非常不舒服。 在办理入住的时候，询问房间是否能够开窗，前天的美女说不能；当我表示我有哮喘，如果不能开窗透气我就无法入住后，又改口说，可以开窗。 总之，这是我住过的最差的**酒店品牌的酒店，没有之一。以后绝对不会再住了。,豪华客房
H31,2020-01-07,位置很好，房间不小，其他没体验,活力豪华客房
H31,2020-01-07,位置不错，其他没太多体验，房间不小,豪华客房
H31,2020-01-08,"Room is spacious, location is great. One thing that disappointed me that my check-in was on 24 Dec, the eve, and we would like to celebrate with friends at Hotel in the night. However, all restaurants or lounges in the hotel or nearby were closed early. Thus, we had to called off the gathering.",活力豪华客房
H31,2020-01-08,旁边扩建房子太吵了................................................,活力豪华客房
H31,2020-01-08,隔音效果非常好，交通便利,豪华客房
H31,2020-01-09,看图片评论帮朋友选的酒店，主要喜欢这里的装修，其他的都还蛮不错的，家具设施，房间布置，地理位置，房间景观，都是朋友想要的那种，性价比也不错。,豪华客房
H31,2020-01-09,酒店确实比较旧，服务也一般。原来以为一样是万豪旗下的，应该服务各方面都应该差不多，入住后，总体就是感觉说不出哪里不好，但就是没有五星级酒店的体验。,豪华客房
H31,2020-01-09,一切都挺好,活力豪华客房
H31,2020-01-09,酒店很不错。,行政豪华客房
H31,2020-01-11,位置很不错,豪华客房
H31,2020-01-11,好，很好，各方面感觉都很不错,豪华单人房
H31,2020-01-11,酒店很好，空间大很舒服,豪华客房
H31,2020-01-12,酒店位置便利 附近配套齐备 酒店房间布局合理 舒适 不过双床房的单人床有点小毛巾舒服设施齐全 24小时健身房,豪华客房
H31,2020-01-12,很喜欢这个风格,豪华客房
H31,2020-01-12,早餐真的很棒,豪华客房
H31,2020-01-12,早餐很棒，位置非常好,活力豪华客房
H31,2020-01-13,感觉不错！！！,豪华客房
H31,2020-01-14,Great Hotel! Loved the service and facilities.,活力豪华客房
H31,2020-01-16,酒店位置很好,豪华客房
H31,2020-01-16,位置优越，价格公道适合出行,活力豪华客房
H31,2020-01-16,非常好，服务号，卫生好,活力豪华客房
H31,2020-01-16,服务好，卫生好！,活力豪华客房
H31,2020-01-16,非常适合住，继续定了下次的,活力豪华客房
H31,2020-01-17,位置优越，设施完善,豪华客房
H31,2020-01-17,挺好！干净整洁，比较新，交通非常方便。周围吃的也多，挺满意的。非常方便,豪华客房
H31,2020-01-18,不错的，特别是前台服务很好,豪华客房
H31,2020-01-18,酒店整体很不错，服务挺好的,豪华单人房
H31,2020-01-19,很不错，早餐好,活力豪华客房
H31,2020-01-20,帮朋友订的，反馈不错,豪华客房
H31,2020-01-20,服务比较好，前台服务很贴心。,豪华客房
H31,2020-01-20,每次广州都住这里！出行方便，停车方便！吃饭方便！中规中矩的五星酒店！下回再来还住！酒店一层新开的便利商店，和咖啡厅，太方便了！,豪华客房
H31,2020-01-20,这酒店自然没的说,豪华客房
H31,2020-01-20,隔音很好，非常安静，床很软，房间也蛮大的符合五星级酒店标准。整个楼层走道上一股淡淡的的香味，恰到好处。室内泳池也干净，室外的太冷，都在室内健身。位置不错，离开地铁出来也就10分钟左右路程。3号线的中间位置，出行便捷,豪华客房
H31,2020-01-21,下午4:30去到房間還未有準備好！說好能安排看到廣州塔美景的房間，但都只是安排了對住地盤的房間，下次不會再考慮入住了,活力豪华客房
H31,2020-01-21,Very good,豪华客房
H31,2020-01-22,虽然开业时间早，但一点都看不出老的痕迹，环境舒适，房间很大，和孩子亲子出游非常舒服。,豪华客房
H31,2020-01-22,服务态度好，热情，房间部分设施一般,活力豪华客房
H31,2020-01-22,不适合带孩子，跟酒店要儿童牙刷和拖鞋会提供，其他的东西没有。然后我提前三天定的，要求双床合并做无缝处理，我住进去了什么都没弄，双床没合并！然后说为了环保不提供洗漱用品，需要要再下去领！我住了两天，第二天连毛巾和方巾也给减少了！不知道酒店是不是没毛巾了！有停车场！表扬一下帮忙送行李的小哥哥，服务很好。前台的工作人员有点乱。其他就是马马虎虎，不好不坏！总的来说有带提高，此次入住并不满意,豪华客房
H31,2020-01-22,环境好，卫生ok,豪华客房
H31,2020-01-24,浴室的設施安排不太合理实用,豪华客房
H31,2020-01-24,房间太冷，空调不制热,活力豪华客房
H31,2020-01-24,早餐很好有停车场,豪华客房
H31,2020-01-24,感觉自在舒适轻松,活力豪华客房
H31,2020-01-25,位置不错呀,豪华客房
H31,2020-01-25,整体不错，位置好，房间比较大,豪华客房
H31,2020-01-26,挺不错的，地理位置也好,豪华客房
H31,2020-01-26,非常好，太棒了,活力豪华客房
H31,2020-01-26,酒店环境不错??,行政豪华客房
H31,2020-01-26,很好，房间很大！,豪华客房
H31,2020-01-26,地铁附近，花市就在附近，春节买了花放在酒店房间内！很舒服！,豪华客房
H31,2020-01-26,位置不错 服务满意,豪华客房
H31,2020-01-26,服务人员很热情，早餐品种全，房间大，还会再入住，满分,豪华客房
H31,2020-01-26,整体可以，交通便利，购物广场很多。,豪华客房
H31,2020-01-27,酒店房间宽敞明亮，位置好，离地铁不远，已经是第三次入住了,豪华客房
H31,2020-01-27,考虑到地段还不错才订的这家。春节期间入住，说实话各方面都挺失望的。酒店各种硬件设施都很陈旧，电视没一个频道是高清的，感觉回到了10年前。最最不满意的是我们6个人订了3间房，每间房都有很大霉味，可能是中央空调里面返出来的味道，我们住的17楼什么景色也看不到。而且入住时我们申明这次有老人小孩一起入住，需要在这里过年要住好几天，事先约定好的升级就给了我们一间偏远角落只能看到烂尾楼的房间。然后宝宝入住也没有床围，几乎感觉不到对于孩子有什么特殊的服务，也没有儿童游乐区域，个人觉得不适合带孩子入住。另外酒店游泳池的毛巾，破破烂烂都卷边了还不换，消毒柜的紫外线也不打开。整个室内泳池没有一个服务或者安全人员，跑步机屏幕的分辨率也是一言难尽。以五星级酒店的标准，是不是应该再装修一下了？离店时发票也开错抬头，打电话去前台，让我们把开错的发票快递回去再给我们重开，一句抱歉都没有？快递费也没有主动承担的意思，这些都是细节但也都是服务。没想到广州**酒店那么令人失望。下次再来广州不会再选择这家了。,豪华客房
