酒店名称,评论日期,评论内容,入住房型
H06,2020-01-01,环境不错，人多,景观套房
H06,2020-01-01,设施完备 温泉环境很好 服务态度超棒 方便停车。价格适中，希望早餐的质量更高一点，品类更多一点就更好了。,园林大床房
H06,2020-01-01,房间干净整洁，居家用品很齐全。环境漂亮，房间装修有特色，非常喜欢。床也很软很舒服，睡一晚上感觉精神充沛。房间隔音效果好。整个晚上都很安静，性价比高,圆弧大床房
H06,2020-01-02,服务一如既往的好,园景大床房
H06,2020-01-02,非常的舒适 干净服务超级棒,流溪河畔双床房
H06,2020-01-03,酒店服务非常贴心，有一大片儿童户外玩的地方，小孩子玩得很开心，温泉应该是我泡过里面最干净最舒适的，性价比高！,流溪河畔大床房
H06,2020-01-03,环境优美，园区规划和布局都很好，亲子游玩，朋友聚会都是相当不错的地方。,园景大床房
H06,2020-01-03,房间干净整洁，居家用品很齐全。环境漂亮，房间装修有特色，非常喜欢。床也很软很舒服，睡一晚上感觉精神充沛。房间隔音效果好。整个晚上都很安静，性价比高。,园景双床房
H06,2020-01-04,吃的好，住的好，玩的好！,流溪河畔双床房
H06,2020-01-04,每天赠送水果。淋浴的热水一开即出。房间超级干净，一天打扫卫生2次。大环境也不错，酒店有后花园，花园在流溪河畔，幽静，景色宜人。,园景双床房
H06,2020-01-05,1、酒店环境整洁，房间布局堪称完美，优雅又不失情调，服务周到，让人无比舒心。给我营造了一种家的感觉，无论大处到小处都是那么无懈可击，价格也很合理。,园景大床房
H06,2020-01-05,环境特别好，服务态度很棒，整体体验很好！,圆弧大床房
H06,2020-01-05,一家人去的，温泉池子比较多，但水比较脏，尿味太臭了，特别是没放药包的池子，还有酒店比较旧，我觉得5星级酒店绝对评不上，3星还差不多。房间的水保质期是2年的，已过一年，还要20元一瓶，免费的我都不敢喝。自助餐吃得还不错，酒店和温泉的服务员都挺不错的，就是酒店门口停车的服务员小伙子不太好，一大片都是空着的位置，非要两辆车靠得50厘米，一会又说泡温泉的不能停到大门口，只能住酒店的停，我说我就是住酒店的才让停，我说停在大门口下面一会拿行李下来方便，他说一会他帮忙拿行李，离开的时候，连个服务员也没看到，不帮拿行李也就算了，还要求多多！同样价格我还是感觉选择威格诗温泉比较好，环境好，住得也舒服，但那边池子少一点。**温泉本人是绝对不会来的了！,园景双床房
H06,2020-01-05,有停车场，早餐一般，有亲子房，温泉不错，环境幽静，有山有水，酒店挨着温泉，穿睡衣就可去温泉区域，酒店住客无限泡温泉，酒店离广州市区不近，但是有公交车直接到达,巴黎亲子房
H06,2020-01-06,不知第几次过来了，非常好的一次体验，温泉池干净卫生，早餐品种丰富，服务员笑容可掬，待人亲切诚恳，处处为顾客着想，下次还会选择**！,园景大床房
H06,2020-01-06,一如既往的优质服务，亲切的笑容，对客人犹如亲人般，让我非常舒服，房间，温泉池都非常干净整洁，真的让人宾至如归。值得点赞！,园景双床房
H06,2020-01-06,因為新開了不少温泉酒店，所以好多年都沒有去碧水灣. 服務還是一如既往的好，但溫泉的游泳池沒有恆溫了，这點有點失望,园景大床房
H06,2020-01-07,非常好，特别棒,园景大床房
H06,2020-01-07,停车方便，有地下停车场，酒店周边也可以停车，早餐很好。温泉设施也超好，酒店住客有专属温泉区，和散步的区域，凭房卡进入。有儿童游乐区。第二次来了。,流溪河畔双床房
H06,2020-01-07,服务很好的,园景双床房
H06,2020-01-07,非常好的住房体验。服务这么多年了还是那么好，里面的每一个员工都很有服务意识，会主动向每一位客人微笑问好。住了这么多的酒店，这算是体验感最好，最温馨感的一家了。现在豪华酒店遍地都是，但真正谈到服务这一块，还是跟不上，这家真的太棒了一定还会再来的。谈一谈温泉，虽然不太懂温泉，但作为老牌温泉我相信她的质量，温泉池干净，在里面泡的时候居然看到有小松鼠在爬树！！太原生态啦。在里面泡汤感觉在热带雨林里。很舒服。服务生会不停地来回询问需不需要喝东西，非常体贴。赞爆土耳其鱼疗池。德啤广场的菜也好好吃自带的后花园可以亲近流溪河，在那里坐了一个多小时，很舒服。最后美中不足的一点是，真心希望温泉区可以禁烟，这次泡汤多次闻到烟味，毁心情。甚至好几个男的聚在一个池急吸烟，素质不高，头一次遇到温泉池里吸烟的。温泉本该是养生的，闻着烟味什么感觉都没了。非常希望加强这一方面的管理。,圆弧大床房
H06,2020-01-08,全给5希望以后的服务能坚持下去,园景大床房
H06,2020-01-09,环境很好，一夜晚灯也不错。,园景双床房
H06,2020-01-10,一进去开始感觉服务挺不错，沿途见到的保安和服务员都会主动打招呼，晚上前台打电话过来询问体验感，还帮我们延时到下午2点才退房。早餐种类比较多样，还是挺好的。泡温泉也会有服务员主动过来询问是否需要茶水，温泉种类比较多样，下次会再来。,园景大床房
H06,2020-01-10,广东最好的温泉,园景大床房
H06,2020-01-10,服务特别特别好！办入住的时候大堂的小姐姐就端来了茶水、退房时候也贴心地问要不要帮忙拿行李、特别亲切温泉很舒服、池子很多 就是可能稍稍不是特别集中 我是路痴容易晕。毛巾足够！休息室也很棒、有很多水果和饮料还有好吃的饼干。房间整体硬件还不错、就是床头没有插座、要拔掉台灯才行 这个有点不方便但是可能也不太好改哈哈哈哈、早餐样式很多 蛋糕和肠粉很好吃总之很喜欢这里 感觉名很符实,园景大床房
H06,2020-01-12,酒店设施虽然有点旧，但是胜在服务一如既往的好，主要带小朋友去泡温泉，玩得高兴后来延长了一晚。以后去从化泡温泉，首选还是**。,流溪河畔双床房
H06,2020-01-12,已经去了多次，非常好,流溪河畔双床房
H06,2020-01-12,小木屋自然环境非常好,临江小木屋
H06,2020-01-12,酒店服务也太好了吧，环境一流，卫生又好，那天是身份证上的生日，酒店人员默默的帮我准备了小蛋糕实在惊喜，跟老公玩的超开心，下次还去。,流溪河畔大床房
H06,2020-01-13,来过几次，很不错的温泉酒店。,零压大床房
H06,2020-01-13,价格还是很昂贵，老牌酒店了，孩子开心??,非洲大草原亲子套房
H06,2020-01-14,真的很满意，服务态度好得不得了，老人家也是赞不绝口，早餐丰富，各种孩子的活动值得期待，很好。,园景双床房
H06,2020-01-14,老人小孩都很满意，是我们到过的最舒心们温泉酒店。,巴黎亲子房
H06,2020-01-14,服务真的很好，泡温泉??时不停有人送水、茶和饮料??，毛巾永远不会没有，还是有温度的，酒店服务员看到湿泳衣还帮忙晾,流溪河畔双床房
H06,2020-01-15,环境好，服务好！,临江小木屋
H06,2020-01-15,服务很好！晚上景色很美！,流溪河畔双床房
H06,2020-01-16,员工非常有礼貌，客房舒适、干净。温泉设施完善，很满意！自助早餐品种丰富，质量很好。五星级是实至名归的。,流溪河畔双床房
H06,2020-01-16,服务非常好,巴黎亲子房
H06,2020-01-16,设施很齐全，占地面积大，水质很好。亮点是服务，酒店服务人员的态度超好，赞??。美中不足，房间隔音不佳,流溪河畔双床房
H06,2020-01-16,每年来次，一次比一次好,园林双床房
H06,2020-01-16,早餐是自助餐，住宿环境不错,巴黎亲子房
H06,2020-01-17,服务非常到位,园景双床房
H06,2020-01-17,房间观望美景,园景双床房
H06,2020-01-18,环境优美舒适,流溪河畔双床房
H06,2020-01-18,早餐东西夠多 就是人也多,纽约亲子房
H06,2020-01-19,服务很好，设施很一般，同等级酒店，这个价格应该偏贵,园林大床房
H06,2020-01-19,服务没话说，设施很一般,园景大床房
H06,2020-01-20,水很好，空气好,纽约亲子房
H06,2020-01-20,小朋友玩得很开心,园景双床房
H06,2020-01-20,干净，舒适，人性化服务周到，贴心，下次一定会再来,流溪河畔双床房
H06,2020-01-20,跟孩子同学们一起去的，公共设施还是很不错的，住客还有专属泡池，所以还是挺好的。可惜就是房间的设施稍显简单，毕竟装修时间比较长了,流溪河畔双床房
H06,2020-01-20,感觉服务没以前好了,零压大床房
H06,2020-01-20,服务等还行，就是房间设施简单了点,流溪河畔双床房
