酒店名称,评论日期,评论内容,入住房型
H39,2020-01-01,地理位置不错，服务和环境非常到位,豪华3D观影大床房
H39,2020-01-01,WiFi网络很差,商务大床房
H39,2020-01-01,酒店位置就在北京路附近，步行一路上有很多小吃，附近都是老城区老广州的烟火气。酒店房间很大，家具设施有些陈旧，但卫生还是很干净的，价位也合理。好评！,特惠双床房
H39,2020-01-01,位置方便，房间还行，性价比b?c,豪华三人房
H39,2020-01-01,位置方便，房间还行,商务大床房
H39,2020-01-01,酒店房间非常大，住得很舒服，大写的好评,商务大床房
H39,2020-01-02,酒店环境卫生欠佳,商务双床房
H39,2020-01-02,前台和餐厅服务极差，,特惠双床房
H39,2020-01-02,位置：就在中山图书馆斜对面，离北京路很近。PS：门口有机场大巴的。服务：帮忙免费升级了套房，很赞。离店的时候，身份证忘拿了，前台打电话过来才知道，后面回去拿了，非常感谢。设施：套房空间很大（其他房型空间也是很大的），喜欢大空间的有福了。有浴缸可以泡澡。设施都是星级配置，但是装修时间有点久了，偏旧。早餐：种类还算丰富，糯米鸡和红薯很喜欢。综合来讲，酒店的性价比还是蛮高的，推荐。,商务大床房
H39,2020-01-02,酒店很nice,特惠双床房
H39,2020-01-02,换了名字不错,豪华浪漫圆床房
H39,2020-01-02,各方面都很好，值得入住,特惠大床房
H39,2020-01-02,环境卫生有待提高呀,行政大床房
H39,2020-01-03,设施老了点，地理位置不错，蛮干净,特惠双床房
H39,2020-01-03,酒店真的老旧到一定程度了，！不建议入住，和朋友一起去旅游的。除了位置方便没其他优点，说实话优点影响心情！,豪华子母房
H39,2020-01-03,帮同事订的，,特惠双床房
H39,2020-01-03,环境比较好，网速比较快。,特惠大床房
H39,2020-01-03,房间够大，干净卫生，吃饭也方便,商务大床房
H39,2020-01-04,都还很不错、没有订早餐的房型、不过房间毕竟是大点,特惠双床房
H39,2020-01-04,位置不错，服务也热情，就是施太陈旧了，希望从新装修吧,商务双床房
H39,2020-01-05,服务态度很好，房间超大隔音超好。北京路范围最高性价比,特惠双床房
H39,2020-01-05,宾馆很老了，洗脸盆塞子坏的，卫生还行，其他都还可以,特惠大床房
H39,2020-01-05,麻麻地啦！,特惠大床房
H39,2020-01-06,地段不错，关键停车免费。但是酒店设施比较老,特惠双床房
H39,2020-01-06,该整顿了。,特惠大床房
H39,2020-01-06,不错 环境可以 就是设施有点旧,特惠大床房
H39,2020-01-06,房间挺大，床也比其他酒店大些，环境野算是闹中取静，下楼就有超多地道美食，点赞！下次还会继续订。,特惠双床房
H39,2020-01-07,前台服务很好，面带微笑，退房了还能寄存行李，以客为本。服务意识和管理都不错。,特惠双床房
H39,2020-01-07,比较老旧，性价比也一般吧,商务双床房
H39,2020-01-07,一开始房间没整理就给了，前台反应之后升级了房间，换成新装修得了，干净卫生，酒店电梯早晨太过拥挤了，就一部电梯可以使用，等好几趟上不去，早餐二楼茶餐厅非常好吃，都是本地老人来吃,特惠双床房
H39,2020-01-07,酒店地理位置很好，机场大巴就在旁边，周边就是美食街，逛街购物游玩都很方便，来广州首选，主要还有停车场，出行方便，房价也不贵，性价比很高了,特惠双床房
H39,2020-01-07,不错，帮朋友预定的。,特惠双床房
H39,2020-01-07,酒店位置很好,特惠大床房
H39,2020-01-08,早餐很一般，房间很脏，我是住惯连锁酒店的人，都觉得这种房间睡觉实在没办法，枕头上对着的灯都是尘，喝水壶都是锈，放杯子的玻璃架蜘蛛网连着到灯上，我睡觉整完都担心蜘蛛会爬进嘴巴，太可怕，绝对不会再住,商务大床房
H39,2020-01-08,服务好好好,特惠大床房
H39,2020-01-08,价格公道，位置好,特惠双床房
H39,2020-01-09,酒店非常好，已经多次入住，前台的经理笑容灿烂！,特惠大床房
H39,2020-01-09,离地铁站和北京路挺近的，多次去，女友表示很喜欢，让我给个好评，说前台态度好，应对咨询，耐心解答，还帮忙叫车，性价比可以，开房首选。,特惠大床房
H39,2020-01-09,离北京路附近，位置非常不错，珠江夜游也在附近，如果来广州旅游，这里是不错的选择，出行交通都挺方便，推荐,豪华大床房
H39,2020-01-09,地段还可以，环境有点嘈杂,特惠大床房
H39,2020-01-10,房间优美卫生,特惠双床房
H39,2020-01-10,老旧差，一股霉味,特惠大床房
H39,2020-01-11,交通方便附近很多小吃,特惠双床房
H39,2020-01-11,环境太差太旧,豪华子母房
H39,2020-01-11,很棒耶，住的很舒服,特惠双床房
H39,2020-01-11,感觉挺不错,特惠大床房
H39,2020-01-11,很安静。很新。干净。,商务大床房
H39,2020-01-11,交通便利，环境优美,特惠双床房
H39,2020-01-12,网上登的是四星级酒店，应该彻底降级了，就旅社水平，房间有严重的霉味，墙和天花板都霉变了，设施不少地方坏了没有修复，浴室和厕所缝隙都集了污垢了，实在称不上叫宾馆四星水平除了有九张照片，我这里还有几张未发表，虽然价钱低，但也不能在网上登出四星，有欺骗嫌疑。,特惠大床房
H39,2020-01-12,地點離地鐵不算近，周邊比較清靜，要吃的買的可以到附近的北京路，那邊有地道廣州食物，也有商場，咖啡店,特惠双床房
H39,2020-01-13,早餐：花了早餐钱，但没去吃，原因可以想象。吃饱没问题，其他的就别期待了；是否适合带孩子：想少花钱就忍一忍吧，床很舒服，其他的都不行，地毯脏的不像话；酒店位置：超级好，出门就是点都德，距离步行街也很近；服务：达到了广州服务业的平均水平，真心差，都比不上我们东北，和深圳更是差了十万八千里。国内外我去过上百个城市，广州酒店的服务水平整体倒数前三，大家有个心理准备。,豪华子母房
H39,2020-01-13,经常光顾，周边非常方便,特惠大床房
H39,2020-01-13,马马虎虎吧,特惠大床房
H39,2020-01-13,窗外风景好 电影房非常棒,特惠大床房
H39,2020-01-13,估计老牌酒店了，挂四星，不过很旧。房间有些是新装修的，有些很残旧。原来订了豪华房，太旧了，墙壁都发霉了，气味也重，后来加了钱升级套房，就很大，比较新净。早餐很简陋，建议还是选择不含早，然后自己去喝早茶会好很多。,商务双床房
H39,2020-01-14,好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好,商务大床房
H39,2020-01-14,非常好，吃的多,特惠双床房
H39,2020-01-14,什么都挺好,特惠双床房
H39,2020-01-15,交通方便。性价比还好。,特惠大床房
H39,2020-01-15,十分十分十分十分十分好,豪华大床房
H39,2020-01-15,一直都入住该酒店，主要位置方便，免费停车，二楼吃早茶味道正宗，点都德也只有200米，广州交通太堵车，酒店附近两条地铁线也是比较方便！,特惠大床房
H39,2020-01-15,酒店装修有点旧 但是就在文明路旁边 吃喝非常方便,特惠大床房
H39,2020-01-15,非常满意的一次体验,特惠大床房
H39,2020-01-15,个人感觉性价比高，酒店门口就是机场大巴站点，位置好,特惠大床房
H39,2020-01-15,前台服务人员服务热情，客房卫生也比较干净,特惠双床房
H39,2020-01-15,周边交通方便，,特惠大床房
H39,2020-01-16,挺温馨的。环境很好，特别是卫生方面必须给个赞，住过很多这家最干净了。很讲究，非常喜欢，还会回来的，棒棒哒！,特惠双床房
H39,2020-01-16,住了2天，周围很方便，距离北京路商圈很近，还有酒店门口就有机场大巴直接到机场。前台给升级了房型（具体是哪一种不知道），总之房间非常非常大，小孩子很开心。总之符合4星级酒店的预期，性价比挺高。感觉一个缺点就是离地铁口稍微远了一点点，大概走过去要15分钟左右。,特惠大床房
H39,2020-01-16,房间还不错,特惠双床房
H39,2020-01-16,房间还不错,商务双床房
H39,2020-01-17,酒店设施陈旧，不推荐入住附近公寓挺好的，有免费停车场。,特惠双床房
H39,2020-01-17,不错！！！,豪华双床房
H39,2020-01-17,老酒店，设施比较旧，地理位置好，对面就是点都德，美美的吃一顿晚餐还是很不错的,商务大床房
H39,2020-01-17,房间卫生舒适 早餐好,豪华子母房
H39,2020-01-18,卫生搞得比较差，而且房间烟味很大，空调也没有暖气,特惠大床房
H39,2020-01-18,方便方便方便还好还好哈呵呵哈哈呵呵哈哈哈还好还好哈哈哈哈哈哈还好还好哈哈哈哈还好还好哈呵呵哈哈呵呵好,特惠双床房
H39,2020-01-18,nice,商务大床房
H39,2020-01-18,方便出行，干净卫生,豪华大床房
H39,2020-01-18,停车场好方便，住酒店免费停车耶,特惠大床房
H39,2020-01-18,早餐挺丰富的，房间格局也不错吧，,特惠双床房
H39,2020-01-19,酒店房间大，床还可以，地段不错，就是设施比较陈旧，四百多的价格多数体现在地段和房间的大小，服务还可以，洗澡水还是可以的，早餐马马虎虎，比普通商务酒店要好，希望能帮到大家。,商务双床房
H39,2020-01-20,有停车场，去前台开房有花茶喝,特惠双床房
H39,2020-01-20,房间设施很旧，房间有一股霉味，下次不会再入住。,特惠双床房
H39,2020-01-20,早餐不错，房间很大，离北京路近，去广交会订的，每次广交会都住那，感觉挺好，房价合理，离珠江也很近的。,商务双床房
H39,2020-01-20,早餐不错，房间很大，离北京路近，去广交会订的，每次广交会都住那，感觉挺好，房价合理，离珠江也很近的。,商务双床房
H39,2020-01-20,早餐不错，房间很大，离北京路近，去广交会订的，每次广交会都住那，感觉挺好，房价合理，离珠江也很近的。,商务双床房
H39,2020-01-20,早餐不错，房间很大，离北京路近,商务双床房
H39,2020-01-20,早餐不错，房间很大，离北京路近,商务双床房
H39,2020-01-20,早餐还可以，房间很大，离北京路近，挺好,豪华浪漫圆床房
H39,2020-01-20,非常宽敞。不足就是有异味,特惠双床房
H39,2020-01-20,房间大，楼下饮食应酬特方便,特惠双床房
H39,2020-01-20,房间大，楼下全天广式点心酒楼??,特惠双床房
H39,2020-01-21,酒店胜在位置好！在老城区，到北京路步行街步行10分钟，周边美食众多。但房间不太好，虽然还专门订的号称2017年才装修的豪华房，但房间老有一股奇怪的味道，很不舒服，介意的朋友慎选。,豪华双床房
H39,2020-01-21,不错服务挺好,特惠大床房
H39,2020-01-21,喜欢这里的花茶,特惠大床房
H39,2020-01-21,这次入住体验太好了，首先是升级了房间，房间很大，虽然看风格有年代感，但是卫生干净，服务好，价格合适，性价比太高了，周边交通便利，逛街吃饭都很方便，比心,特惠双床房
H39,2020-01-21,入住感觉不错，附近很多美食，走走路10分钟可以逛北京路的花市，主要还是可以免费停车比较方便哈！推荐入住,特惠大床房
H39,2020-01-21,酒店很方便，房间看上去有点老旧，但真的很大，很舒适,特惠大床房
H39,2020-01-21,还可以，就这样不错。,特惠大床房
H39,2020-01-21,酒店环境不错。行李管家服务很好,特惠双床房
H39,2020-01-23,连续住了几天，服务越来越好了，前台的花茶很不错，开了房车子可以免费停车，人性化,特惠大床房
H39,2020-01-23,酒店性价比高，下次去广州还会考虑居住,商务双床房
H39,2020-01-23,酒店位置很方便，下飞机后在机场门口有直接到酒店的大巴，周围有步行几分钟就有地铁公交站，到哪里都方便，酒店设施还好。,商务双床房
H39,2020-01-23,酒店位置不错，在越秀区越秀南路上，距离景点都比较近，房型没有免费早餐，附近有一家点都德早茶不错，推荐给大家,豪华子母房
H39,2020-01-23,服务周到热情,特惠大床房
H39,2020-01-23,跟同事出差住了N次，舒适,特惠双床房
H39,2020-01-24,床比较大的，睡的不错！出行也方便，就是酒店比较老了，卫生间有点旧了！前台服务员态度一般,豪华子母房
H39,2020-01-25,位置是很棒的，机场大巴很方便。就是设施太旧了，感觉有点脏。,商务大床房
H39,2020-01-25,朋友指定帮忙预定的酒店，说这里位置好，春节期间价格也很合适。说用我的铂金会员预定价格更优惠，说让我下次去广州也一定选择去这里住一次。,特惠大床房
H39,2020-01-25,無食早餐，有停私家車位,特惠双床房
H39,2020-01-25,朋友指定的酒店，一定要住这里。位置好很方便，房间也很新，说床品舒服晚上睡比较好??。说要用我的铂金会员预定更优惠！,特惠双床房
H39,2020-01-25,楼下的早茶真的很不错，连续吃了几餐,商务大床房
H39,2020-01-25,入住感觉很好，下次去广州还会继续选择,特惠大床房
H39,2020-01-25,入住感觉很好，下次去广州还会继续选择,特惠大床房
H39,2020-01-25,酒店交通方便，对面是中山图书馆,特惠大床房
H39,2020-01-26,周边餐饮多，交通方便，房间大，安静，设施旧了,商务双床房
H39,2020-01-26,酒店设施很旧，房间很大，床品不错，睡的很舒服。凌晨抵达酒店，沐浴液和洗发水都未给足，好像是上一位用剩下的，好在第二天补齐了。酒店窗户关不紧，房间有霉味，现在是非常时期，每天开窗通风，后面几天稍微好点。酒店地理位置优越，距离点都德很近，每天都去打卡。附近公交车很多，四通八达。没有坐过地铁。最主要酒店门口有机场巴士，非常便捷。怎么说呢，一般吧，如果你想享受酒店设施的话还是算了吧。地理位置ok的,豪华三人房
H39,2020-01-26,酒店设施齐全！干净整洁！交通便捷，出行方便。5星好品！,特惠大床房
H39,2020-01-26,设施略旧，房间很大，出行方便,商务双床房
H39,2020-01-26,可以啊，老派酒店很舒服,特惠大床房
H39,2020-01-26,服务差一点,特惠双床房
H39,2020-01-26,酒店位置在老城区，非常棒！酒店饮食的配套非常完善。,特惠大床房
H39,2020-01-26,很不错的入住体验，前台服务很好，房间打扫干净！,商务双床房
H39,2020-01-27,你位置离地铁站不远，旁边文明路吃东西方便。适合带孩子，可以走路去北京路步行街。楼下有停车场，开车也方便。早餐没有吃，不评论，加床需要咨询。房间设施一般，但不影响入住。,特惠大床房
H39,2020-01-27,代订房，可能还行,特惠大床房
H39,2020-01-27,真的挺好的,豪华双床房
H39,2020-01-28,拉开沙发发现全是灰尘，好恶心,特惠大床房
H39,2020-01-28,非常好的酒店，升级了豪华双标，位置优越去哪里都方便，推荐附近的小吃美食！服务员热情，周到，礼貌！有机会去广州还会入住这里，强烈推荐给朋友们！,特惠双床房
H39,2020-01-30,带小孩千万不要住这家酒店，被图片骗了。关键我自己不好看了价格才277又看了图片就信以为真了。给大家看看房间里是设施。。。,特惠大床房
H39,2020-01-31,老牌的四星，还是很不错的。离北京路步行街和地铁站都不是很远，房间很宽敞，让人住的很舒适，自驾游推荐到这，因为停车是免费的。楼下小吃店也不少，后面的居民区还有市场，有兴趣可以去逛逛。整体让我很满意。,豪华子母房
H39,2020-02-01,服务态度差，就是服务态度差，而且设施老旧。地毯上好多污渍，服务态度真的影响心情，太高冷了，希望改善。,豪华大床房
H39,2020-02-01,设施老旧，最主要服务态度差，没有四星级的体验。各种服务态度高冷，非常冷淡，出门在外心情很差，就因为服务态度差,豪华大床房
H39,2020-02-01,可以的！價格合理,特惠双床房
H39,2020-02-04,非常非常好，服务态度很好,特惠双床房
H39,2020-02-06,第一次住全方面都如此低水平的酒店,特惠大床房
H39,2020-02-06,实在是太旧了，整个房间昏暗无比，地毯太脏了,豪华大床房
H39,2020-02-06,酒店前台连个座位都没有，前台小哥开始尽然跟我说酒店搬走了，真是很无语。 酒店内部真的很一般，被子感觉没换，盖起来身上痒痒的！极差的一次体验！甚至比不上一百多的七天快捷酒店！根本不值这个价钱！！！,特惠双床房
H39,2020-02-08,地段好，很近北京路,特惠大床房
H39,2020-02-08,环境好，服务好,特惠大床房
H39,2020-02-13,非常满意，地理位置很好,特惠大床房
H39,2020-02-14,干净，舒服。不错,特惠大床房
H39,2020-02-17,服务不错酒店太旧,豪华套房
H39,2020-02-18,位置较好，周边有多个地铁站，而且离北京路商业圈近,特惠大床房
H39,2020-02-20,住得舒适，蛮好的,特惠双床房
H39,2020-02-21,酒店比较久，但胜在有停车场,特惠双床房
H39,2020-02-25,几好，地點方便！,豪华浪漫圆床房
H39,2020-02-28,好环境，好服务,特惠大床房
H39,2020-03-02,酒店不错，就是有点旧,特惠双床房
H39,2020-03-08,"间宽敞,出行方便. 服务人员很热情，下次还会入住。 .",豪华子母房
H39,2020-03-14,酒店位置可以，房间比较大,特惠大床房
H39,2020-03-17,还行吧！！！！,特惠双床房
H39,2020-03-17,位置非常好，是机场大巴的总站，周边很多著名景点和餐饮小吃，很不错的酒店,商务双床房
H39,2020-03-18,环境很差。,特惠大床房
H39,2020-03-20,前台非常多管闲事，监控顾客还要弄错事,特惠大床房
H39,2020-03-20,房间特大，还能开窗。,豪华双床套房
H39,2020-03-21,各方面都好差,特惠大床房
H39,2020-03-21,一般一般一般,特惠双床房
H39,2020-03-23,房间干净，宽敞，位置优越！,商务双床房
H39,2020-03-24,交通方便，舒适。,特惠大床房
H39,2020-03-24,服务态度很好，地理位置适中,特惠大床房
H39,2020-03-25,以前还算可以，时过境迁，酒店设施老化，陈旧,特惠双床房
H39,2020-03-25,酒店性价比特别高,特惠双床房
H39,2020-03-29,有免费停來，不可以加床，早餐非常一般，地理位置得天独厚，去北京路步行街步行十分钟，附近小吃很多，服务员态度很一般！,豪华3D观影大床房
H39,2020-04-03,房间干净，宽敞，地理位置优越！,商务双床房
H39,2020-04-07,很舒服的啦,豪华三人房
H39,2020-04-08,很好很舒适一一直定这家,特惠大床房
H39,2020-04-09,比较旧，服务还算可以,特惠大床房
H39,2020-04-10,房间确实很大,特惠大床房
H39,2020-04-11,代朋友訂的，方便出行,特惠大床房
H39,2020-04-11,除了价格实惠有优势与北京路步行街相邻以外，酒店实在沒有什么好说的，沐室设施残旧，床上用品非常“干净”，大家懂得，其他送一声唉。,特惠大床房
H39,2020-04-12,性价比很高，棒,特惠大床房
H39,2020-04-13,还好吧！方便而已,特惠大床房
H39,2020-04-14,还不错，性价比高！,特惠双床房
H39,2020-04-15,除了性价比超高与地理位置优越以外，其他都很一般啊,特惠双床房
H39,2020-04-16,特价房有些旧了。,特惠大床房
H39,2020-04-16,特价房有些旧了，管理服务也跟不上,特惠大床房
H39,2020-04-16,性价比不错。市区很方便,特惠大床房
H39,2020-04-16,相对性价比很高，房间一般,特惠大床房
H39,2020-04-16,相对舒适，市区很方便，周边适合感受岭南特色,特惠大床房
H39,2020-04-16,性价比高，房间一般，周边吃的很多,特惠大床房
H39,2020-04-18,非常完美的一次入住，位于越秀老城区，非常便利，环境很好，周围配套也非常完善，酒店设施虽然有些年限，但是依然不过时，相当齐全。,特惠大床房
H39,2020-04-18,第二次入住，免费帮我们升级了房型，4楼居然发现了超美味、巨划算的餐厅。下次还会再来,特惠大床房
H39,2020-04-19,还不错 房间很大,特惠大床房
H39,2020-04-20,性价比超高很棒,特惠大床房
H39,2020-04-23,早餐一般能吃饱房间挺大,商务双床房
H39,2020-04-23,没有早餐，不能加床，适合带孩子，酒店位置市中心，有停车场。酒店服务非常好，位置靠近团一大地铁口，出行方便。,特惠双床房
H39,2020-04-24,性价比特别高的酒店。而且还有停车位的哦，在住期间免费停车，这是特别不错的，而且又是近市中心。太划算了。疫情期间入住酒店各方面做得特别好，都有登记，而且都有双重把关。很不错，下次过来还继续住。听说还有送小礼品的哦。,特惠双床房
H39,2020-04-25,房间太好了，吹风筒和灯和空调和窗帘和地毯和门锁和马桶和花洒和衣柜和电视都是坏的，卫生搞的特别好厕所的味道可以熏晕人,特惠大床房
H39,2020-04-25,房间很破旧不堪，中午退房很积极赶人走，卫生和管理做的特别差，你们看图片房间有五盏灯是坏的，空调很吵噪音很大，厕所很大骚味，地摊有烟灰有钉子，一个字 差,特惠大床房
H39,2020-05-06,环境很优越,特惠双床房
H39,2020-05-08,酒店设施比较旧。但是空间够大舒服,特惠双床房
H39,2020-05-12,位置还行，性价比可以,特惠大床房
H39,2020-05-15,很好，价格很便宜，出医院也方便。,特惠大床房
H39,2020-05-16,停车方便，设施老旧,特惠大床房
H39,2020-05-17,非常好的好的,特惠大床房
