酒店名称,评论日期,评论内容,入住房型
H21,2020-01-01,交通方便，周边配套齐全,高级双床房
H21,2020-01-01,总得来说还不错,高级大床房
H21,2020-01-01,整體服務良好！ 特別是行政樓層上面的兩位女服務員很是體貼！ 但是訊息傳遞好像比較混亂，我們原本訂的房間已經包括早餐，但下面大堂櫃檯的職員竟然說沒有，要我們提供攜程的確認信才知道是包了早餐！ 另外，我的房間雖然得到升級，但是櫃檯的職員說我已訂的房間給了另外一位與我英文和中文也同名同姓的客人，這點我十分抱有懷疑！,行政豪华大床房
H21,2020-01-02,近cocopark，比较便利,高级房
H21,2020-01-02,位置很好，酒店里吃喝玩乐齐了,豪华房
H21,2020-01-02,"Booked 2nd room for family, they also enjoyed the Gym but don't expect much as other Marco Polo coz it's not that luxury as always",高级房
H21,2020-01-02,"Booked 2 rooms with total 4 family members and joined the Pilates lesson, the teacher is very professional. The location is fare but don't expect too much, nearby with short distance have a lot of restaurants and shopping mall.",高级房
H21,2020-01-03,酒店地理位置好，楼下交通便利，距离地铁口200米左右，周边很热闹美食也非常多，酒店服务也符合五星水准，相比周边同等五星价格低，性价比高，值得推荐,高级大床房
H21,2020-01-03,服务很好呀,豪华双床房
H21,2020-01-03,很喜欢这个酒店，位置也很好！酒店早餐一般！没有香港的同名酒店好！但也不错，性价比也好！,高级房
H21,2020-01-04,地點方便，食肆多，非常好！,高级大床房
H21,2020-01-04,中心区地段交通便利 酒店前台服务热情，办理入住快，酒店早餐也很棒，推荐,高级大床房
H21,2020-01-05,酒店位置很好，適合商務出行，房間大小也合適，早餐基本滿足需求，以後在深圳出差還會優先選擇這一家酒店。,高级大床房
H21,2020-01-05,很好，空气清新。,高级房
H21,2020-01-05,干净整洁，环境优美，方便快捷，,豪华房
H21,2020-01-05,环境优美，干净整洁，方便快捷的地方。,豪华大床房
H21,2020-01-05,非常干净整洁，商务出差的好住宿。,高级大床房
H21,2020-01-05,位置不错呀,高级大床房
H21,2020-01-05,酒店设施不错 停车位紧张 床很舒服 还给我房间免费升级 早餐也很丰盛,高级大床房
H21,2020-01-05,还行吧我觉得,高级房
