酒店名称,评论日期,评论内容,入住房型
H20,2020-01-01,环境倒是不错，住了好几次都挺满意的，就是酒店连个充电线都没有，全部前台付费充电宝，手机只充了35%就要7.5元，充满的钱我感觉买条便宜的数据线都有了，还能充好多次,悦品大床房
H20,2020-01-03,非常不错的,悦致大床房
H20,2020-01-04,酒店就在我们所要去的地方不远，交通还算便利。前台服务还好，房间够大，床上用品不错，可惜在马路边，晚上有点吵。,悦致大床房
H20,2020-01-04,酒店位置就在我们办事附近，还算便利。前台服务不错。不过，没有早餐。房间够大，还有点装修味道，开窗又吵（在马路边）,悦致大床房
H20,2020-01-07,床品舒适干净早餐不错哦，,悦品大床房
H20,2020-01-08,第一次到揭阳选了这家很有性价比的酒店！很满意！,悦致大床房
H20,2020-01-08,房间卫生，格局很喜欢！价格也不错！早餐感觉差点什么??，停车也方便，还有地下停车场！酒店旁边就有KFC,悦致大床房
H20,2020-01-08,很满意的一次订单，今天第二次入住！视频是第一次入住拍的，1001房间的格局！离珠宝市场也很近，车直接停酒店，步行到市场就OK！酒店附近就餐也很方便！,悦致大床房
H20,2020-01-08,真心推荐在**玉都比较舒适又安逸的酒店，装修风格独特，给人一舒适惬意的感觉，而且楼上还有ktv足浴等设施，楼下还有肯德基，非常棒了！赞！推荐！,悦品双床房
H20,2020-01-08,环境不错，服务也挺好,悦致大床房
H20,2020-01-09,酒店很新，大堂好气派，房间北欧简洁风????，酒店的早餐种类丰富，最爱喝的粥，粉干好吃。,悦致大床房
H20,2020-01-09,酒店前台服务佳,悦品大床房
H20,2020-01-09,酒店前台服务佳,悦品双床房
H20,2020-01-09,人非常不错！床非常不错！房间也非常不错！重要的事情说三遍，这酒店真心不错！都很热情，设施很新，下次还会再来！,悦致大床房
H20,2020-01-10,位置极佳，干净,悦品大床房
H20,2020-01-11,酒店位置好，停车方便,悦致双床房
H20,2020-01-11,服务很好 干净卫生 很不错,悦品大床房
H20,2020-01-12,简直不要太棒！性价比非常高的一次入住体验！,悦品双床房
H20,2020-01-13,服务好，周边翡翠市场近,悦致双床房
H20,2020-01-14,还不错，很方便,悦致大床房
H20,2020-01-14,环境不错停车方便，还送了早餐,悦致大床房
H20,2020-01-16,干净，整洁，性价比高，装修简洁但有现代感，但灯光开关设计不够合理，总台小妹服务热情，周到，细致！早歺温馨，仔细，但希望有点精致的青菜！,悦致大床房
H20,2020-01-19,酒店很新，不错。,悦致大床房
H20,2020-01-19,很智能挺不错,悦致大床房
H20,2020-01-21,还算可以的,悦品大床房
H20,2020-01-28,这个价格的酒店真的挺惊喜，非常喜欢这家酒店的装修风格，非常清雅，简约实用。小梳子，香皂都很精致。酒店周围的美食榕江春什么的都很不错！给我们的揭阳之行增添欢乐。,悦品大床房
H20,2020-01-29,交通方便，装修很新，价格实惠，服务周到,悦品大床房
H20,2020-01-30,有点小情调,悦致双床房
H20,2020-01-30,一般般还可以,悦品大床房
H20,2020-02-02,非常非常非常喜欢哈哈哈,悦品大床房
H20,2020-02-13,第二次入住该酒店，但是作为北方人冬季到揭阳太不适应，酒店房间没有热空调，也没有厚被子，住了三天冻感冒了。,悦品大床房
H20,2020-02-16,可以 卫生感觉也可以 就是节日出行价格贵点,悦品大床房
H20,2020-02-24,环境很好，唯一不足是早餐不够丰富,悦致大床房
H20,2020-02-29,洗澡水舒服,悦雅行政套房
H20,2020-02-29,很好，非常好,悦致双床房
H20,2020-03-01,舒服??环境太好了,悦品双床房
