酒店名称,评论日期,评论内容,入住房型
H18,2020-01-01,一如既往的好，很方便,君悦园景大床房
H18,2020-01-01,珠江新城核心位置，周边很方便，而且晚上饭后可以散步，有点点中央公园的意思,君悦大床客房
H18,2020-01-02,中心地带，还可以吧,君悦园景大床房
H18,2020-01-03,客房：低楼层客房因为旧，霉味很重。整晚都咳嗽。后来和前台反馈之后给我换到楼上，房间应该是重新翻新的，没有那种霉味。户型由于床背板后面是玻璃淋浴阁，所以很潮湿容易发霉。,君悦大床客房
H18,2020-01-03,酒店位置很好出行非常方便周边商场很多,君悦园景大床房
H18,2020-01-03,房间隔音不好。外面的车声听得清清楚楚。，像睡在了马路上。,君悦大床客房
H18,2020-01-04,环境好，服务也还行,君悦大床客房
H18,2020-01-04,早餐不错，品种丰富。适合一家老小游玩居住。位置好，去花城广场很近，花城汇就在旁边。有停车场，公共交通也方便。,君悦大床客房
H18,2020-01-04,位置挺好，去花城广场很近，花城汇就在旁边。有停车场，公共交通也方便。早餐不错，品种丰富。适合一家老小游玩居住。,君悦大床客房
H18,2020-01-04,碰上灯光节，所以外面的声浪一波一波进来房间。不过挺有气氛的。位置挺好，去花城广场很近。有停车场，公共交通也方便。,君悦大床客房
H18,2020-01-04,环境服务一般，浴室不大方便,君悦大床客房
H18,2020-01-04,交通便利，离地铁站也不远，有免费停车。房间卫生和床品干净，设施齐备。在珠江新城，附近用餐，游逛，购物都很方便。,君悦大床客房
H18,2020-01-04,设施不错 服务周到.,君悦大床客房
H18,2020-01-04,酒店位置好，房间一般,君悦大床客房
H18,2020-01-04,好好好好好,君悦大床客房
H18,2020-01-04,出差过来广州，朋友在珠江新城，自然选了附近的酒店…首先，地处广州最繁华地段，方便。并且安全性足够了，check in在22层，房间在下面楼层，但进出酒店得从房间回到22层换了电梯下到一楼。健身房在24层，6点半到晩上10点坐一直开放，跑步机24小时可以甲，赞！标准大床旁卫生1日干湿两用分开到完全不在一个区域…房间没很大，但釆光好，大窗…床算舒服…没有usb接口，没很方便,君悦大床客房
H18,2020-01-04,在珠江新城中心地带，去花城汇很近。用餐，游逛，购物都很方便。离地铁站也不远，停车当然也是免费的。房间卫生干净，设施齐备。,君悦园景大床房
H18,2020-01-05,非常不错，环境好,君悦大床客房
H18,2020-01-05,非常不错啊,君悦双床客房
H18,2020-01-05,早餐是广州最好一间酒店，交通便利，洒店景色宜人，方便到广州地标花城广场，在晚上看到广州夜景灯光及广州塔雄建筑,广州塔景房
H18,2020-01-05,酒店服务还不错，环境也很好，附近离k11很近，步行过去就可以，太古汇也很近，地铁很方便！,君悦园景大床房
H18,2020-01-05,服务态度很好??,君悦大床客房
H18,2020-01-05,总体不错??就是带大孩子住不方便，大床尺寸1.8米宽，要是2米宽就好了,广州塔景房
H18,2020-01-06,还可以，床很软,君悦大床客房
H18,2020-01-06,珠江新城的中心，位置绝佳，交通便利，,君悦大床客房
H18,2020-01-06,早餐比较丰富，酒店交通非常方便。,广州塔景房
H18,2020-01-07,位置非常不错,君悦大床客房
H18,2020-01-08,五星水准还是有的但设施确实老旧了。,君悦大床客房
H18,2020-01-08,酒店卫生干净，整体不错,君悦大床客房
H18,2020-01-11,非常不错的宾馆,君悦大床客房
H18,2020-01-11,入住时前台问我抽烟吗？我说抽烟和不抽烟的房间都可以，只要景观好一点就行。结果给我一间景观很差的，马路对面一栋楼就什么也看不见了，到晚上更惨，原来对面大楼是大幅的灯光广告！只好关上窗帘，全封闭了！,君悦大床客房
H18,2020-01-11,每次入住都很愉快的酒店,君悦大床客房
H18,2020-01-12,房间太小了,君悦大床客房
H18,2020-01-12,啥都好，就是这浴室太迷你了，然后厕所洗脸盆淋浴室??都分开，而且太太迷你了,君悦大床客房
H18,2020-01-13,位置好，就在花城大道旁，楼下就是知名夜店晚装，离大剧院、K11都很近。房间视野开阔，设备也挺好，电视能移动，可以躺着看电视。,君悦大床客房
H18,2020-01-14,总体不错的,君悦园景双床房
H18,2020-01-16,花城广场中心地带交通方便住房舒适,君悦双床客房
H18,2020-01-16,酒店房間設計特別，空間挺大，床褥很舒適。燈光比一般酒店明亮。沙發也挺舒服。沒用早餐不能評論。唯一缺點是大堂在頂樓但房間在下面，每次出門都要先上頂樓在往下，費時間。,君悦大床客房
H18,2020-01-17,酒店环境优美，交通便利，客服人员态度好，早餐种类很丰富，味道也很不错，整体入住体验很好，非常满意，值得推荐！,君悦大床客房
H18,2020-01-18,干净整洁，楼下靠近公园，很适合散步。,君悦大床客房
H18,2020-01-19,还不错挺好的,君悦大床客房
H18,2020-01-19,环境不错，换电梯稍有不便，服务还好，整体还可以,君悦园景大床房
H18,2020-01-21,环境很好很干净，早餐也不错，占据珠江新城，繁华，夜景也不错，酒店总体感觉很舒服，服务很好，入住效率也很高,君悦大床客房
H18,2020-01-23,服务好，当天很晚入住，前台服务员也很贴心。,君悦双床客房
H18,2020-01-24,高档酒店 设计高端豪华 值得推荐,君悦大床客房
H18,2020-01-24,难道你是密密实实没什么事,君悦大床客房
H18,2020-01-26,位置不错，旁边花城有很多小食,君悦大床客房
H18,2020-01-31,环境很好很干净，窗外的景色很美。冲浪池能冲去一天的疲劳。房间有设计感,君悦园景大床房
H18,2020-02-02,错的酒店,君悦大床客房
H18,2020-02-03,方便出行。,君悦双床客房
H18,2020-02-05,环境不错，卫生条件好。交通方便。,君悦园景大床房
H18,2020-02-05,好好好好好,君悦双床客房
H18,2020-02-05,好好好好好,君悦大床客房
H18,2020-02-08,房间布局挺奇特。。。价格挺高，基本持平W酒店，更倾向于W.,广州塔景房
H18,2020-02-09,大年夜入住，房间不大，没什么景，到小蛮腰去到很方便，周边吃的也很方便。下次去广州的话可能还会考虑,君悦园景双床房
H18,2020-02-10,房间都还好，主要是在中心区离公司近。不过电梯换乘就比较麻烦一点。大堂在22楼，check in 了还在坐另外一个电梯去到酒店房间,君悦大床客房
H18,2020-02-18,非常不错！我很喜欢，也很满意！各方面都不错，，，,君悦大床客房
H18,2020-02-27,位置优越，出入方便快捷，非常适合带孩子出游入住。早餐丰富营养，品种多………内设停车场！下次一定会再去,君悦双床客房
H18,2020-02-28,这家店很差，卫生，服务，都很差。,君悦豪华套房
H18,2020-03-07,位置特好，楼下就是花城广场，很舒服,君悦大床客房
H18,2020-03-07,还行。一般。唯一的就是地理位置优越，出去就是花城广场。,君悦大床客房
H18,2020-03-08,没有挑剔的地方 在广州的珠江新城周围全是商业区吃吃买买方便到不行 酒店可以看到小蛮腰夜景也不错 出行很方便 服务很好 因为疫情期间早餐是送到房间的非常贴心 就是房间比较搞笑像迷宫 希望插座可以改善一下,广州塔景房
H18,2020-03-12,酒店设施一般 但是位置好,广州塔景房
H18,2020-03-14,大堂服务态度冷淡。,君悦大床客房
H18,2020-03-20,因为疫情原因，早餐是服务员送到门口的，服务很好，午餐和晚餐也可以打电话预订，都是送到房间门口。服务员热情周到，打印了材料，也给送到房间门口，赞一个。,君悦大床客房
H18,2020-03-20,酒店太旧了，对不起哪个价格！,君悦大床客房
H18,2020-03-20,连续住了9天，退房当天因为司机要三点来接所以想说延迟到2点退房！不让………说今天很多人预定套房…………呵呵！以后不会再住这家酒店了！,君悦套房
H18,2020-03-20,结账时遭遇诸多不顺，且服务意识极差，不会再入住,君悦园景大床房
H18,2020-03-25,非常好，吃的好，住的好，下次还来，地点也好,君悦大床客房
H18,2020-03-28,特别好特别好,行政套房
H18,2020-03-30,很不错的酒店，交通方便，酒店设施也挺好的。,君悦大床客房
H18,2020-04-01,非常不错的酒店,君悦大床客房
H18,2020-04-04,**的品质毋庸置疑，安静、卫生，住的很舒服。床品也不错。疫情期间，要在线办公，家里无法安静工作，就和老公开了酒店，办公不受打扰。,君悦大床客房
H18,2020-04-06,位置极佳！,君悦双床客房
H18,2020-04-12,这次唯一的不好是早餐不能有太多选择！,君悦大床客房
H18,2020-04-12,一间十分温馨舒适的酒店,君悦大床客房
H18,2020-04-12,很不错??????????。,广州塔景房
H18,2020-04-14,住酒店基本不评价，这次实在是”五星级从未有过的体验”。 只能说，对酒店设施没要求的可以住，设施配套实在是太陈旧了……除了地段，视野尚可，其他就……此处省略……,君悦套房
H18,2020-04-15,还蛮不错的,君悦园景大床房
H18,2020-04-15,酒店设施一般，应该是国内旗下品牌比较差的。前台服务一般，几乎谈不上服务，甚至比香港的还差。以后应该不会考虑再次入住了！,君悦大床客房
H18,2020-04-16,挺干净的，满意,君悦双床客房
H18,2020-04-16,挺干净，满意,君悦大床客房
H18,2020-04-17,可能是期望太高，体验感觉在五星酒店中算是比较差。希望有所改变。,君悦大床客房
H18,2020-04-19,连住了六天，很舒适,广州塔景房
H18,2020-04-21,房间设施有些老化，维护欠佳；商务大床房布局不太合理，像迷宫，不知道为什么要设计那么多门；房间插座很少，要找，很不合理；广州酒店开始不提供洗漱用品，前台提供给我的洗漱包是经济型酒店一样的品质，胡须刀非常廉价；疫情期间自助餐完全不是自助，这个倒可以理解，但西式早餐品质很差，吃起来像三线城市的西餐厅出品；淋浴间出水水量不够；酒店地理位置很好，下楼就是花城广场，这是一个加分项，但酒店停车场老破旧，拉低酒店档次。此次体验整体略失望。,君悦大床客房
H18,2020-04-22,酒店的装修风格太旧，布局也很奇怪。,君悦大床客房
H18,2020-04-24,酒店在珠江新城，环境很好，出差很适合,君悦套房
H18,2020-04-24,酒店位置很不错，环境很棒，床业舒服,君悦大床客房
H18,2020-04-24,睡了一晚上腰很痛，床的体验非常不好，早上去餐厅吃饭，出的套餐，如果是这样是不是提前告知一下比较好，体验一般，早知道订其它酒店了,君悦大床客房
H18,2020-04-25,不错不错，房间还是可以de,君悦大床客房
H18,2020-04-26,性价比高，值得一试。,君悦大床客房
H18,2020-04-26,服务好，环境不错，消毒做得很到位,广州塔景房
H18,2020-04-26,服务达标，位置方便，性价比高,广州塔景房
H18,2020-04-26,疫情期间性价比高。,君悦套房
H18,2020-04-26,酒店位置佳。,君悦套房
H18,2020-04-28,很好！服務还是那般好！,君悦大床客房
H18,2020-04-29,地段好看广州塔,君悦大床客房
H18,2020-04-30,与价格不符合,君悦大床客房
H18,2020-04-30,不错，很高大上,广州塔景房
H18,2020-05-01,这家酒店位置特别好，交通方便，离商场近，在新中轴。服务员的态度也特别好，很nice。不过这家店的设施有点旧了。最让我受不了的是我整个晚上睡前，以及每次醒来的时候，都能闻到下水道的臭味！！！！！！！这让我觉得很糟糕！要不是昨晚入住得太晚，是在太累了，我是一定要换房间的！,君悦大床客房
H18,2020-05-01,位置还不错,嘉宾轩园景客房
H18,2020-05-01,每次出差的首选 性价比高 环境高大上 早餐挺多种类的 客服人员挺热情细心的 房间干净整洁 交通便利 强烈推荐,君悦大床客房
H18,2020-05-02,真的一般般,君悦大床客房
H18,2020-05-04,早餐送上门 服务周到,君悦大床客房
H18,2020-05-04,可以考虑的选择之一…,君悦双床客房
H18,2020-05-04,入住前台办理时几乎没有笑容，从填写到入住整整30分钟，想着疫情期间能理解，不过再入住柏悦后发现不是疫情原因，的确是前台接待有问题。爱理不理，需要调吸烟楼层时和更加体现吸烟有罪的感觉。下午三点多办理入住，房间虽已打扫干净，但却让人等候检查方可入住。体验感急差,君悦园景大床房
H18,2020-05-05,舒服方便快捷,君悦大床客房
H18,2020-05-05,位置好，出来就是小蛮腰,君悦大床客房
H18,2020-05-06,入住时给我升级了园景房，房间比较大，双面落地窗，一边看中轴线花城广场，一边看珠江新城绿化带，非常满意！床一如既往舒适，装修很有设计感。房间包两份早餐，可惜疫情期间不是以往的自助餐，而是中式西式两种选择的套餐总体来说还是很好的！,君悦大床客房
H18,2020-05-08,房间里就能看到塔景。这个位置这个景观，**真的性价比太高了，不愧是我的首选酒店。虽然每年都会来广州旅行，但是夜景真心百看不厌。,广州塔景房
H18,2020-05-12,不知道是不是因为开放浴室设计，房间无比潮湿，一推门湿气扑面而来，睡觉时枕头散发着阵阵衣服没有晒干的馊味，恶心至极！也就是晚上应酬晚了懒得折腾，不然一定换酒店！难以置信这是**的房间，以后不会再住。建议入住前问清楚是否开放式的浴室，如果是建议三思！,君悦大床客房
H18,2020-05-12,上下楼有点不方便,君悦双床客房
H18,2020-05-13,服务贴心，交通位置便利，配套设施齐全，环境挺好的，防疫措施到位，家庭旅游度假住这里非常合适，下次来还定这里。,君悦大床客房
H18,2020-05-14,早餐很棒，交通便利，环境优美！,君悦园景双床房
H18,2020-05-14,逼格高了点，大堂在22楼，客房在22楼以下，从客房去哪里都要先到22楼换电梯，不方便,君悦大床客房
