酒店名称,评论日期,评论内容,入住房型
H49,2020-01-01,前台杨俊强的服务热情周到，环境好，交通方便。周边用餐也方便，比较愉快的一次出行。,豪华大床房
H49,2020-01-01,前台员工特别棒 特别是杨先生 酒店位置也很好 房间不错 总之还是很喜欢的,豪华大床房
H49,2020-01-01,年底的最后一次出行，圆满了！前台Steven小哥很棒，升了房型还送了早餐，房间还是很不错的，酒店位置也好，就是开业可能比较久了会稍微有点老，不过一点都不影响这次出行。还有西餐厅的Michelle服务 也很棒，早餐质量不错，总之特别愉快的一次出行,高级双床房
H49,2020-01-01,整体不错前台服务有待加强！,典雅豪华房
H49,2020-01-01,早餐丰盛，服务好,豪华大床房
H49,2020-01-02,酒店位置極佳，就在地鐵站旁。自助早餐及晚餐的質素高，符合五星水準。我訂的房間送自助晚餐，真的十分驚喜！酒店位於旺區，方便遊覽，可以考慮再住！,高级客房
H49,2020-01-02,不是第一次的选择了，**嘛，那必须是宾至如归的感觉啊，从大唐到电梯，到房间，每一步都是让人愉悦，主要还有酒店的香氛，太迷人了，哈哈哈哈,行政豪华房
H49,2020-01-02,**嘛，那必须是宾至如归的感觉啊，从大唐到电梯，到房间，每一步都是让人愉悦，主要还有酒店的香氛，太迷人了，哈哈哈哈,豪华客房
H49,2020-01-02,很棒，非常可以,豪华双床房
H49,2020-01-02,每次都这里,高级大床房
H49,2020-01-03,地处中心区商务接待不错,豪华大床房
H49,2020-01-05,Front desk staff was cheerful. Room is tidy. Room service was efficient but I ordered a noddles the taste not good and a bit cold. Overall is good.,高级大床房
H49,2020-01-05,第一次入住深圳****酒店，第一印象就非常深刻。尤其是前台的Vicky，让我感觉宾至如归。来的比较早，但她还是帮我安排了干净的房间办理入住，免去了寄存行李等候的烦恼。下次来深圳还会选择**酒店，地理位置也非常方便。,豪华大床房
H49,2020-01-05,已经住了很多次**酒店，地理位置很好，服务人员也很热情，尤其是前台的Vicky。下次来深圳还会选择**酒店，不仅仅是因为地理位置好，更多的是因为对人的亲近，已经非常熟悉了。,高级双床房
H49,2020-01-05,其实还可以的，就是感觉房间没那么大。,豪华大床房
H49,2020-01-05,每次来入住都是**酒店，包括亲朋好友的首选都是**酒店。其中有一个员工叫杨金金非常优秀，帮我准备好房间，让我每次都有一个愉快的入住体验，以后都会选择这个酒店的！,高级双床房
H49,2020-01-05,每次来入住都是**酒店，包括亲朋好友的首选都是**酒店。其中有一个员工叫杨金金非常优秀，帮我准备好房间，让我每次都有一个愉快的入住体验，以后都会选择这个酒店的！,豪华大床房
H49,2020-01-06,旧了，服务也一般般。,豪华大床房
H49,2020-01-07,每次来深圳都喜欢住在深圳****酒店，这次入住酒店前台Lucky服务热情周到，为我精选调选了合适的房型，非常感谢她。,高级大床房
H49,2020-01-07,房間乾淨整潔，景觀也好,豪华客房
H49,2020-01-09,"Convenient location, nice stay experienceNo surprise, no disappointed",高级客房
H49,2020-01-09,来了好几次了，每次都能给我带来宾至如归的感觉。前台的俊强小弟，还有Bree跟Berina小姑娘，都记得住我，还有前台其它小伙伴也很棒，酒店位置比较方便，出门就是地铁站了。酒廊的风景不错，反正一直都会住这,高级双床房
H49,2020-01-09,酒店服务不错，位置也很棒 特别是前台Steven,豪华大床房
H49,2020-01-09,还可以……,高级大床房
H49,2020-01-11,服務員服務良好，房間景觀不開揚第一時間更換，房間衞生程度不錯，附近吃喝方便,高级客房
H49,2020-01-11,都不错，就是性价比稍差,豪华大床房
H49,2020-01-11,愉快的一次入住,豪华大床房
H49,2020-01-12,洒店行近高鐵站，一行人book了四間房，房間空間頗大，雙人床比深圳一般酒店寬，早餐不錯，就是人大多。,高级客房
H49,2020-01-12,前台Vicky Yang非常热情主动地提供帮助，使得有一次愉快的入住体验在****酒店。酒店很大，服务很好，希望她们继续保持好的高质量服务。地理位置也很好噢！,高级双床房
H49,2020-01-12,深圳****酒店是个不错的选择，地理位置也很好噢！酒店前台Vicky Yang安排好了房间，还做了免费升级，是一次非常好的入住体验。,高级大床房
H49,2020-01-12,酒店距離深圳福田高鐵很近，走10多分鐘便到，房間很大，床也比深圳一般酒店寛，早餐不錯，只是暑假期間人很多。,高级客房
H49,2020-01-13,酒店位置交通方便，最主要这个酒店服务非常人性化，特别是总台客服热情帮我办理会员入会手续，两次电脑出问题，直到耐心用手机办理要完毕，让人感动，酒店泳池由专业健身会所管理，效果很好。值得一次再次选用贵酒店。,高级双床房
H49,2020-01-13,服务好，早餐也很好??,豪华大床房
H49,2020-01-13,早餐很好??,豪华大床房
H49,2020-01-14,楼下的酒吧很好,豪华大床房
H49,2020-01-15,设施旧了一点,商务套房
H49,2020-01-16,卫生很干净，环境很好,豪华双床房
H49,2020-01-17,前台服务水平高,豪华大床房
H49,2020-01-18,这个酒店很赞，地理位置非常好，前台服务员热情专业，特别是Kaws Zhang，免费升级了房间送了小礼物，很棒的一次入住体验！,高级大床房
H49,2020-01-18,沒有有想向的好,高级双床房
H49,2020-01-18,再次选择在深圳****酒店入住果然没有失望，前台Kaws 很热情的帮忙办理了入住，免费升级了房间并赠送了早餐，比较满意的一次出行，下次还会继续选择的。,豪华大床房
H49,2020-01-19,"第一次入住深圳****酒店，体验非常好！尤其感谢三位前台Kaws,Vicky,Berina的优质服务，让我们的行程更加愉快！",高级双床房
H49,2020-01-20,非常好，每次的首选,高级客房
H49,2020-01-21,干净，整洁，服務周到。还想再来。,行政豪华双床房
H49,2020-01-22,主要是为了开会方便，订了这里。交通方便，楼下就是地铁，周围吃饭的店也很多。早餐因为吃的很匆忙，没什么印象，感觉应该还不错,高级大床房
