酒店名称,评论日期,评论内容,入住房型
H11,2020-01-01,酒店位置好，设施及服务都不错，前台接待小骆服务挺好值得点赞,洲际豪华房
H11,2020-01-01,早餐很棒 另外服务态度极棒 管理很严格 安保也做得很好 在跨年夜依然能做到有条不紊,洲际行政房
H11,2020-01-01,洲际酒店一直以来服务很好，前台小骆服务热情周到，很满意的一次商务出行,洲际豪华房
H11,2020-01-02,ihg旗下的高端酒店，离**城地铁站非常近。这次去元旦跨年，价格肯定比平时贵，好在员工服务在线，非常热情！,洲际豪华房
H11,2020-01-02,超喜欢这浴缸够大，水很快装满。卫生间超宽敞有独立化妆桌和椅子。11点还有人送水果。给酒店提意见如果有卸妆水洗面奶会更全面一点。,洲际豪华房
H11,2020-01-02,不错的五星级酒店，酒店地理位置优越，交通便利。大堂气派，房间干净整洁，订的是不含早餐的，所以没体验早餐。酒店的泳池不错，水质好。,洲际豪华房
H11,2020-01-02,早餐环境不错,洲际豪华房
H11,2020-01-02,酒店特别好！,洲际豪华房
H11,2020-01-02,酒店虽然有点历史，但是保持得算可以，人工沙滩非常棒，小孩很喜欢下次还带小孩来玩,洲际豪华房
H11,2020-01-02,环境不错！,洲际豪华房
H11,2020-01-02,挺方便的。,洲际豪华房
H11,2020-01-02,設施不俗，少有的酒店擁有小型沙灘，只是人多時在沙灘的毛巾不夠分派。位置十分好，就在地鐵站出口附近。,洲际豪华房
H11,2020-01-03,入住办理速度很快，接待很热情，房间很棒,洲际豪华房
H11,2020-01-04,非常的不错,洲际豪华房
H11,2020-01-04,"位置優越喺地鐵側邊, 酒店地方大,整潔冇問題！ 房間超大浴缸超大 仲有露台, 人工沙灘都好好, 側邊兒童遊樂設施都好好!",洲际豪华房
H11,2020-01-05,室内游泳池有点冷，其它都很好，专门过元旦带小朋友开心一下。,洲际豪华房
H11,2020-01-05,早餐不错，适合带小孩，位置方便。,洲际豪华房
H11,2020-01-05,不错 非常好的酒店,洲际豪华房
H11,2020-01-05,刚到深圳住的另一家地理位置比较好的五星酒店，但是进去真是没有什么五星的感觉，两晚过后直接换酒店，两个大人带两个小孩，就坐了一站地铁到洲际，位置是真好，门口就是地铁站，办理入住的时候，美女前台Chloe帮我选好的位置，让小孩能看到好风景，而且送了一盘水果，入住离店都给小孩送了一盒巧克力，服务是真的很好，让人觉得很轻松。酒店位置佳，每个人的态度都很好，早餐也特别丰富，有小沙滩供小孩玩，很适合带小孩去住，很喜欢，下次去还会选择洲际。,洲际豪华房
H11,2020-01-06,Good environment,洲际豪华房
H11,2020-01-07,位置很好，临近几大景点，酒店下面有个大泳池以及沙滩，小朋友喜欢玩。早餐也不错，而且以及在池塘边喂鱼。,洲际行政房
H11,2020-01-07,位置不错，就是酒店设施有点老化，排气不好房间有味道，比较过份的是中午酒店中餐厅吃饭，本来想简单吃点，四个人点了三千块钱的菜，点菜的服务员一直要求我们点够五千低消，最后改了两次菜单才给我们下单，酒店包间紧张要求低消很多都有，但是我们中午酒店餐厅没什么人，而且许多比洲际还要好的酒店我们就算没点够低消也没有服务员会强制我们点够，还说没点够就要求移到大厅！,洲际行政房
H11,2020-01-08,老牌的五星级酒店 服务很到位 前台何海虹服务态度很好 会议中心很有特点 是一艘船的造型 带孩子也不错 隔壁就是世界之窗,洲际豪华房
H11,2020-01-08,酒店地理位置好，服务棒,洲际豪华房
H11,2020-01-08,非常好，餐饮也不错,豪华池景双床房
H11,2020-01-10,早餐种类和味道都很好，地库停车方便，每次深圳几乎都洲际超爱满园大面积绿化和观景阳台，寸土寸金的南山，舍得花那么大空间做绿化为洲际点赞，早上被鸟鸣和户外隐约的音乐叫醒很棒，价格值得,洲际豪华房
H11,2020-01-11,毕竟是挂牌五星级酒店，设施用品都很好，就是服务员的服务态度个别不是很棒，交通很方便，出门便是地铁站，喜欢！,洲际豪华房
H11,2020-01-11,早餐很好，很丰盛,洲际豪华房
H11,2020-01-12,早餐没有之前去的时候种类多，,洲际豪华房
H11,2020-01-12,前台小余服务不错??,洲际豪华房
H11,2020-01-12,很棒！很喜欢！沙子很干净,洲际豪华房
H11,2020-01-14,不知道是不是不太喜欢南方的潮湿，刚进楼层和房间都觉得有霉味，后来就习惯了。前台给办入住的Vanilla Tang服务很好，入了会员，总体还不错，下次到**城附近还会考虑入住,洲际豪华房
H11,2020-01-14,免费升级行政房,洲际豪华房
H11,2020-01-14,不错！干净，卫生,洲际豪华房
H11,2020-01-14,服务态度很好,洲际豪华房
H11,2020-01-14,在深圳这样一个寸土寸金的地方，洲际酒店能够占据深圳湾这么一块宝地，城市中心的世外桃源，**城真能耐啊！带着父母家人入住，前台的唐婉茹真是贴心，特意升级把我们一家安排到同一楼层。浴缸超大，床品舒适，我们一家人都很开心,洲际豪华房
H11,2020-01-14,酒店不错，会经常回来的！=((( ????)动感光波哔哔哔!!!??????*??*??????-??-??????*??*?-??-?,洲际豪华房
H11,2020-01-15,位置很好，房間也很清潔,洲际豪华房
H11,2020-01-16,酒店位置非常好，环境也很不错，商务接待的理想场所，就是临近春节，订房比较紧张，整体服务还是非常不错的。,洲际豪华房
H11,2020-01-17,感谢lilian的热情服务,洲际豪华房
H11,2020-01-17,位置不错，设施偏老旧,豪华池景双床房
H11,2020-01-18,地理位置和酒店品牌没得说。早餐非常丰盛，毕竟价格也不便宜；圣诞节期间去的，节日气氛热烈，有圣诞老人互动，孩子们玩的很开心。,洲际豪华房
H11,2020-01-18,最喜欢的一家酒店了,洲际豪华房
H11,2020-01-18,很好的酒店，虽然设施有些老旧，但是环境还是很好，服务也不错,豪华池景双床房
H11,2020-01-18,每次来深圳，都住这里，各方面都很赞！,洲际豪华房
H11,2020-01-18,早餐很丰富，强烈推荐,洲际豪华房
H11,2020-01-18,还不错，商务出差入住的，位置好，老牌洲际了,洲际行政房
H11,2020-01-19,很少评价，因为工作关系全世界酒店大大小小住过很多。这次来**恰逢孩子生日。前台Kris美女真的是很贴心，又送小礼物又帮准备 卡 以后会常来,洲际豪华房
H11,2020-01-19,环境真的好，服务员热情细致，特别是前台小刘帅哥服务温心，点赞！,洲际豪华房
H11,2020-01-20,"很乾淨, 設施很好, 適合家庭, 自助早餐多款好吃, 近地鉄站, 附近有WALMART, 美中不足是附近沒有太多食市商場, 選擇少.",洲际豪华房
H11,2020-01-21,有停车场，早餐很好,洲际豪华房
H11,2020-01-21,啥都好，价格也好。前台Sami妹妹的服务很好,洲际豪华房
H11,2020-01-21,前台小余帅哥接待安排非常周到热情。点赞??,洲际豪华房
H11,2020-01-21,非常满意，很少去点评酒店，这个特意来写写的，可惜忘记拍照片了。,洲际豪华房
H11,2020-01-22,前台骆小姐服务细致周到，很好的一次入住体验，以后还会选择洲际酒店，年味十足,洲际豪华房
H11,2020-01-23,舒适安静周到,洲际豪华房
H11,2020-01-23,酒店宾客关系主任Lilian 素质高，给满分,洲际豪华房
H11,2020-01-23,早餐还算丰富。吃完早餐，陪娃娃喂会儿鱼还不错,洲际豪华房
H11,2020-01-23,前台Crystal的服务周到，给个赞,洲际豪华房
H11,2020-01-23,挺好的，虽然开了一段时间了，但是不会显得很老旧,洲际优选套房
H11,2020-01-23,位置很好，离**城很近，地铁方便，酒店环境也不错，早餐时间长，品种多。前台小何很热情周到，主动把我们的两个房间调整到一起了。并送到电梯口。,洲际豪华房
H11,2020-01-23,地理位置很好，锦绣中华就在旁边，站在酒店阳台上就直接看到园区。去欢乐谷和世界之窗也可步行到达。值得一提的是酒店服务非常好，前台耐心热情。小孩的衣服不小心落在酒店了，他们也及时的帮我寄回到家里。游泳池超棒，还有人工沙滩，可惜两天都忙着在外面逛公园，没时间好好享受。下次再来一定会选择住这里。,洲际豪华房
H11,2020-01-24,Nice good,洲际豪华房
H11,2020-01-24,交通方便，早餐品种丰富。前台何小姐服务周到，点赞推荐,洲际豪华房
H11,2020-01-26,自助早餐，丰富，人工沙滩孩子非常喜欢。,豪华池景双床房
H11,2020-01-27,早餐非常丰富，房间浴缸很喜欢，空间感也舒适。推荐,洲际豪华房
H11,2020-01-28,酒店服务很好,洲际豪华房
H11,2020-02-02,很棒的旅馆,洲际豪华房
H11,2020-02-02,在贵酒店跨年，服务体验不错，房间有点年生了。周边逛的挺多，自助餐不错。,洲际豪华房
H11,2020-02-03,还可以，有点旧,洲际豪华房
H11,2020-02-04,很不错很干净，早餐也很好吃,洲际豪华房
H11,2020-02-06,非常棒的酒店,洲际豪华房
H11,2020-02-07,很完美的休闲,洲际豪华房
H11,2020-02-08,酒店是比较老了，但是品牌的服务在那里，而且我最喜欢的就是酒店的位置特别好，门口就是地铁站，带孩子度假，是优先选择！,洲际豪华房
H11,2020-02-08,早餐非常好,洲际豪华房
H11,2020-02-08,挺好的，代人预定,洲际豪华房
H11,2020-02-11,早餐非常丰富,洲际豪华房
H11,2020-02-20,最好下午2点以后办理入住，我中午到等了一个小时才有房间，酒店环境很好，房间很大景色也不错,洲际行政豪华大床房
H11,2020-02-23,环境优美，服务周到,洲际豪华房
H11,2020-02-25,环境挺好的,洲际豪华房
H11,2020-02-28,酒店位置好，交通方便：在深南大道路边，门口有地铁出口，停车方便；服务接待无论是谁只要入住或者退房都效率高，服务优质！酒店干净、房间还配置了空气净化器值得点赞尽管周边已经绿树成荫、空气清新。,洲际豪华房
H11,2020-03-03,很好 特别喜欢,洲际豪华房
H11,2020-03-08,一级棒的酒店?? 环境非常非常的好 完美的入住体验,洲际豪华房
H11,2020-03-09,r?g?jo?f?df,洲际豪华房
H11,2020-03-11,因为房间要布置，所以与酒店人员小袁提前有沟通，就算当天她本身不上班，还是联系同事一一安排妥当，疫情出行麻烦，但服务到位。,洲际豪华房
H11,2020-03-15,朋友很喜欢,洲际豪华房
H11,2020-03-16,高档豪华爽歪歪,洲际豪华房
H11,2020-03-17,位置没的说，对面就有一条美食街，隔壁锦绣中华，世界之窗也相当近，走路即可到达！,洲际豪华房
H11,2020-03-19,不错，服务周到。,洲际豪华房
H11,2020-03-19,非常好的酒店哦，特别表扬一下Phillip李小哥哥。服务体贴入微。,洲际豪华房
H11,2020-03-19,早餐很丰盛，还能在户外吃，有阳台，带孩子去也没问题。,洲际豪华房
H11,2020-03-20,整体感觉还好,洲际优选套房
H11,2020-03-23,非常好的酒店，服务和设施都很棒！,洲际豪华房
H11,2020-03-25,酒店服务不错,洲际豪华房
H11,2020-03-25,服务很好 尤其是小毛,洲际豪华房
H11,2020-03-28,房间够大大,洲际豪华房
