酒店名称,评论日期,评论内容,入住房型
H46,2020-01-01,好好的好好的,高级大床房
H46,2020-01-01,服务很好 餐厅刀削面好吃,高级双床房
H46,2020-01-01,厕所马桶的按钮真的太难按了，楼层的视野还是不错的,高级大床房
H46,2020-01-01,房间十分舒适，前台接待员1022服务非常好，很热情让人感觉十分亲切。,高级大床房
H46,2020-01-01,房间很满意，前台接待员1022服务很热情，安排的房间十分舒适，给1022点赞,高级大床房
H46,2020-01-01,环境服务都很好,高级大床房
H46,2020-01-01,非常不错的,高级大床房
H46,2020-01-01,视野开阔，位置不错,高级双床房
H46,2020-01-02,1017很好,高级大床房
H46,2020-01-02,跟老公一起跨年，免费升级了房间还不错,高级大床房
H46,2020-01-02,性价比还算可以，服务态度休息，酒店有一定年份设施比较陈旧了,花园景观大床房
H46,2020-01-02,体验感极差 凌晨三点因宝宝认床刚睡着 而叫的外卖已经到了楼下 我以跟外卖小哥沟通说送不上来烦请客房送一送. 外卖到达楼下后小哥打电话给我 说是酒店必须要求本人下来拿 我说了小孩刚睡着我必须要顾好 这次酒店体验感极差！,高级大床房
H46,2020-01-02,酒店服务不错,高级双床房
H46,2020-01-03,各方面条件还真的不错。下次朋友来继续入住。,高级大床房
H46,2020-01-03,一如既往的好，平时在北京住酒店都习惯五星级了，这次去深圳出差公司给订的酒店。开始担心环境不好，去了发现还不错。,高级大床房
H46,2020-01-03,前台很不错??,高级大床房
H46,2020-01-04,地库太一般了，早餐可以，其他都好，价格中等偏高。,豪华大床房
H46,2020-01-04,服务巨差，手续非常繁琐，退个房一个钟头，定个房不是交这个就是交那个,高级双床房
H46,2020-01-04,不错的一次入住体验,高级大床房
H46,2020-01-05,服务上出了小瑕疵，但改善态度积极，有小过无大碍。,高级双床房
H46,2020-01-05,还行吧，没有特别别的印象，就是很老派的那种四星级九点半，我还是更喜欢IHG的假日，相比而言,高级双床房
H46,2020-01-05,酒店管理不错,豪华大床房
H46,2020-01-06,不错方便。,高级双床房
H46,2020-01-06,常住的地方，酒店位置好，服务佳,高级大床房
H46,2020-01-06,很不错的一家酒店，中规中矩，各方面比较均衡，性价比很高！,高级双床房
H46,2020-01-06,没有另外一个格**好。,高级双床房
H46,2020-01-06,服务不是不好，只是不如從前。,高级大床房
H46,2020-01-06,酒店很新、设施不错，环境比我预计的更好，服务也很好，前台服务人员有礼貌、不会让客人等很久，就是电梯有点老，但速度还可以。值得推荐！,高级大床房
H46,2020-01-07,好好好好好,高级大床房
H46,2020-01-08,蛮好的，。,高级大床房
H46,2020-01-08,和同事出差入住，入住时，前台小姐姐还可免费升级了。酒店附近也有地铁，不过需要步行一段时间。酒店隔音效果不是很好。,高级双床房
H46,2020-01-10,出行深圳好地方,高级双床房
H46,2020-01-12,服务很好，房间卫生干净！,高级大床房
H46,2020-01-12,好，很好，非常好！,高级大床房
H46,2020-01-13,1017姐姐办的入住，人特别好。,高级大床房
H46,2020-01-13,品质非常好,高级大床房
H46,2020-01-14,交通十分便利，环境十分好，服务热情规范，有地下停车场，设备设施齐全完善，餐饮丰富，房间宽大，楼层服务热情快捷，强烈推荐！,花园景观大床房
H46,2020-01-14,我在深圳出差首选的酒店，性价比很高,高级大床房
H46,2020-01-14,深圳出差的首选酒店！,高级大床房
H46,2020-01-14,出差去深圳，发现600以下的酒店根本没法住，好一点的都一千多。这个价位可以也比较正规，总体ok,高级双床房
H46,2020-01-14,电视上看了个中国机长，没提示，结账时扣了58元,高级大床房
H46,2020-01-14,我在深圳的首选酒店,高级大床房
H46,2020-01-15,前台李小姐1017服务很热情,高级大床房
H46,2020-01-16,酒店位置非常好，环境也很不错，商务接待的理想场所，酒店的设施非常齐全，性价比很高，整体服务还是非常不错的。,高级大床房
H46,2020-01-16,旁边有个很大的公园，穿过公园有个商场，离市民中心很近。出行购物都很方便,景观好莱坞亲子房
H46,2020-01-16,1017服务赞 棒棒的,高级双床房
H46,2020-01-16,1017李小姐服务周到，非常棒,高级大床房
H46,2020-01-16,卫生做得很好 服务员工作很认真 环境很好 傍边不远是中心公园,高级好莱坞亲子房
H46,2020-01-16,特别特别好,高级大床房
H46,2020-01-18,出差入住，就在公司大楼里特别方便呀！,高级大床房
H46,2020-01-19,交通方便，环境还好。,高级大床房
H46,2020-01-19,方便实惠。,高级双床房
H46,2020-01-19,酒店服务特别好，这家第一次住，比华强北的环境宽松些，入住比较晚，直接给升级了行政房，但房间有点儿吵，申请换一间，酒店立即安排人帮我换房间，1017和另外一位新入职的前台，超nice。本来怕交通不方便，因为在主干道附近，又离地铁有距离，但也还好，穿过一个绿化带，大约走十分钟就是华强1号线。门童也很敬业。,高级大床房
H46,2020-01-20,服务还可以,高级大床房
H46,2020-01-21,交通便利，设施齐全，服务到位,高级双床房
H46,2020-01-21,周边环境好，早餐不错。,花园景观双床房
H46,2020-01-21,位置不错，前台服务态度很好，工号1048提出表扬。,高级双床房
H46,2020-01-21,不错，地理位置优越,高级双床房
H46,2020-01-22,交通位置一般，小区内不好找,高级大床房
H46,2020-01-22,有停车，服务好。,高级大床房
H46,2020-01-23,服务态度好，干净卫生。,高级大床房
H46,2020-01-27,价格便宜，设施有些陈旧，性价比很高,高级大床房
H46,2020-01-28,早餐很好很丰富，酒店位置很好，适合带孩子！很满意！,高级双床房
H46,2020-01-31,可以！！！！！,高级大床房
H46,2020-02-01,酒店各方面都不错,花园景观大床房
H46,2020-02-03,整体还行吧,高级双床房
H46,2020-02-03,整体感觉不错,高级双床房
H46,2020-02-04,前台客服很有禮貌。房間乾淨舒適,高级大床房
H46,2020-02-08,超级贴心舒适超级贴心舒适超级贴心舒适超级贴心舒适超级贴心舒适超级贴心舒适超级贴心舒适超级贴心舒适超级贴心舒适,高级大床房
H46,2020-02-16,适合出差。,高级双床房
H46,2020-02-18,疫情蔓延时期，酒店早餐只能三选一。性价比超高，房间干净整洁。酒店适合亲子度假用，交通便利，方便交通，离中心城闹市区很近。,花园景观双床房
H46,2020-02-20,住了两次了，还可以。,高级双床房
H46,2020-02-20,早餐很贵，没去试，房间有些年头了，但是幸好卫生做得还可以，地段也很好，离一个中心公园很近，穿过去就是几个大商场，购物方便。,高级双床房
H46,2020-02-25,你问一下…好的，嗯(^^),高级大床房
H46,2020-03-10,跟老婆孩子一起去，订了三间房，另两间是给大小舅各一家子。停车方便，而且免费的哦，早餐品种丰富绝对超值。,高级双床房
H46,2020-03-16,出差来深圳经常住的酒店,高级大床房
H46,2020-03-16,出差深圳常住的酒店，算是老牌五星酒店吧，设施陈旧了点但比较干净，位置也很方便,高级大床房
H46,2020-03-18,出差的会议酒店，周边环境很好，旁边就有一大片公园，可以散步回来了。还有乒乓球台。酒店还附送耳塞眼罩很贴心。,高级双床房
H46,2020-03-20,服务好，很温馨，消毒防范意识很到位,高级大床房
H46,2020-03-20,**酒店位于福田区，距离CBD不到十分钟车程，往罗湖金融区也很近，往皇岗上高速也就五分钟车程，交通非常便利。酒店面对中心公园，南向房间可看到满眼绿色，硬件设施很不错，服务很到位，大堂面积小，早餐很一般。停车场大，住店客人免费,高级大床房
H46,2020-03-25,很好，非常好。,高级大床房
H46,2020-03-26,环境还可以 整体感觉不错 环境还可以 整体感觉不错 环境还可以 整体感觉不错 比较安静 刚好到店免费升级套房了,高级大床房
H46,2020-03-29,给朋友订的亲，朋友说不错,高级大床房
H46,2020-03-31,一直以来的选择，交通十分便利，酒店旁边就是福田中心公园，环境优美，距离办事的地方很近，卫生条件很好，下次还是这里,高级大床房
H46,2020-04-05,酒店非常一般，有点被骗的感觉,花园景观双床房
H46,2020-04-12,这个酒店一般，不是很高档的感觉,高级大床房
H46,2020-04-15,酒店设施偏旧，入住当天进门发现屋内空调异响，打电话给前台换了个房间，第二间房夜里玻璃总能突然响一下，本人睡眠不好，两天每天都不能好好睡觉。房间也不打扫，第二天晚上睡觉发现过敏胳膊起了红疹子，不知道是不是床品卫生问题,高级大床房
H46,2020-04-17,位置好找，停车方便，还能喝早茶,高级双床房
H46,2020-04-17,非常的很好,高级大床房
H46,2020-04-17,非常的好的好的,高级大床房
H46,2020-04-21,环境非常好。舒服,高级好莱坞亲子房
H46,2020-04-23,一般般的酒店,高级大床房
H46,2020-04-24,可以502,高级大床房
H46,2020-04-25,还可以，朋友来一直住,高级大床房
H46,2020-04-25,环境很好，干净,高级大床房
H46,2020-04-26,体验很不好 前台的态度非常不行 当天房间吹风机坏了 打了3次前台电话 依然没有给我换一个 凌晨3点湿着头发入睡 第二天起床让送也依然没有送 这个服务真的 就算没有 打个电话给顾客解释下也行呀 一直在等 等到退房！,高级大床房
H46,2020-04-27,疫情期间不开空调，外卖只能自己去楼下拿。这两点影响体验。其他都非常优秀。,高级双床房
H46,2020-04-29,周边区域性价比很高的酒店了,高级大床房
H46,2020-04-30,还是老酒店，牌子硬，不错，交通方便！早餐不错，标准型的星级酒店水准，适合带孩子去入住，非常赞，推荐入住！,高级大床房
H46,2020-05-01,干净卫生很好,花园景观大床房
H46,2020-05-04,酒店位置好,高级大床房
H46,2020-05-04,酒店免费升级了房型，服务也很热情，不错的选择,高级大床房
H46,2020-05-05,总体还可以,高级大床房
H46,2020-05-06,一直是住这里,高级大床房
H46,2020-05-11,位置好，干净,高级双床房
H46,2020-05-13,酒店非常好,高级双床房
H46,2020-05-14,酒店虽然有点旧了，但还算不错,高级大床房
H46,2020-05-15,不错，舒适,高级双床房
H46,2020-05-15,交通便利设备有点老化,高级双床房
H46,2020-05-17,酒店地理位置优越，服务态度也不错，旅行购物非常方便，附近就是购物中心，华强北也在边上！所以非常推荐大家去深圳时入住的！,高级双床房
H46,2020-05-21,常住的酒店，十分干净卫生 地理位置优越,高级大床房
H46,2020-05-22,非常满意！,高级大床房
H46,2020-05-23,交通方便，干净卫生，好,高级大床房
H46,2020-05-24,出差起来住的，位置离福田中心区不远，交通比较方便，酒店很安静，不过设施有点显旧，感觉在深圳对的起他的价格,高级大床房
H46,2020-05-24,酒店位置很中心，套房房间也很大很宽敞，但是由于酒店比较老，设施有点旧,高级大床房
H46,2020-05-24,千万别来这家店，门口的人会像看贼一样看着你。恨不得跟你进房间。垃圾，从来没见过这么垃圾的门迎。这辈子都不想再住这家店。一个门迎都会拽的不行。让他去死,高级大床房
H46,2020-05-24,环境不错，可以,高级大床房
H46,2020-05-25,这酒店非常好,高级大床房
