酒店名称,评论日期,评论内容,入住房型
H28,2020-01-02,早餐尚可，设施老化,猪猪侠酷芽亲子家庭房
H28,2020-01-02,环境优美，前台服务态度好,高级大床房
H28,2020-01-02,前台服务挺不错的！特别叫姓邝的小姐姐！对她的服务非常好评,豪华大床房
H28,2020-01-07,出游好地方啊，前台服务很好啊，,豪华大床房
H28,2020-01-08,服务非常满意,高级大床房
H28,2020-01-10,一般般咯。,豪华大床房
H28,2020-01-11,挺好的，服务周到,豪华双床房
H28,2020-01-11,环境好，居住舒适,高级双床房
H28,2020-01-11,环境不错，舒适,高级双床房
H28,2020-01-12,设施太旧了，温泉也一般般,猪猪侠酷芽亲子家庭房
H28,2020-01-13,周围环境非常好,高级大床房
H28,2020-01-13,前台服务非常差，不礼貌，而且客人站半天都没有一个人搭理，酒店设施也是一般，下次不会考虑住这酒店,高级大床房
H28,2020-01-16,各方面都很好,高级大床房
H28,2020-01-16,酒店位置很好找，有停车场 ，前台服务很不错，有免费的自行车可以骑,高级大床房
H28,2020-01-17,前台服务周到，还有免费单车健身房，下次再来,高级双床房
H28,2020-01-17,前台服务很好，环境优美，温泉很舒服,高级大床房
H28,2020-01-18,设施老久，环境不错,高级双床房
H28,2020-01-18,居住環境很舒服 周圍設施也比較方便,高级大床房
H28,2020-01-19,快捷，周到,高级双床房
H28,2020-01-20,房间好，早餐好，前台服务好,高级大床房
H28,2020-01-20,性价比较高，周围环境很好，吃饭娱乐的农庄也比较多,高级双床房
H28,2020-01-22,性价比还可以,高级双床房
H28,2020-01-24,简单早餐，双人床可以拼。酒店比较僻静，离北回归线进,高级大床房
H28,2020-01-24,感觉不错哦，前台服务很好,高级双床房
H28,2020-01-24,早餐有米粉等,高级双床房
H28,2020-01-24,非常好，感上活动期，赠送的温泉，可以带小孩，不多收费，温泉基本上我家包场。早餐因为两个孩子接近1.4米，收了60元（2x30），但是感觉不值。,高级双床房
H28,2020-01-24,还需努力有待提高,高级双床房
H28,2020-01-25,酒店位置优越，一线江景,高级双床房
H28,2020-01-25,环境优美，清静,高级大床房
H28,2020-01-25,环境安静舒适,高级双床房
H28,2020-01-25,不错不错不错,高级双床房
H28,2020-01-25,很好很好很好,高级双床房
H28,2020-01-25,设施还是比较旧，浴缸的水龙头是歪的，水留了一地；地毯很脏很旧，服务人员态度很好，酒店温泉也很好很干净,高级双床房
H28,2020-01-27,自助早餐的萝卜牛杂+粉面很好吃，吃两份都没问题！晚餐菜式的份量和味道都很足，烧鹅的味道不输大酒楼。酒店的环境还行，空气清新。房间的配套设施一应俱全，用着也挺放心。,高级双床房
H28,2020-01-27,很满意！下次再来！,高级双床房
