酒店名称,评论日期,评论内容,入住房型
H34,2020-01-01,酒店不错，干净卫生。,馨雅阳台双床房
H34,2020-01-02,这次评论源于一些感动的小细节和一张温馨的字条。办入住时工作人员主动递上了茶水，办完入住还帮忙拿行李。特别是第二天我们出去玩，回来发现桌上的矿泉水比前一天多了一瓶，柜子里多了一双儿童拖鞋，另外写字台上还多了一张纸条，感谢细心的服务员让我们有了宾至如归的感觉。早餐非常好，品种特别多，味道也很好！前台的服务也很好！餐厅服务员服务态度也都很好，客房的保洁阿姨看到也会打招呼，很温馨，还给房间送了水果.对酒店的印象：房间宽敞、大气，夜景很美，设施齐全，早餐味道也可以，居然还有肠粉，广东人都很喜欢吃的，下次会在来！,馨雅阳台大床房
H34,2020-01-02,酒店还可以，就是外面路况不是很好,馨雅阳台大床房
H34,2020-01-03,还可以，一直都住这个酒店，好多年了。,湖景阳台大床房
H34,2020-01-04,酒店服务超赞的，入住当天赶上我生日，酒店前台给送了生日蛋糕，入住第一天有水果赠送，酒店干净卫生，床也软硬适中，性价比高的一间酒店，硬件上，客房面积大，酒店设施齐全，有游泳池、健身房、便利店、餐厅、房内有衣帽间，内有专门的化妆台，浴室特别大，浴缸和淋浴都有，可以互不打扰洗漱，服务上，从门厅到前台，从客房到餐厅，服务员都热情相待，感觉舒适，宾至如归；环境上，交通便利，高楼外望出去就是湖景，自助早餐很丰盛，细节很OK…总体很满意。离开酒店等滴滴车的时候，门口工作人员还很贴心的提示外面冷，等车来了再出去，门口小哥还帮着我们提行李，本次入住体验整体五星好评！,馨雅阳台大床房
H34,2020-01-04,大众非五星洒店、服务还可以,馨雅阳台双床房
H34,2020-01-05,湖景房很漂亮，里面摆设还是挺旧的，跟欧式大堂搭不上边,馨雅阳台大床房
H34,2020-01-06,挺好的 就是带孩子有只蚊子没敢点蚊香 开着灯睡的 没咬 还行,馨雅阳台大床房
H34,2020-01-06,环境不错，阳台大,馨雅阳台双床房
H34,2020-01-10,可以的,馨雅阳台大床房
H34,2020-01-10,前台接待不错,馨雅阳台大床房
H34,2020-01-12,服务态度很好,商务湖景阳台双床房
H34,2020-01-12,下次还会入住,馨雅阳台双床房
H34,2020-01-12,位置很方便,馨雅阳台大床房
H34,2020-01-13,早餐丰富、非常合口味，酒店周边环境优美，出行购物、就餐、都非常方便。酒店新装修的，环境高大尚，尤其是大厅吊颈非常别致！喜欢！,馨雅阳台双床房
H34,2020-01-15,价格高，装修旧，房门锁有被暴力撬开的痕迹，台灯灯泡坏的，想打电话让服务生换个灯泡，电话机也是坏的。我也是服了,湖景阳台大床房
H34,2020-01-16,住宿环境不错,湖景阳台大床房
H34,2020-01-16,房屋隔音不好，隔壁说话，干啥不可描述事情都听的很清楚，严重影响睡眠。早餐品种不多，味道一般。,馨雅阳台大床房
H34,2020-01-17,房间很大 服务人员很热情 还免费升级了房间,馨雅阳台双床房
H34,2020-01-17,铭记于心许诺破送肉哦婆婆TM婆婆OP明OP哦婆婆头目欧诺情侣扣诺肉傩送OP木木木傩送无图凸透镜可口可乐了看看,馨雅阳台双床房
H34,2020-01-18,酒店不错，卫生很好！早餐很多样，选择性强，有地方特色。交通便利，门卫很热情帮助客人！,馨雅阳台双床房
H34,2020-01-21,好，非常满意，性价比很高，干净舒服,馨雅阳台双床房
H34,2020-01-21,很不错的选择,馨雅阳台双床房
H34,2020-01-21,好好好好...........................,湖景阳台大床房
H34,2020-01-22,还可以，好吃好住,商务湖景阳台双床房
H34,2020-01-26,各方面都不错,童趣亲子阳台房
H34,2020-01-27,酒店很棒！风景优美！酒店服务人员态度非常好！早餐很好吃！我们住的亲子房所有不能加床！酒店位置下高速十多分钟就到了！免费停车,童趣亲子阳台房
H34,2020-01-29,前台服务员态度非常好，训练有素，酒店大堂豪华，还提供了口罩和手套，酒店很负责，卫生条件很好还进行了消毒。唯一不足就是早餐太简单没有一个炒菜，只有面点和面条。然后就是门童太没眼力劲儿，不知道出来迎接，也不帮忙提东西，完全就是打酱油的，需要恶补内功。,馨雅阳台双床房
H34,2020-01-29,服务和环境都很不错。早餐种类少了些，但可能是因为春节入住客人少的缘故。外边应该是个公园，但因为病毒肆虐的缘故也没出外，晚饭就在酒店隔壁的中餐吃的，还行。晚上和家人独享了一下健身房。总体感觉不错。,湖景阳台双床房
H34,2020-01-31,服务-前台的效率入住效率有待提升，四个人在聊天，无视客户排队，只有一位在接待。经理的水平还是具备的，和颜悦色服务到位，见人打招呼。门口的海鲜餐厅在不打招呼的情况下加收了30%过年的服务费，这一点很不爽，但是过年吧，无所谓的。环境还是不错的，早餐也相当的棒。综合来说绝对物超所值。,馨雅阳台大床房
H34,2020-02-06,下次还来，不错,馨雅阳台大床房
H34,2020-02-06,总体不错，但设施有点旧了,湖景阳台大床房
H34,2020-02-28,酒店环境位置很好，房间也很干净，前台服务不错，疫情期提供口罩，只是早餐较简单，可能是特殊时期，希望以后改善,馨雅阳台双床房
H34,2020-03-02,路过的一只小小鸟,馨雅阳台双床房
H34,2020-03-15,不错。早餐比较丰富。到店比较迟了，就在酒店吃的晚餐，口味不错，量较大。酒店离高速出口还是有一段路的，不过还是好找的。房间舒适。,馨雅阳台双床房
H34,2020-04-01,早餐丰富，酒店环境满分,馨雅阳台大床房
H34,2020-04-01,还算可以吧，下次不会再住。,馨雅阳台双床房
H34,2020-04-02,商务出差，这点时间酒店客人特别少，环境真是不错，关键老外少，安全呀。就是吃饭选择少了点，特殊时期，可以理解。,馨雅阳台大床房
H34,2020-04-03,非常好的酒店,馨雅阳台大床房
H34,2020-04-03,不错环境干净整洁,馨雅阳台双床房
H34,2020-04-04,要从新装修一下啦,馨雅阳台双床房
H34,2020-04-06,电视要换了,馨雅阳台双床房
H34,2020-04-16,非常好的酒店，除了设施有点老旧，其它都非常好，这段时间关键人又少，非常安静。酒店还新欢换了床垫和枕头，很好。每次来**都是第一选择。,馨雅阳台大床房
H34,2020-04-16,非常好的酒店，除了设施有点老旧，其它都非常好，这段时间关键人又少，非常安静。酒店还新欢换了床垫和枕头，很好。每次来**都是第一选择。,湖景阳台大床房
H34,2020-04-16,非常好的酒店，除了设施有点老旧，其它都非常好，这段时间关键人又少，非常安静。每次来**都是第一选择。,馨雅阳台大床房
H34,2020-04-18,非常好，很好,馨雅阳台大床房
H34,2020-04-18,酒店一如既往的出色，疫情期间还赠送有抗疫包，很贴心。总得来说，环境很好，安静，卫生。新换的床和枕头很舒服。,湖景阳台大床房
