酒店名称,评论日期,评论内容,入住房型
H07,2020-01-01,中国第一家五星级酒店，位于沙面，比邻珠江，环境优美，周边历史建筑林立，汇丰银行旧址旁是漂亮的星巴克，另一头则是美国领事馆旧址，参天的古树名木成林，主街花团锦簇，酒店已成一景点,标准客房
H07,2020-01-01,房间比较小,标准客房
H07,2020-01-01,真的超赞，我们订的豪华江景房，原本是60平米的，入住的时候给我们的是90方的，相当于是尊贵房，房间环境超棒，26层，面朝珠江，俯瞰江上的行船非常惬意，特别喜欢超大的圆形浴缸。这是我住过这么多五星级酒店最好的，不愧为白金五星级酒店！,豪华江景房
H07,2020-01-01,位置不错，周边就是景点，不过也正因为如此交通不是太方便,豪华江景房
H07,2020-01-01,经典 住 吃 景,豪华江景房
H07,2020-01-01,国庆节终于入住了传说中的老牌酒店**。的确名不虚传，宾至如归。住得舒服，吃得满意，服务贴心。吃早茶不用满大街去找，就在楼下很方便，关键酒店客人还不用等座，而且非常美味，除了贵点没啥毛病??,豪华江景房
H07,2020-01-01,还行，就是出行不方便。,江景豪华大床房
H07,2020-01-01,位置很好，景色不错，价格稍贵！,标准客房
H07,2020-01-01,环境优美，位于沙面里面，面朝珠江。服务周到细致，也尽量满足了住客的需求。早餐没吃自助，让酒店帮忙预约了二楼的宏图府，价格不低，但味道很好。,豪华江景房
H07,2020-01-02,非常棒非常周到非常环保！感谢林总！,城景豪华双床房
H07,2020-01-02,五星酒店卫生很一般,标准客房
H07,2020-01-02,被中庭设计惊艳到,豪华江景房
H07,2020-01-02,这个酒店的空调系统特别优秀，完全听不见风声，风很柔软，不会有被吹到的感觉。花了200多一晚升级成江景房，床和浴缸都面对大窗户这个没问题，但**朝向的江面是没有任何景观的，所以不太值。然后两晚都没开夜床，这个就不太理解了，很正常的服务吧？,豪华城景房
H07,2020-01-02,来广州一定要来住一下大名鼎鼎的**丫。服务真的没话说，前台入住和退房时间都很好。到的时候还不能进房间，就先寄存了箱子出去了，晚上回来再办的入住。虽然那么多年了，还是干净、设施都还挺合理的。空间格局也喜欢，故乡水那儿一直有人拍拍拍。以后带娃来还会考虑住这。,标准大床房
H07,2020-01-02,非常的好！,标准客房
H07,2020-01-02,普通房间太小，完全不符合5星的标准。设施也比较旧，要不是为了吃玉堂春暖都不考虑这家了，服务还行，也没觉得特别好，以后去广州不太会考虑,标准客房
H07,2020-01-02,经常出差入住，酒店设施完备、服务专业到位、价格区间合理、迎宾礼宾有眼色做事认真，推荐入住高层景观房,标准客房
H07,2020-01-02,经常出差入住，酒店设施完备、服务专业到位、价格区间合理、迎宾礼宾有眼色做事认真，推荐入住高层景观房,标准客房
H07,2020-01-02,酒店服务，环境非常满意,豪华江景房
H07,2020-01-02,服务、环境、卫生都满意！,标准客房
H07,2020-01-03,都不错，早餐差点,标准客房
H07,2020-01-03,还行，安静,标准客房
H07,2020-01-03,房间很大，没有拍太多的照片，我订的是大床房，那张床很大，一个人很寂寞，哈哈，因为那天是31号，我去得晚了，所以高层的无烟房早满了，不过就算安排在吸烟房，酒店在check in时再次做除味处理，我到房间里完全没有烟味，房间有个大窗，直接看珠江夜景，超级赞，房间里基本的设备设施都很全，享受了早鸟优惠价，这样跨年的体验很棒！,豪华江景房
H07,2020-01-03,熙熙攘攘的白天酒店，人气很旺。位置和服务都很好，就是早茶太太贵了，没觉得特别好吃。,标准客房
H07,2020-01-03,在江边，江景房景色绝佳，早餐自助餐一般，订房的时候也没有无早的房，结果没有尝试**的早茶，只能下次了,行政豪华江景房
H07,2020-01-03,早餐一般般，其他不错,标准客房
H07,2020-01-03,朋友入住晚，被升级成江景房，超级无敌。,标准客房
H07,2020-01-03,总体来说我觉得还好,标准客房
H07,2020-01-03,老牌酒店，金牌服务，让人惊喜，下次依然会选择入住,标准客房
H07,2020-01-04,该酒店各方面都很好，服务态度很好，待客笑脸相迎。尤其是前台帮助我们寄快递，解决了我的困难，值得表扬。,标准客房
H07,2020-01-04,我家小孩评价这里是世界上最好的酒店，早茶是世界上最好吃的早茶。感谢前台小姑娘帮我们升级了江景房，还有大大的写字台，方便孩子写作业，浴缸可以泡泡浴，房间很干净，安静舒适。一定要吃这里的早茶，后来才知道，这是米其林一星啊，广州的出租车司机一致推荐的，绝对不失望，带孩子的可以尝试陈皮水，加点糖，孩子很喜欢，我一个人带孩子出来玩，孩子吃得好住的好，我就可以放心享受美食美景！地理位置很好，出门就是沙面，孩子在公园里跑跑跳跳，还有个大炮可以让孩子比划比划，绝对是遛娃好去处！去其他地方我都是打车去的，酒店门口出租车排队等客，随时就可以出发，特别方便！,标准客房
H07,2020-01-04,环境不错。,标准客房
H07,2020-01-04,舒服，环境好，床品好,豪华江景房
H07,2020-01-04,好棒，細節一流，廣州風貌首選,标准客房
H07,2020-01-05,广州最怀旧的五星级酒店，充满各种记忆和美好，经过重新装修之后更加的高级和舒适，西关人家的小资情调及广州现代化文化的相结合，使得入住变成一种真正的享受。,标准客房
H07,2020-01-05,广州最怀旧的五星级酒店，充满各种记忆和美好，经过重新装修之后更加的高级和舒适，西关人家的小资情调及广州现代化文化的相结合，使得入住变成一种真正的享受。,标准客房
H07,2020-01-05,酒店很不错，交通略不便，房间早餐都很不错，常住的酒店，值得推荐,标准客房
H07,2020-01-05,早餐很棒，酒店紧邻珠江，环境很好。,标准客房
H07,2020-01-05,不错，老宾馆的味道,标准客房
H07,2020-01-05,第二次预定了，上次是江景房，超大，这次是标准间，能想到房间小一倍，但是没想到床只有一米五的。酒店地理位置很好，走几步就是江边了，很方便，吃的也很多选择，附近就是沙面，还有教堂在附近。问酒店员工天字码头是不是在附近，酒店员工居然说才一公里，但是事实有四公里呢。,标准客房
H07,2020-01-05,位置极佳，在沙面岛景区内，闹中取静，江景城景绝佳。出行还算方便，离上下九步行街圣心教堂陈家祠等景点均在四十分钟步行范围内。玉堂春暖早茶性价比不高，口味也没好到哪去。酒店装修还是老旧了些。服务不错！,标准客房
H07,2020-01-05,在沙面建筑群景区里，但离地铁站还是有距离，而且要过天桥，没行李的没问题。住店可以预约用餐，这个不错。,标准客房
H07,2020-01-06,价钱升级了，一般！,标准客房
H07,2020-01-06,非常非常不错,标准客房
H07,2020-01-06,挺好的，就是人多。,豪华江景房
