酒店名称,评论日期,评论内容,入住房型
H44,2020-01-02,广州的天气好,高级双床间
H44,2020-01-02,位置非常方便，離地鐵站100米，周邊吃喝玩樂齊備。,高级双床间
H44,2020-01-02,非常棒非常棒,高级双床间
H44,2020-01-03,还可以！老牌酒店，交通方便,高级大床间
H44,2020-01-04,酒店位置非常方便，出门就是繁华购物区，周围美食无数！卫生情况也非常好。服务态度好，床也舒服。下次来还会选这里。,高级双床间
H44,2020-01-06,酒店装修很新，位置不错，就在岗顶地铁站旁边，到机场和南站都特别方便，而且周边吃东西的地方很多，最近出差都住这里。,高级双床间
H44,2020-01-06,比较不错，出行方便！,高级双床间
H44,2020-01-06,今回安部屋空、高部屋。窓付、2（一人二要）部屋。他類一緒、変感、窓有解放感。,高级双床间
H44,2020-01-07,酒店位置好，附近有大型商场，吃、购都很方便。近地铁站，去哪都方便。有免费停车场。酒店设施旧了，能重新装修就好了。,舒适间(无窗)
H44,2020-01-08,房间有点老，周边方便，什么都有,行政大床房
H44,2020-01-08,挺好的，住了很多年,舒适大床房(无窗)
H44,2020-01-09,不错，蛮好的,高级双床间
H44,2020-01-09,（房间灰尘大,高级双床间
H44,2020-01-10,还可以每次出差都住这里就是旧了点还可以每次出差都住这里就是旧了点。,高级大床间
H44,2020-01-10,前台麦小姐服务很好！下次会再来,行政大床房
H44,2020-01-10,两个字完美，性价比超高。酒店名字高大上,高级双床间
H44,2020-01-10,还可以每次出差都住这里就是旧了点,高级大床间
H44,2020-01-10,环境和地理位置非常棒，周边交通出行吃饭购物相当方便。酒店服务用心，价格亲民,高级双床间
H44,2020-01-11,来广州经常住的一家酒店，好舒服，性价比高！,高级双床间
H44,2020-01-12,交通便利，逛街方便，房间也很舒适,高级双床间
H44,2020-01-12,很不错哦！,舒适大床房(无窗)
H44,2020-01-13,图个方便，离地铁近,高级双床间
H44,2020-01-16,广州繁华地段，这个价位还可以吧，设备智能,行政大床房
H44,2020-01-16,距离地铁站很近很近，也很繁华,高级双床间
H44,2020-01-16,嗯嗯嗯嗯嗯嗯,舒适大床房(无窗)
H44,2020-01-17,位置很好...可是衞生不夠好。地點去那，都挺方便。 不太會想再回去的感覺...主要衛生不達標準！！ ！,高级双床间
H44,2020-01-18,每次去广州都住这家，性价比超高！,舒适间(无窗)
H44,2020-01-19,酒店应该是比较老牌，设施有点旧了，总体服务还挺好。第一天卫生间有异味，第二天给换了房间，还送了水果。,高级双床间
H44,2020-01-20,大堂经理李小姐服务好，环境不错，位置方便，值得推荐,高级双床间
H44,2020-01-20,大堂副理李小姐服务好，酒店位置方便，环境不错，经常来,高级双床间
H44,2020-01-20,酒店位置很好，离我要去的地方很近很方便！酒店房间很干净，住的很舒服！早餐很丰富，水果很新鲜！下次还会再来！,商务套间
H44,2020-01-20,前天麦小姐服务态度好，房间设施齐全，服务非常好,高级双床间
H44,2020-01-20,副理李小姐服务非常好，房间里的床非常舒服，环境不错,高级双床间
H44,2020-01-21,环境中，地理位置优越，出行方便，酒店服务良好。,高级双床间
H44,2020-01-21,地理位置好,复式公寓
H44,2020-01-22,不错，很好，酒店服务周到,高级大床间
H44,2020-01-22,我退房那天我的钱包遗失在出租车上了，作为外来人员的我表示很绝望，因为我的所有证件和现金都在钱包上，然后我回酒店找了当时值班的大堂副理李小姐帮我看看能不能找到出租车联系电话，李小姐非常耐心，非常负责人的帮我联系了很多出租车公司，最后找到了出租车司机并且拿到了钱包，还给我一个去广州南站的手工制作的具体路线、真的太感动太贴心了[玫瑰]，房间设施设备也很好，服务更是不用说了，下次**酒店会是我酒店第一首选。,高级双床间
H44,2020-01-23,酒店位于地铁旁，出门方便，周边配套设施齐全，吃、玩、出行方便，旁边4楼点都德喝早茶人多，菜品很赞！往前各种小吃，水果超市都有。,高级双床间
H44,2020-01-24,今回春節前？、価格広窓付部屋宿泊来。広、毎度部屋利用,高级大床间
H44,2020-01-24,已经住了四天了推荐大家把。,高级大床间
H44,2020-01-24,挺好的。推荐大家入住，位置非常好。,高级双床间
H44,2020-01-25,位置好服务好,行政大床房
H44,2020-01-29,另外一个电梯去二楼饮茶、吃饭，餐饮不错,高级双床间
H44,2020-01-31,服务好，床舒服,高级双床间
H44,2020-01-31,床很舒服，服务态度好，正规,高级大床间
H44,2020-02-02,经常住这家，就是有些贵,商务套间
H44,2020-02-04,有酒店专属停车场！楼下就有很多吃的，很方便！,高级大床间
H44,2020-02-04,床够大，免费酒店专供停车场，楼下就有瑞幸咖啡！,舒适大床房(无窗)
