酒店名称,评论日期,评论内容,入住房型
H10,2020-01-01,酒店的刮胡刀别用，质量太差。,南海翼高级客房
H10,2020-01-01,泳池不错，交通便利，楼上还有空中酒吧，主要是附件有海上世界，有好多餐厅很商场，挺热闹的。离蛇口近，澳门**酒店过来方便,标准大床房
H10,2020-01-01,没有喝水的杯子，可能太隐蔽了找不到，然后说送一下充电器，我们退房了都没能送来,南海翼高级客房
H10,2020-01-02,跨年来住，酒店房间和公共空间设施都不错，酒店工作人员普遍态度良好、表现专业，符合酒店价位和定位。虽然酒店的地理位置不是市中心，但在热闹和宁静之间取得不错平衡，附近不会因为是市中心而人特别多，靠海能享受景色和休闲气氛，同时酒店附近有海上世界商场、步行可到，不愁逛吃。另外，酒店有颇多车位的地下车库，适合自驾者。,标准大床房
H10,2020-01-02,可以可以，又来住啦,标准大床房
H10,2020-01-02,帮忙升级了房间,南海翼临海套房
H10,2020-01-03,当时点了客房送餐，一个多小时后也没有送来，后来打了若干个电话才送餐，说是客人多忙不过来，送来的餐食味道很差，又被烧焦，经过协商酒店觉得实在对不起客人只好当作赠送，同时让厨房师傅前来道歉。虽然是这样但是耽误我们太多的时间，导致下午的行程安排全部打乱。,南海翼临海套房
H10,2020-01-03,地理位置不错，壹方城里什么都有，泡几天也没问题，酒店自己定位商务酒店，硬件还不错，湾景房目前景观一般，因为有个大工地，日夜赶工，酒店价钱依然把湾景房价格弄得比城景高就很明显搞小聪明了，订了一间湾景一间城景，酒店小哥哥直接说其实没必要订湾景；呵呵，消费者心里会记得的：）JW万豪，不地道；泳池是真心不错，目测至少有三个救生员，40米的水池，恒温28度，入水稍微有点凉，旁边有个宝宝池33度左右吧，比较暖和，重点是人少，游泳体验很好，水质看起来也比较干净，更衣室有按摩浴池，有点像日本酒店的小汤，还有热石椅，还不错早餐不过不失，没有亮点但也不会失了标准；总体感觉就是硬件不错，泳池的管理和服务水平超过预期，礼宾的管理不够到位，亟需培训，达不到万豪的标准；对比十一入住的深圳南海希尔顿专业服务程度相差一大截，据说大工地是个游乐场，希望万豪能改进服务水平吧……酒店停车场的对接相当让我不满意，另一条评论里已经详述，这儿就不啰嗦了,豪华湾景大床房
H10,2020-01-03,"大致上都不錯, 只是櫃台服務人員要多注意等候人員的狀況 ... 日前住宿要退房時，排隊排了一點時間，接著來了另一個客人要退房，她沒排隊，就站我旁邊等，新到來的櫃台人員，也不詢問，直接就叫那個沒排隊的人，真是無言",标准大床房
H10,2020-01-03,各方面还是非常好的，就是小孩子玩的地方有点少。,南海翼双床标准客房
H10,2020-01-03,這次與內人出遊，特別訂了825房號的房型，一個大陽台擁有超級無敵海景，再加上可以使用行政樓的bar，真是物有所值！,行政豪华客房
H10,2020-01-03,超級舒服 員工服務態度很好 免費幫我升級 枕頭還可以分軟硬 日式裝修超級乾淨 Wi-Fi訊號還有翻牆,南海翼高级客房
H10,2020-01-03,十級好 必訂 服務好 都可以滿足全部合理要求！免費升級了 枕頭又可以分軟硬！員工服務態度很好！日式裝修超級乾淨,南海翼大床标准客房
H10,2020-01-04,没有在靠海那边，风景差一点点,南海翼临山套房
H10,2020-01-04,卫生太差了，感觉像快捷酒店的被子，地毯下有个坑，孩子摔了一跤。早上6点闹钟把我们吵醒，可能前面的客人定的闹钟，醒来再也没睡着。晚上12点入住，前台非要让我们花钱升级房间，一间房间花了245元升级到了主楼，早上我们就退房了，觉得上当了。房间里没有酒水单，用了就收费，床头放着收费的卫生用品，让你怀疑这是1200元不含早餐的房间吗！希尔顿酒店是五星级酒店中的垃圾，随便一家五星级酒店都不回这么干。,南海翼双床标准客房
H10,2020-01-04,商务出行。,南海翼双床标准客房
H10,2020-01-04,很好，非常舒适,南海翼大床标准客房
H10,2020-01-04,就是太贵了,标准大床房
H10,2020-01-04,酒店位置还不错 很方便,南海翼高级客房
H10,2020-01-05,酒店临近海上世界，晚上很热闹。设施齐全，服务到位，还能在房内扫二维码预约餐食及服务，免去了电话沟通的繁琐,豪华湾景大床房
H10,2020-01-06,It is good location near by metro train and even ferry to Hong Kong We lost iPad but the staff found it and returned it back What a nice people,南海翼临山套房
H10,2020-01-06,挺好的，环境什么的,南海翼豪华客房
H10,2020-01-06,It has really nice swing pools not only one three including warm spa I recommended it for a kid Will come back Thanks,南海翼临山套房
H10,2020-01-07,还行，服务态度很好,豪华湾景双床房
H10,2020-01-07,地理位置非常好，酒店环境好,南海翼临海套房
H10,2020-01-07,环境依旧不错保持老酒店的格调又有新的装修风格现代简约设计融入 比原先有质的飞跃,南海翼大床标准客房
H10,2020-01-08,干净卫生，服务态度超级好,豪华湾景大床房
H10,2020-01-08,各方面还算可以都还行吧,标准大床房
H10,2020-01-09,"A very nice hotel, located in the major attractions of the city. The service was good.Very nice.",标准大床房
H10,2020-01-09,酒店很好，海边房,标准双床房
H10,2020-01-09,房型大小合适，床前海景非常漂亮,豪华湾景大床房
H10,2020-01-10,环境之类的很好,南海翼临海套房
H10,2020-01-10,早餐非常丰富，房间环境卫生干净。,标准大床房
H10,2020-01-10,两栋楼，刚开始呗安排在副楼的南翼房，很像招待所，服务人员接待黑脸，服务态度根本不达标，定的房间跟被安排的海景房跟图片不符合，看不到海，而且阳台很小，空间很压抑。后经过调解，其中一位服务人员才愿意换到主楼的房间。主楼的房间才看到海湾景但是没有阳台。上面顶楼有酒吧。主楼的服务人员态度好很多。离商场区很近。没有独自海滩。,南海翼豪华客房
H10,2020-01-10,住的挺干净卫生，早歺也可以，有小朋友玩的地方，但没去，这次去再玩一下，很清静,豪华湾景大床房
H10,2020-01-11,"This hotel is a real 5 star hotel, with great and modern facilities that you can expect from this global chain. Staff are helpful and friendly. Beautiful views of the bay, although there's alot of construction going on nearby. Breakfast has alot of variety for both westerners or Chinese. It's about 400m walk to the SeaWorld which has alot of choice of eateries.",标准双床房
H10,2020-01-11,风景好 干净 卫生,标准双床房
H10,2020-01-11,早餐很好，很丰盛,南海翼临海套房
H10,2020-01-12,环境好干净整洁,南海翼大床标准客房
H10,2020-01-12,喜欢酒店周边环境,标准大床房
H10,2020-01-12,很好很好！,行政湾景大床房
H10,2020-01-12,洗漱用品种类太少,行政豪华客房
H10,2020-01-13,很不错的酒店！服务设施都很满意！自助餐很不错！特别是在酒店对面的博物馆喝茶，环境食物出品很一流！价格很惊喜…期待下次再入住。,标准双床房
H10,2020-01-14,卫生好；环境优美,标准双床房
H10,2020-01-14,"Beau sjour, nous avons profit de la piscine.",南海翼双床标准客房
H10,2020-01-14,位置很好，服务态度好！,标准大床房
