酒店名称,评论日期,评论内容,入住房型
H22,2020-01-01,早餐不错，房间很大。,豪华大床房
H22,2020-01-01,位置好，酒店有点旧，但还是不错。,商务大床房
H22,2020-01-01,前台3035和3261服务好的,豪华双床房
H22,2020-01-01,前台3035和礼宾部3261服务棒棒的,豪华大床房
H22,2020-01-01,前台3035和3261服务好,豪华大床房
H22,2020-01-01,前台3107 3261服务非常好,标准房(无窗)
H22,2020-01-01,前台3035和3261服务好！！！！！,商务大床房
H22,2020-01-02,早餐很好！有停车场！,豪华大床房
H22,2020-01-02,"酒店設施一般,沒有網絡電視睇,玻璃窗滿塵,唯一周到的就係服務員的態度",豪华双床房
H22,2020-01-02,服务态度好！免费升级了房间！下次还会入住！,豪华大床房
H22,2020-01-02,工号3107的服务员，这位服务员在我客人到前台办理入住服务非常好，还免费给客户升级房间，服务很周到，非常棒的员工。,标准房(无窗)
H22,2020-01-03,经常住这里！，早餐很好！,豪华大床房
H22,2020-01-03,前台工号3107的服务很好??,豪华大床房
H22,2020-01-03,前台3196服务好，礼宾部2569好,商务大床房
H22,2020-01-03,前台3383服务态度好,商务大床房
H22,2020-01-03,前台3196服务好，礼宾部2569不错,豪华大床房
H22,2020-01-03,位置好，交通方便，档次也挺高。,紫月楼行政豪华大床房
H22,2020-01-03,前台3243和礼宾3377服务很好,豪华大床房
H22,2020-01-03,3107和3621服务很好,豪华大床房
H22,2020-01-03,3383服务好,豪华大床房
H22,2020-01-03,前台3196 服务好，礼宾部2569好,商务大床房
H22,2020-01-04,前台工作人员03458态度很好,豪华大床房
H22,2020-01-04,前台3035和礼宾3261服务很不错好,豪华大床房
H22,2020-01-04,前台3035和礼宾3261服务特别好,豪华双床房
H22,2020-01-04,3107和3261服务棒棒哒,紫月楼行政豪华大床房
H22,2020-01-04,Good! Convenient place,标准房(无窗)
H22,2020-01-04,写点评可以升级，一如既往的好，干净，舒适，出行方便,标准房(无窗)
H22,2020-01-04,前台3035和礼宾部3261服务很好很好,豪华双床房
H22,2020-01-04,前台3035和礼宾部3261服务非常非常好的,商务大床房
H22,2020-01-04,有年头了，房间里有股奇怪的味道,豪华大床房
H22,2020-01-04,前台3035和3261服務棒棒的非常好,豪华大床房
H22,2020-01-04,前台03458服务不错,商务大床房
H22,2020-01-04,前台03458服务不错,商务大床房
H22,2020-01-04,前台3035和326名服务很好的,豪华双床房
H22,2020-01-04,3107和3261服务很好,至尊大床房
H22,2020-01-04,非害满意的,豪华大床房
H22,2020-01-04,3107和3261服务一流，棒棒哒,豪华大床房
H22,2020-01-04,3107和3621服务优秀。 值得表扬,豪华双床房
H22,2020-01-04,位置优越，出行方便，物超所值,豪华大床房
H22,2020-01-05,前台3035和礼宾部3261服务非常感谢好的,标准房(无窗)
H22,2020-01-05,地理位置好，用餐方便每次去深圳都必住那里。这是真心话,豪华大床房
H22,2020-01-05,前台3243服务非常好,标准房(无窗)
H22,2020-01-05,前台3243和礼宾3377服务很好,标准房(无窗)
H22,2020-01-05,前台03458服务热情周到！很满意！,豪华大床房
H22,2020-01-05,没吃这里的早餐，因为酒店地处繁华，商店小吃都有，很方便，有停车场，酒店位置在罗湖繁华地段，去哪里都方便,豪华双床房
H22,2020-01-05,服务态度很好，很周到，尤其前台3107号接待细节。交通便利。而且价格还不贵,豪华大床房
H22,2020-01-05,前台3035和3261服务好好非常好,豪华双床房
H22,2020-01-06,前台3243和礼宾3377服务很好,豪华大床房
H22,2020-01-06,前台3243和礼宾3377服务很好,豪华大床房
H22,2020-01-06,房间挺不错,豪华大床房
H22,2020-01-06,前台3243小姐姐人挺好,豪华大床房
H22,2020-01-06,位置非常好，下次考虑再次入住,豪华大床房
H22,2020-01-06,工号3035和3261服务非常好,豪华大床房
H22,2020-01-06,前台3035和礼宾部3261服务很好,豪华大床房
H22,2020-01-06,服务态度好不,标准房(无窗)
H22,2020-01-06,环境好，性价比高,豪华大床房
H22,2020-01-07,酒店位置很不错，就在国贸附近，附近吃的玩的都特别多。前台3383小曹非常热情，帮我免费升级了房间????????房间装修和卫生条件都很好！总之值得推荐。,豪华大床房
H22,2020-01-07,酒店位置很不错，就在国贸附近，附近吃的玩的都特别多。前台3383小曹非常热情，帮我免费升级了房间????????房间装修和卫生条件都很好！总之值得推荐。,豪华大床房
H22,2020-01-07,前台3243和礼宾3377服务很好,豪华双床房
H22,2020-01-07,很多年的选择！,豪华大床房
H22,2020-01-07,前台3464服务很好,豪华大床房
H22,2020-01-07,前台服务很好给3464点赞,豪华大床房
H22,2020-01-07,停车太难了 其他还好,豪华大床房
H22,2020-01-08,酒店位置非常方便，四周也有食市,商务大床房
H22,2020-01-08,很不错经常住,豪华大床房
H22,2020-01-08,前台3383服务好礼宾3387服务好,商务大床房
H22,2020-01-09,五星级服务，非常好！前台3035和3261服务好,豪华双床房
H22,2020-01-09,工号3383的前台小姑娘人美气质佳，服务贴心，赞,豪华大床房
H22,2020-01-09,前台工号3035和礼宾部3261服务很周到很好,豪华双床房
H22,2020-01-09,工号3035和3261服务特别优秀非常好,豪华大床房
H22,2020-01-09,前台3035和礼宾部3261服务特别好的,豪华大床房
H22,2020-01-09,还是出差不错的选择。,豪华大床房
H22,2020-01-09,前台3196服务好,豪华大床房
H22,2020-01-09,前台3464服务很好,豪华大床房
H22,2020-01-09,前台3383服务好，礼宾3387服务好,豪华大床房
H22,2020-01-09,深圳的定点酒店，多谢前台升级房间。位置好，离地铁站也近，附近吃饭的地方也很多。酒店服务很好，员工都很有礼貌，不错。,商务大床房
H22,2020-01-09,工号3066很好,紫月楼行政豪华大床房
H22,2020-01-09,3066服务态度很好,紫月楼行政豪华大床房
H22,2020-01-09,3066服务态度很好,豪华大床房
H22,2020-01-09,工号3383服务非常好??,商务大床房
H22,2020-01-10,工号3035和3261五星服务值得入住,豪华大床房
H22,2020-01-10,大堂在装修，但是还是安排有序，服务员很热情，感觉很好,豪华双床房
H22,2020-01-10,前台3196服务好，礼宾部3236不错,豪华大床房
H22,2020-01-10,工号3035和3261服务优质很好的酒店,豪华大床房
H22,2020-01-10,礼宾2569服务态度很好,豪华大床房
H22,2020-01-10,不错的酒店，下次还会来，前台3464服务很好,豪华大床房
H22,2020-01-10,酒店整体都很好，卫生间采取干湿分离的淋浴间就更好了。,豪华大床房
H22,2020-01-10,前台3035和礼宾部3261服务棒棒的非常好,豪华大床房
