酒店名称,评论日期,评论内容,入住房型
H17,2020-01-01,酒店很不错，在广州来说算是性价比比较高，服务很好。,会所豪华房
H17,2020-01-01,半夜十一点多到的，房卡竟然没电，更绝的是竟然叫我自己下来换新房卡,高级房
H17,2020-01-01,挺好看的呢张,高级房
H17,2020-01-02,经常出差入住，酒店设施完备、服务专业到位、价格区间合理、迎宾礼宾有眼色做事认真，推荐入住高层景观房,高级房
H17,2020-01-02,非常好的酒店,豪华房
H17,2020-01-02,客房不大 整洁漂亮,高级房
H17,2020-01-02,非常好，房间很大,高级房
H17,2020-01-02,必须要去看医生,尊尚大床房
H17,2020-01-02,斗地主赢话费,豪华房
H17,2020-01-03,入住体验特别好，很满意，第一次住**酒店，下次还会住。对了，早餐也很好。,豪华房
H17,2020-01-03,房间很大设施也很全，就是离地铁口远了点,高级房
H17,2020-01-03,不错，还会订房,高级房
H17,2020-01-04,位置很好 离天河城很近 可能是跨年这两天比较忙 感觉服务不是很到位 房间里有JBL的音响 很好,尊尚大床房
H17,2020-01-04,非常合心意，环境服务很满意，交通也方便。,高级房
H17,2020-01-04,超棒，游泳池，健身房，瑜伽馆特别好，落地窗超大,豪华房
H17,2020-01-04,很舒适，很方便，酒店各设施都很健全，住得感觉挺不错的，还会继续选择选择这里做为定点，旁边吃喝玩乐都有。赞！,高级房
H17,2020-01-04,早餐非常丰富好吃，可选择性非常多。带孩子出游入住方便，酒店位置方便快捷。,高级房
H17,2020-01-04,装修设计师有点厉害！木纹配玻璃，我爷爷奶奶70+找不到厕所，撞了好几次墙,高级房
H17,2020-01-04,酒店服务热情，设施好。,高级房
H17,2020-01-04,还不错，装修有点厉害,高级房
H17,2020-01-04,酒店整体大气，房间舒适干净，早餐丰盛可口，前台接待和礼宾服务态度好，出行方便，离珠江新城不远。酒店大厅晚上很漂亮。,高级房
H17,2020-01-04,客人指定入住,尊尚大床房
H17,2020-01-04,很不错的地方,高级房
H17,2020-01-04,酒店环境挺好,高级房
H17,2020-01-05,环境比较安静,高级房
H17,2020-01-05,挺好的，不错,会所豪华房
H17,2020-01-05,位置好，第二次来了,高级房
H17,2020-01-05,前台一定要找女接待员，男接待员真的不行。不明白男接待员为什么每次都要我加钱升级房间，不加钱就把我延时退房的备注忘了。,高级房
H17,2020-01-06,不用多说，就是很赞！交通方面确实方便、就在天河区广州大道中路边上，酒店周边配套设施很完善，楼下的匠心小馆我很喜欢。,会所高级房
H17,2020-01-06,每次到广州我都住**酒店，可能也是住习惯了，所以有一种亲切的感觉！因为总体比较满意，所以我一直都做定点酒店。,豪华房
H17,2020-01-06,条件不错，就是香氛太香了,高级房
H17,2020-01-06,比想象中的还要好,高级房
H17,2020-01-06,服务态度很好,尊尚双床房
H17,2020-01-06,地理位置好,尊尚双床房
H17,2020-01-07,酒店早餐合适，房间很大！,高级房
H17,2020-01-07,因为朋友来广州出差，之前听我说过广州**酒店住得很好很舒服，叫我帮忙预订，后来我们一起在酒店旁边的匠心小馆吃饭喝酒，他们满满的开心就我感得安排很到位。棒极了！,高级房
H17,2020-01-07,环境挺好不错,高级房
H17,2020-01-08,酒店环境硬件没得说，房间也很大，客房服务都还算不错，卫生方面有些小地方还需要加强！周边餐饮不算多，但还是比较满意的！,高级房
H17,2020-01-08,很不错，很干净，还送小吃,尊尚大床房
H17,2020-01-09,行政楼层餐饮和服务非常好,会所高级房
H17,2020-01-09,差到爆，再也不住了,高级房
H17,2020-01-10,早餐好、交通方便,豪华房
H17,2020-01-11,超级豪华大酒店，设施新、卫生好、服务周到、早餐很丰富。酒店临近广州大道，交通很方便，是举办会议的好去处。酒店周边还有各种小吃、娱乐场所，很是方便。,高级房
H17,2020-01-11,设施特别好,高级房
H17,2020-01-12,位置优越，环境也好。就是设施有些陈旧了，特别是床头的插座，谁用谁糟心。,豪华房
H17,2020-01-12,太喜欢了！下次还要来住，设施齐全，真正的五星酒店，早餐很好吃！,豪华房
H17,2020-01-12,还不错，性价比高,高级房
H17,2020-01-12,代客户预定，客户每次必选这一家,高级房
H17,2020-01-12,五星酒店的基本条件都符合，挺好！,尊尚双床房
H17,2020-01-13,位置还算方便,高级房
H17,2020-01-14,A really nice place with good service,高级房
H17,2020-01-14,酒店位置很好，购物吃饭很方便。服务可堪称同等酒店中的一流，还有早餐品质好，中西口味正宗而品种非常全，是酒店早餐中为数不多的性价比非常高的美食。总之都是我住店前所没有想到的满意。但是有一点小小的遗憾在我离店结账后发生的，也使这个酒店的整个形象大打折扣。当我让门童帮我叫一个出租车去往机场，门童非常热情的很快叫来了一个车，当我坐进车子里发现车里非常脏，像一个很久没人用的车子，在开往机场的路上司机在城外绕了一大圈才到的机场，下车后要了180多元钱。这是我们在这类酒店中很少见的现象。请贵酒店能引起重视，以免损坏酒店声誉。,高级房
H17,2020-01-14,感受很不错,尊尚双床房
H17,2020-01-14,非常不错，体验好。,高级房
H17,2020-01-14,离太古汇还有点距离，房间设施都好旧，整个酒店装修风格都很暗，不喜欢，不会再来,高级房
H17,2020-01-15,前厅服务有待加强细化！早餐丰富！卫生干净！服务很好！,会所高级房
H17,2020-01-15,超级好 一分价钱一分货,高级房
H17,2020-01-15,位置很好，环境也很好,高级房
H17,2020-01-15,位置很好，环境也很好,高级房
H17,2020-01-16,交通方便，设施齐全。,高级房
H17,2020-01-16,很好服务也很好,豪华房
H17,2020-01-16,好 各种哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈 非常好 客户满意度高高高高高高嘎嘎嘎嘎嘎嘎嘎嘎好到爆爆爆,尊尚大床房
H17,2020-01-17,很不错的九点，里面位置也好，出入方便，服务周到。上档次，同档次酒店的性价比高，还含早餐。干净舒适，下次还会选择。,高级房
H17,2020-01-18,好的！！好,尊尚大床房
H17,2020-01-18,房间很棒棒,豪华房
H17,2020-01-19,酒店位于广州市中心，有地下停车场,会所高级房
H17,2020-01-19,非常棒的酒店,会所高级房
H17,2020-01-20,房间空调效果一般，当天比较冷,高级房
H17,2020-01-20,第二次入住了，感觉真的是非常不错的酒店。酒店的设施配套完备，有健身房。早餐非常的丰盛，出门交通也很便利，推荐！,高级房
H17,2020-01-21,酒店免费给升级了套房，整体感觉挺不错的。早餐中西都有，比较丰富。,高级房
H17,2020-01-22,非常不错！新体验，机器人上门送借手机充电线,高级房
