酒店名称,评论日期,评论内容,入住房型
H24,2020-01-01,带父母出行，游玩方便，对面就是世界之窗，锦绣园，离欢乐海岸也不远，吃饭逛街都便利。周末在房间就可以看世界之窗的烟火表演,高级客房
H24,2020-01-01,**在深圳算比较老的酒店了，环境总体还可以，窗外环境较差，成片的老居民楼离得很近。,高级客房
H24,2020-01-01,"Worst hotel experience ever. At night time, Concert is hosted around the hotel. Front desk refused to accept the fact and rearrange a room.At day time, Hotel renovation at 17/f created serious noise pollution for me staying at 7/f.",高级客房
H24,2020-01-01,位置很好，对面就是世界之窗，周末还有烟火表演，在房间吹着空调就可以看了。房间还是比较干净的，早餐丰富,高级客房
H24,2020-01-01,前台应该多点笑容。其他还好,世界之窗景观超豪华客房
H24,2020-01-01,老五星，设施不错，前台较以前一般，价格合适，忍了,高级客房
H24,2020-01-01,非常感谢！酒店干净！交通方便！服务特别优秀！锻炼身体设施非常好！非常满意！,高级大床房
H24,2020-01-01,非常好！交通方便！早餐非常好！服务特别优秀！环境很好！,高级大床房
H24,2020-01-01,希望客人叫的外卖能好好处理，不要让客人自己下去拿外卖,高级客房
H24,2020-01-02,其实没必要定景观大房，定个什么高级套房，一样可以看到世界之窗的远景，仅仅是世界之窗4个字而已。所谓的景观房比高级房大而已，价格贵了近两百，没必要。,世界之窗景观超豪华客房
H24,2020-01-02,环境非常好,高级客房
H24,2020-01-02,环境非常好,高级客房
H24,2020-01-03,这个酒店周围的其他酒店几乎都住过了，但**酒店的最暖心的是，清扫房间的肖阿姨很有礼貌，她把自己的工作做成自家的事，言语不多，但处处透着真诚和热心，尽可能地让住客住得舒心！还有前台的服务女孩儿很热情。,高级客房
H24,2020-01-04,服务非常好！,高级客房
H24,2020-01-04,酒店干净舒适，服务态度特别好，离锦绣园和世界之窗都很近，吃饭旁边就有商场，酒店里的早餐也特别好！非常满意，加了会员，以后还会预定其他城市的,高级客房
H24,2020-01-04,这是一家比较老旧的五星酒店，地理位置较好，旁边就是世界之窗和欢乐谷，出行方便，早餐不错，就是中餐厅消费比较贵。,高级客房
H24,2020-01-04,酒店位置交通方便，雖然舊了一点，但整体配套及衞生仍可以，值得再,高级双床房
H24,2020-01-04,位置、服务蛮好的,高级客房
H24,2020-01-04,特别好，刚才已经详细评价过,高级客房
H24,2020-01-04,服务非常好的！,高级客房
H24,2020-01-05,快捷方便，价格稍贵，总体满意,高级大床房
H24,2020-01-05,特别喜欢的酒店，卫生早餐丰富，服务特别周到细致,高级客房
H24,2020-01-05,一般般，睡得不舒服，枕头很难受,高级客房
H24,2020-01-05,离景区太近了，确实不错,高级客房
H24,2020-01-06,位置好，性价比高，最近去深圳每次都去这家酒店住,高级客房
H24,2020-01-07,服务不错，退房快,豪华客房
H24,2020-01-07,早餐不错哦,套房
H24,2020-01-07,还可以的 不错,高级客房
H24,2020-01-07,来深圳常住的酒店，酒店是老品牌，硬件和服务都不错,高级客房
H24,2020-01-07,环境不错哦，服务很好,高级客房
H24,2020-01-08,前台服务态度很好，还免费帮我升级了房间,高级客房
H24,2020-01-08,入住好几次了，就是酒店太陈旧了，隔音效果不好。半夜三更的隔壁打呼噜的声音都能听见。这个很要命。其他没问题。酒店服务与管理都挺好的。每次入住都是因为洲际酒店没房了，所以只好住这里。论周边几个酒店，万豪，**，那还是洲际酒店最好。,高级客房
H24,2020-01-09,环境超级棒,高级客房
H24,2020-01-09,值得信赖的酒店,高级客房
H24,2020-01-10,以前一直住旁边的**酒店酒店，昨天**酒店没有房间了，住这边，房间啥的都还可以，早餐没有服务员带位，我请服务员带了一个位置并且要了一杯红茶，然后去取面包，回来一个女的过来说这个位置是她的，晕倒，还和我开英文，哈哈，我说服务员带我到这个位置的时候确认没有其它人，而且帮我上了一杯红茶，搞笑的是，旁边一个男服务员过来说我是不是坐错误位置了，服务真差劲，取面包片的地方没有夹面包的工具，让我收取放烤箱里烤，第一次见到这样的事情，无语了。,高级客房
H24,2020-01-10,购物游玩都很方便,高级客房
H24,2020-01-10,早餐偏西式，外国游客多，可以理解。位置很好，就在世界之窗斜对面。正对面就是益田假日广场，逛街购物吃饭都特别方便。距离锦绣中华园1公里左右吧。地铁一号二号线都在附近。公交车也很多。酒店的门童行李员特别好，是我住过的五星级酒店里印象最深刻的行李员。入住的时候前台的几个人不太舒服，工作时间说笑太随意。有自己的停车场。房间很大。总体不错，下次还会入住。,豪华客房
H24,2020-01-10,欧式风格 有得房间装修怪怪的 个人喜好吧,高级客房
H24,2020-01-11,前台服务非常好，大家都笑脸相迎，处理问题很及时很快，特别表扬前台宋经理的专业与为客人着想，非常愉快的一次入住，下次还会选择这里。,高级客房
H24,2020-01-11,还不错 环境挺好的,高级客房
H24,2020-01-11,不错 早餐好,高级客房
H24,2020-01-11,挺好的 每次来深圳都住这里,高级客房
H24,2020-01-12,酒店虽然不是新酒店，但环境还是不错的，带大阳台，阳台可以看到欢乐谷大门及部分娱乐设施。枕头有多种类型提供选择，可以要求更换。酒店离欢乐谷、世界之窗都非常的近，非常方便，适合带小朋友游玩时住宿。,高级客房
H24,2020-01-13,位置好！出大厅：左手一百五十米处是世界之窗。右手边一百米处是欢乐谷。斜对面的益田购物中心三楼的小吃很好。,套房
H24,2020-01-13,酒店离世界之窗很近，去市区较远，由于起来较晚没吃自助早餐，午餐在一楼粤菜吃的，菜码大，但品质一般，价格非常贵。亲子不建议吃。,高级客房
H24,2020-01-13,位置好！环境好！大厅和餐厅服务对接很不好！,套房
H24,2020-01-13,感觉还可以，就是地毯有点味道,高级客房
H24,2020-01-13,酒店很棒！,高级客房
H24,2020-01-13,非常完美的一次入住。周末想要约南山的朋友小聚，想着住**城比较方便，而且这里自然环境好，整个大公园的感觉。选择酒店才发现**换老板了，也不错，刚换老板至少要有些提升吧。虽然前一阵子中午自助餐感觉品种太少，还是决定试一下入住。还好感觉很不错。到店时发现我下订单时没有留意到原来大床房后面还有说或双床，当时看到前面两个字就下单了。周末很多公司年会，房间居然有些紧张。到店发现随机分配了双床房就很是沮丧，还好前台吴玉红小姐非常努力帮我协调，令我满意。入房间看到不仅房间很大，还有阳台，显然是给我升级房型了。方向不是正对世界之窗，朝东向，北边是欢乐谷，正对着**城新招商的高层写字楼，向南还可以看到海景。一早的阳光照着，蓝天白云，心情不好都难。酒店房间里还准备了各种枕芯供挑选，细致。现在住客自助餐是六折，原本心思思想要吃最近推出的有三文鱼和生蚝的自助餐，可惜今天有点头疼可能着凉了，不敢再吃生冷。只能下次了。,豪华客房
H24,2020-01-14,长住酒店，不错,高级客房
H24,2020-01-14,因为已经是第二次订的房间和给的房间不一致，所以一般,豪华客房
