景区名称,评论日期,评论内容,序号
A32,2020-05-11,玩得挺愉快的！里面有很多个池！自助餐种类很多,53231
A32,2020-12-09,"导游十分亲切。温泉里的服务还是有欠缺。餐厅的自助餐比较贵要98。休息厅吃的东西只有橙子一种，毛巾不是很够。池子的水有点杂物,喝的东西只有汽水。送的小点心是，一盒牛奶和两个蛋糕。上午去的人不多，下午的人多起来了。但是天气比较冷。如果池子边上有些屏风就好。店里的门票卖的是178。",53232
A32,2020-10-03,取票方便，比起现场票便宜，靠谱，服务好,53233
A32,2020-11-15,这个价格，有些服务不对称，只是白开水，和橙子。有些池也没开放。,53234
A32,2020-09-15,一在平台上订票，导游小姐姐就马上发信息给我了，大巴车接送，十点多就到了温泉酒店，顺利办理入住后，马上下水。由于疫情影响，还有一部分池没开，但已够我们享受。酒店环境不错，空气好，值得再去！,53235
A32,2020-09-02,购买了4星级服务得到了2星级标准。,53236
A32,2020-08-13,不错，服务好，下次继续,53237
A32,2020-09-02,不值这个价钱，失败的一次泡温泉体验。,53238
A32,2020-12-04,服务态度好，设备齐全，冬天泡温泉好地方，鱼吃死皮很好玩,53239
A32,2020-02-15,温泉门票购买很方便，比售票点购买便宜多了，还有自助晚餐，吃的好玩的好，以后买门票就用去哪儿，省心还省钱,53240
A32,2020-07-07,环境不错，娱乐设施也多，水里的滑梯，陆地上的拓展活动的工具，都有，是一个值得推荐的游玩场所，适合大人或带小朋友一起出行。温泉地方，没拍照留念,53241
A32,2020-11-04,这个季节的瀑布不是很大，滑道还可以，小朋友喜欢玩，不过整体行程有些紧凑，大部分时间在车上，导游哥哥笑容治愈系，热情大方，赞,53242
A32,2020-01-19,不错，价格合理，门票100多点！有游泳池，有温泉池，还可以谁疗，有免费水果饮料，换衣间有热水浴、吹风机，还有棉签，毛巾也多，车位也多！,53243
A32,2020-08-17,还可以，价格有点小贵，迎宾小姐姐很漂亮,53244
A32,2020-07-07,其实我挺喜欢的。就是从自有了清远市民卡之后，大妈多得不像话。真的不要钱一样（每年好像免费去几次），离市区又不远，所以扣一分。,53245
A32,2020-08-20,很好玩，超值的，我是提前一天订票的，里面有免费的水吧和水果，很多不同的温泉，有健身房，按摩，还有泳池，有滑梯特好玩，很刺激,53246
A32,2020-02-15,环境不错很满意服务好，下次再光临,53247
A32,2020-02-15,环境不错服务很满意，下次再光临,53248
A32,2020-04-02,很好，环境一流，服务周到，干净，没有给人十分拘束的感觉，满意，特别是服务员多，需要服务十分方便，下次还要来,53249
A32,2020-11-02,总的来说还行吧。有桑拿房，健身房。,53250
