景区名称,评论日期,评论内容,序号
A19,2020-08-17,管理混乱，维护不到位。,44071
A19,2020-05-27,**湖是一个非常大的人工湖，位于河源郊区，从市区开车过去约30分钟车程。风景确实很优美，坐在船上赏景非常的惬意，舒适，值得一去的地方。,44072
A19,2020-10-08,风景如画，值得去看看。,44073
A19,2020-01-26,对不起价格，上了三个岛（水月湾、镜花嶺、龙凤岛）岛上没有什么好看的，不知道是不是因为疫情的原因，湖水还是挺绿的。,44074
A19,2020-09-11,酒店环境整洁，房间布局堪称完美，优雅又不失情调，服务周到，让人无比舒心。给我营造了一种家的感觉，无论大处到小处都是那么无懈可击，价格也很实惠。,44075
A19,2020-04-02,游湖还不错 建议晴天来玩 水面很大 碧绿 周围绿化很不错 漂亮！岛上没有什么景观 可能是为了保护环境吧！,44076
A19,2020-02-09,湖水很清澈，空气很清新，让我有一次不错的节日游玩体验！我人生一次不错的体验吖，和老婆一起观赏湖水景色,44077
A19,2020-02-14,个人感觉一般，带小孩子去还是可以的，虽然可以游玩很久，三个岛就第一个有那么点可以拍照，其他2个可以忽略。整个过程3个小时，乘船去3个岛，每个岛上呆一会，最后上岸，没去过的可以带小朋友去坐船，湖的水和空气还是不错的，但是没什么特别，还有我买的是美团的票168，现场买192太贵了，不划算，建议去的还是提前买票,44078
A19,2020-11-28,去河源必去之地**湖，**湖风景区是我国最大的人工湖，湖水很绿，可能是供珠三角用水，没有被大量开发还是保持原生态，去坐坐船感受一下自然风景不错。。。,44079
A19,2020-05-05,疾控工作者和医务人员可免门票,44080
A19,2020-11-25,基本上无嘢玩，150蚊坐船兜兜风。,44081
A19,2020-08-25,很早很早以前便听过**湖，但是由于自驾需要三个小时的车程，一直没有前往。这一次住在**湖边上的东方国际酒店，酒店很宽敞，有温泉游泳池，自助餐，本来打算在酒店打发一天的时间。但竟然在午饭后，即兴决定游**湖。在没有防晒装备的情况下，踏上了游船。游船一共有两三个岛屿，全程时间3到4个小时，上了船才知道，只能按照船的路线游览，不能提前折返。第一个岛屿停留的时间相对比较长，40分钟，到达岛屿上的小餐厅，吃了个小吃，便可以折返了！,44082
A19,2020-03-05,**湖“水域壮美、水质纯美、水性恬美，水色秀美”之美，湖面无时不绿，无山不绿，无水不绿，甚至连空气也带着绿意，所以叫**湖，**湖代表了河源的生态美，也是河源的一张奇妙的旅游文化名片，走进河源，醉美**湖，值得一看。,44083
