景区名称,评论日期,评论内容,序号
A34,2020-05-11,5月9号去的，门票110/人，除了嘟嘟农场在维修，其他项目都有开，玩的很开心！！！入园必须佩戴口罩才可以进，我们没带工作人员叫我们到旁边的小商店买，3块钱一个。新增的蓝若寺 飘雪世界 萤火虫三个项目要另外收费，单个买要10块钱，建议三张票一起买才20比较划算。吃饭就比较凑合，吃不饱还贵！天气热要多带点水鸭！,54137
A34,2020-08-10,有几个人项目还不错，但有一两个项目没有玩，因为开放是有时间段的，一开始不知道，就错过了，总体还行,54138
A34,2020-06-01,总的来说一般般，因为我游玩时出现三个小插曲:一；想再次玩恐龙危机最后一场时准时到达后等半小时没工作人员开门。二；看到奇幻摄影馆的那工作人员大哥服务态度不行说那男游客反应迟钝呆子。三；以前有夜场现在没了而且关闭了飞越极限。,54139
A34,2020-06-28,"成人去玩的话，自费项目就飘雪就好了，其他两个交智商税的，挺好玩的,3D4D很不错哟",54140
A34,2020-11-06,万圣节有活动热闹一点，感觉还行吧，门票有点小贵，蓝若寺还要再买票有点坑,54141
A34,2020-11-06,万圣节活动，还行吧，门票小贵，蓝若寺要再另外买票,54142
A34,2020-10-17,很失望三年没去以为是增加了几种新体验，谁知是把之前免费的换成收费的？因为疫情3d眼镜不能共享要购买能理解（5元一个纸片+俩镜片），但海螺湾跟恐龙危机两个场地的眼镜不通用又是什么鬼？,54143
A34,2020-05-11,评分：      2020-05-115月9号去的，门票110/人，除了嘟嘟农场在维修，其他项目都有开，玩的很开心！！！入园必须佩戴口罩才可以进，我们没带工作人员叫我们到旁边的小商店买，3块钱一个。新增的蓝若寺 飘雪世界 萤火虫三个项目要另外收费，单个买要10块钱，建议三张票一起买才20比较划算。吃饭就比较凑合，吃不饱还贵！天气热要多带点水鸭！取票方便 好评         汕头**景区**【五月活动】汕头**景区.**门票...,54144
A34,2020-07-02,去年去过一次，今年毕业了，想要再出一次，有谁知道今年毕业生的门票价格吗,54145
A34,2020-07-21,最最最差景区，没有之一。坏不得景区里面的工作人员和游客一样多。200元的门票，景区极小，入口进去竟然还有专门租车的，40元一小时，一天200元，结果我们两个小时就逛完了，这中间还包括老人孩子吃饭的时间，还不如免费的儿童公园，游乐设施没几个开放的不说，就是开放的设施也没几个好的项目，唯一值得表扬的是飞跃极限项目，视觉效果还是不错的。总体来说体验感极低，完全配不上200的票价，这种地方都是领孩子去，结果儿童票买了，孩子能玩的项目没几个，还都是外面小公园的项目，玩这些让我们花几百块，天坑啊,54146
A34,2020-02-24,出景点到了停车场，公交、出租车、快车、顺风车都没有，宰客的出租车、快车遍布停车场，到一个区的饭店，快车预估价近15元，开价50元，还有体力就走到了饭店，黄山路客林炖的菜不愧是龙湖区网评第一名，但**交通配套设施太差！,54147
A34,2017-08-27,自驾游到了**玩了一天，验票进场都很快。两小孩玩的很嗨，就夜场表演时间很短，蹭着暑假有狂欢节。小丑卡通人物也没几个，可看性不高,54148
A34,2017-07-11,三个新开发点很好玩，不过要另付款项，游乐园项目很不错，有区分身高，比较安全，一些项目较为高科技，很棒。只是园内餐厅和物品较贵，不易于消费，而且成人门票太贵，性价比低。园内工作人员态度不错。,54149
A34,2020-06-28,第一次去，玩的东西多，但天气太热，加上我小孩太小，很多都不能玩。总体还可以吧！,54150
A34,2020-10-30,非常的不错，很方便，下次还会买,54151
A34,2020-03-26,取票是比较方便直接刷身份证进去就可以了，里面可以玩的项目不多，好几个项目都是正在升级中，无法玩，里面的工作人员服务不怎么样，尤其是滑轮挂车那个项目的服务员，自己管理混乱，先排队的不让进，说了他几句然后态度就恶劣，以后不会再来玩了。,54152
A34,2020-10-06,取票方便，里面玩的东西也多，小孩子很喜欢,54153
A34,2020-10-06,现在没有夜场了吗？夜场多少钱门票,54154
A34,2020-03-24,去那里玩已经第三次！还是一样玩得很开心,54155
A34,2020-10-04,比较一般，设施比较老旧，没玩过的可以玩下，如果类似已经要过的，不建议来,54156
A34,2020-08-15,小朋友玩玩还不错。。。。,54157
A34,2020-08-14,好玩，孩子很尽兴，开心！,54158
A34,2016-05-14,在去哪儿上购票，去到那儿只需要用身份证滴一下就可以取到票了，实在是很方便（就是**的取票机不够给力，查询反应有些慢，还要拼人品?）因为不是节假日，有些设施没有开放，但也因为游客不多，所以基本不用排队，想玩什么就玩什么，几个人玩一玩，拍拍照，很开心的一天?,54159
A34,2020-07-10,工作日去玩真的是不太值得。。还有些项目不开放。。。200块钱的门票玩了不到几个项目 划不来 上午九点半去的下午两点多就离开了中间都在坐着休息,54160
A34,2017-10-09,十年前去过一次，这次去已经是十年后的了，好多回忆，好玩好刺激，一天是玩不下来的，我们是专挑注题玩的，时间有限，冰雪天地小孩最喜欢了,54161
A34,2017-10-03,还可以，就是门票贵了点，总体还好,54162
A34,2020-09-27,为什么我去的时候是550的成人票呢,54163
A34,2020-03-08,感觉还不错，玩得也很愉快，电影也好看,54164
A34,2020-05-30,很一般，东西都是比较旧！跟大游乐园没的比。,54165
A34,2017-02-02,别人一票难求，而**一票通玩啊！确实好看，好多，更好玩啊！几十个项目，一天玩个够，厉害了！够刺激，够精彩，值得一去吖！最重要一点，就是不要节假日去！,54166
A34,2020-04-03,各种游乐设施齐全，一票通玩，你值得拥有！,54167
