景区名称,评论日期,评论内容,序号
A42,2020-04-21,去哪儿网上订的票94.2一张，我们两个人。环境很好，温泉挺多的，有红酒池、牛奶池、中药池等，水温挺热的，特别喜欢的是鱼疗池和地热床，被小鱼咬得痒痒，酥酥麻麻哦。地热床躺上去就不想起来了，还可以敷青瓜面膜，但我们没敷到。现在好多还在建设，期待越来越好。,56781
A42,2020-12-23,**很好、玩了一天、有玩的、有节目。真心值得去玩。晚上人很多、更热闹，水很干净、环境好、水质好、不像那些水上乐园有一股消毒水的味道、温泉里没有什么异味、很好玩了一天、晚上十点才出来了。,56782
A42,2020-02-12,环境不错，出票非常快，房间宽敞，干净利落，温泉种类齐全，冷热适中，服务员态度非常好，新装修高大上了许多，会经常来的！,56783
A42,2020-05-24,垃圾，餐厅说是5点30分可以就餐，5点35分过来餐厅又说6点20。我问为什么办理入住手续时前台为何没告知，餐厅人员一句“不知道”，其实是接待一个什么团队就强制把我们的时间推迟到6点20分。,56784
A42,2020-12-10,前台办理的服务态度超差，特别是消费完出来后。跟消费前完全是两种态度，这是第一次去也是最后一次去了，宁愿去远点都不去**古,56785
A42,2020-04-02,曲径通幽处，盘石是路标。眼前疑无路，转角又洞天。五棱与奔驰，皆为泡温泉。贫富虽有别，养生却无异。若非自驾游，交通很不便。本人非富有，此地却重游。,56786
A42,2020-05-31,【景色】是茂名市最大的温泉度假村。有几十个小温泉，适合各种人群使用和需要。【趣味】来这里有免费小吃，也有许多供大家休息的地方，差不远有开水供应，你有绿豆水，姜汤等。,56787
A42,2020-04-05,小孩不小心弄丢了手环，赔偿100元，本身儿童也才50元，有点糟心。前台说，如果第二天阿姨清池时找到就退回100元，但是第二天微信问，说没找到。的确啊，谁吃进去的肉还会退出来？,56788
A42,2020-03-24,环境干净，服务态度很好，非常满意,56789
A42,2020-12-22,都很不错，环境，设施，服务。唯一要说的是提供的拖鞋都是客人随便穿的，有的真是太咸鱼了，不知道还以为是身处海边，简直咸到没朋友，主要是不卫生，拖鞋也没有提供小朋友的码数，一下子把温泉的逼格拉低一大截。建议是提供一次性拖鞋，大家都是山长水远来泡温泉，适当收费也是正常的。,56790
A42,2020-06-27,感觉还可以，可以带家人再去一次,56791
A42,2020-04-17,宝宝特别喜欢，能玩上一天，就是那天有点冷，下次还去,56792
A42,2020-05-03,第二次去，不错小孩大人都玩得开心,56793
A42,2020-07-04,不错。之前去玩的现在补评论，还是可以的。,56794
A42,2020-06-05,自助非常丰富，就住附近，一有时间就过去泡,56795
A42,2020-03-07,值得一去，从下午泡到晚上吃完饭才走。,56796
A42,2020-08-28,有点像唐代的风格，好多设师在建。,56797
A42,2020-03-23,很多好玩的项目，环境不错，配套齐全,56798
A42,2020-03-08,温泉水滑洗凝脂，趣味性强，温泉里的服务员小姐姐态度很好,56799
A42,2020-03-12,环境不错，前台服务超级好。非常热情。,56800
A42,2020-08-23,这里周围环境幽雅，自然风光得天独厚，**温泉采用100[%] 纯天然优质温泉水，令人留连忘返。餐厅充满农家风格、洋溢着乡土情调，地道的绿色菜肴、独具地**色的农家小炒，令人赞不绝口。豪华气派的多功能国 际会议中心可同时容纳300多人就座，令人记忆犹新。,56801
A42,2020-02-22,环境优美，前台接待服务态度热情,56802
A42,2020-03-02,泡泡更健康，我个人感觉还可以，就是交通不怎么方便，,56803
A42,2020-02-25,还不错，玩的非常开心，下次还会去,56804
A42,2020-01-16,很棒，环境好，温泉炒鸡舒服，西餐也好吃，下图是西餐厅,56805
A42,2020-02-15,还不错哦*****。就是感觉小了点****,56806
A42,2020-03-11,首先我被评论所影响，差点就改去其它地方。体验后想写详细点，让后人参考。我只吃午餐和泡温泉，星期五中午到大厅，人不多，出示验证码，温泉手牌很快就弄好，但餐券就弄了有些时间，因中途有电话来订房打断并优先处理对方，这点我还能忍，从前台的服务来说不算专业，没有那种积极的服务精神，但礼貌程度还不错。午餐：看菜单以为是西餐，但是偏中式，是炒的。味道还过得去，配上白饭就挺饱，两三只苍蝇总是飞来飞去。温泉：更衣室很大，设备足，柜子不臭。温泉水质不错，普通温泉的水能清晰见底，无杂质，功能温泉因有中药，水质还是能见底，杂质少。进去泡第一个池时，服务员阿姨见我们来就主动倒姜茶给我们，我们也礼貌的谢谢。里面服务员不多，园子很大，毛巾在柜子里，柜子也挺多的。当时园子里的客人可能50人左右，比较少。总结，值得一去，但要避开假日人流多的时候会比较好。,56807
A42,2020-07-29,看评价说态度不好意思，第一次去有点忐忑，去的时侯是网上顺风车，从茂名站去六十多，感觉路上郊区，开车一个小时左右进去，地方偏僻，门口没有什么车搭，基本自驾游多，前台办理入住顺便问服务员有没有出租车，热心介绍当地司机，留了号码，总体服务都很好。泡温泉时，有服务人员递送罗汉果水，随时有干毛巾用，还提供免费花生绿豆汤，温泉池有养生池，有当归，杜仲等中药包的升阳固本池，有三味汤（人参，芦荟，当归）三个小池，此外还有红酒池，熏衣草池，茶池等，冷热水池组成冰火两重天，蒸桑拿房，儿童游戏的海贼王船，滑梯为主戏水池，因装修，有些场地不开放，像艾草池，地热床我都没体验，刺激的大滑梯也没开放，因施工地板有泥巴……洗澡换衣服处服务很好，还有脱水机帮泳衣脱水，有工作人员递水给我，让我感觉服务态度挺好的，可能提高服务水平了吧！除了一点小插曲要不然会是完美的旅行，午夜一点多居然停电，七月夏天不开空调不行，开阳台推拉门外面也没风还有蚊子飞进来，索性不开阳台窗，屋里一片漆黑，备用照明灯也没有，房间电话也没电打不了服务总台，用自己的手机拨打电话也不通，房间走廊没有人员，周围住宿也没有人出来看情况，要不是怕留我和小孩不安全，老公就去总台找服务员……周围荒山野岭，又不知什么时候来电，房间又热又缺氧，担心害怕好久，终于最后两点多来电，老公说下次再不来这了,56808
A42,2020-02-07,服务挺好的！！！！！！！！！,56809
A42,2020-02-04,很好，一家人玩的很开心，下次再来！,56810
A42,2020-12-06,完全改变以往风格，值得去，服务态度很好,56811
A42,2020-01-23,环境很好，已经来了很多次了。五星推荐！！,56812
A42,2020-01-02,票价又涨了这么多，几个大池都没开，划不来，下次去阳江或者阳西。千万不要来,56813
A42,2020-01-31,古色古香，可以的！有特色，可以体验。,56814
A42,2020-01-22,环境很好，服务态度也很好，下次再会来,56815
A42,2020-01-21,服务态度很好，非常满意，下次还会光顾,56816
A42,2020-01-21,很好的温泉度假之地，环境舒适。服务周到,56817
A42,2020-01-15,不错很好玩，值得去看看，放松心情,56818
A42,2020-01-20,既有东南亚风情设计，也有古代园林设计，最特别有一个中央戏台，很赞！,56819
