景区名称,评论日期,评论内容,序号
A37,2020-04-28,疫情影响有部分池没开，人流量较少，玩的蛮开心的。其他都还可以，浴巾景区内没有，很不方便。好评！,55225
A37,2020-12-18,色，池中还有冷热瀑布之分，让您尽享“冰火”乐趣，天然温泉瀑布的冲击，达到舒筋活络之功效。按摩池：水温39-41，天然的温泉加上人工建造的按摩床，具有按摩功效，静躺其中，享受独特的温泉按摩，达到舒缓压力之效果。,55226
A37,2020-12-18,池中还有冷热瀑布之分，让您尽享“冰火”乐趣，天然温泉瀑布的冲击，达到舒筋活络之功效。按摩池：水温39-41，天然的温泉加上人工建造的按摩床，具有按摩功效，静躺其中，享受独特的温泉按摩，达到舒缓压力之效果。,55227
A37,2020-11-27,度假区整体规模很大，环境不错，远离城市，空气清新，度假区大马路对面是水台小镇，市场，小型超市，饭店，特产店都有，满足所有补给关于度假区内首先说说这个温泉区，温泉确实不错的，区域大还有滑梯区和儿童玩乐池区，还有冲浪区和恒温泳池，儿童区和滑道区水很热，即使在稍冷的天气都不怕孩子冷了，而冲浪区和恒温泳池的水稍冷，但不影响使用，温泉水每天都換，不错，有桑拿玻璃房，可容纳20人一起都没有问题。家人都认为温泉整体值得一去。,55228
A37,2020-05-20,广东云浮的**很大，有中国最大的房车露营基地。有3个出水口，出水最高温度75度。水质佳，温泉水含多种对人体有益的元素。,55229
A37,2020-01-20,好玩卡卡龙玉林蜡笔金鸡鸿,55230
A37,2020-11-29,好玩，地方优，雅，静，干净卫生，很好！,55231
A37,2020-12-29,温泉的水质很好，富含很多对人体有益的矿物质。,55232
A37,2020-06-30,水质真的不错，泡完身上滑滑的，还有娱乐设施也不错，滑梯和冲浪池是小朋友的最爱，还可以边泡温泉边唱K歌,55233
A37,2020-06-30,水质真的不错，泡完身上滑滑的，还有娱乐设施也不错，滑梯和冲浪池是小朋友的最爱，还可以边泡温泉边唱K歌,55234
A37,2020-07-14,炆子太多了咬我们4个人一身泡，度假村应该做好清洁卫生除蚊子,55235
A37,2020-06-08,我常常去的，很好玩的直得玩的愉快的玩耍,55236
A37,2020-02-27,环境优美！很喜欢这个地方！每次有假期都会来这里放松放松心情！,55237
A37,2020-07-07,重点是温泉是真的温泉水 泡完之后感觉好舒服,55238
A37,2020-03-01,**性价比超高，价钱合理，真温泉，泡完之后感觉皮肤不是干的，有一种滑滑的感觉，池也很多，也有适合小朋友玩的地方，值得再次回味。,55239
A37,2020-06-03,很不错，一家人休闲好去处，下次找时间去,55240
A37,2020-06-02,经常过来这里玩，景区比较多池，环境不错，洗澡的地方也够完善。。,55241
A37,2020-06-02,温泉是真的温泉 泡完之后感觉很舒服 皮肤很光滑,55242
A37,2020-02-18,第二次去了，专门在春节放假去的，里面的酒店居然满了，可能是我们去泡的时候时间是中午吧，人不算多，环境还可以，卫生也不错。就是前台的服务员态度一般。,55243
A37,2020-05-24,很好，非常好很好，非常好很好，非常好很好，非常好,55244
A37,2020-12-19,很满意玩得开心！特别是鱼疗很好玩,55245
A37,2020-02-07,不是第一次去，最喜欢这里的温泉水，比较真实！水很滑爽！真心不错房间就一般般了，设施较旧！早餐质量太一般了，连个水煮蛋都没有！,55246
A37,2020-11-06,网上订票，前台出示手机短信马上取票，方便。里面有好多个温泉池，有成人游泳池，小朋友玩水如，石板床。挺好的，价格又不贵，满意 ！,55247
A37,2020-01-02,很不错哦，很多温泉池任君选择，停车方便，值得游玩,55248
A37,2020-05-22,他家的房车很有特色，近温泉入口，很方便,55249
A37,2020-08-29,环境不错，关键水质干净清澈了，值得大家游玩,55250
A37,2020-12-10,建议去官方平台购票，取电子票码等好久！,55251
A37,2020-04-26,比以前少了很多东西，感觉也有点旧了，而且没有发票开具,55252
A37,2020-03-04,购票方便快捷，取票手续也很简单。,55253
A37,2020-01-18,温泉不错就是很多池的玩法有时候不开就很没意思了！而且温泉入口前台那个肥仔态度超级叼 作为一个前台服务员客人问他说话爱理不理大爷一样！做服务员做成这样也是可以喔,55254
A37,2020-01-21,环境不错，池也很多，就是少了点儿童游乐场,55255
A37,2020-04-05,整体感觉还不错，去了很多次，就是酒店条件太差了,55256
A37,2020-03-15,温泉是真的，有点贵，但是真温泉,55257
A37,2020-03-13,还行，就是去的那天开的池比较少，人也不是很多。就是没有免费小吃或饮料。,55258
A37,2020-03-18,泳池水温有点热，过去有免费姜茶，现在没有,55259
