景区名称,评论日期,评论内容,序号
A18,2020-04-28,1.天气交通很给力，天气预报的雷阵雨没有下，昨天深圳下雨还差点改期，虎门大桥也没堵车，在港珠澳大桥挨着的人工岛拍到很漂亮的照片，开心2.午餐不错，有鱼鸡鸭猪肉，炒青菜也新鲜，还有烧白完全超出我预期，没辣椒感觉也挺好吃，我四川人3.所列的行程都去了，虽然一天下来比较赶，但是充实4.带着老人和小孩，我家小孩不到1米2，澳门环岛游轮是免费的。望远镜千万别租，效果很差，我还租了俩，浪费了20块5.导游讲解很卖力，但是因为音响效果不太好，我们坐后排，基本听不清6.总之，这个价格超出预期，点个赞！,43146
A18,2020-10-16,**是北京的著名景点，而珠海也有一个**，名曰**！珠海的**是投资了超过6亿，以北京**为原稿，按1:1还原打造**四十景中的十八景而成，景点还原度高，实属中国的第二座**。**位于珠海市香洲区兰埔路与白石路交界处，是一座依山傍水，集园林湖泊、西洋建筑、古典建筑、花园亭台等为景观的建筑群。**三面环山，一面为湖，其主要建筑物有安佑宫、海晏堂、万花阵、福海、远瀛观、平湖秋月等，还可以乘坐缆车观赏**的全局面貌，感受热带南国下**的优雅娴静。**免门票入场，不过里面的各个玩乐区域以及节目表演是另外付费的。整个园区很大，小桥流水，亭台楼阁，雕梁画栋，环境优美，配合历史典故。因为景区就在市区内，乘坐公交车就能到达，而我就利用共享打车过来的！这是第二次来这里，这次的重点是西洋景区！说到**中最为惊艳的园区当属西洋景区，也是最吸引我的所在。而这个区域位置又相对偏僻，甚至容易错过！因为很多人包括我第一次去都没有见到这个区域，后来看攻略才发现有这样一个精华景点！来这里，要从**大门往左直走到达，西洋景区很幽静，散客一般会错过，而旅游团来也没有把这里当做必到之处。而这块区域却是拍照圣地，非常容易拍出西洋环境大片。西洋楼，由海晏堂、远瀛观、大水法等十余个建筑和庭园组成。建筑主体为西洋式，楼顶装饰则采用中国古代传统的琉璃瓦。西洋楼群有几组人工喷泉颇为别致。海晏堂是西洋楼群中最大的宫殿。宫殿阶前有一大型水池，池左右呈八字型排列有十二只兽面人身铜像，分别是鼠、牛、虎、兔、龙、蛇、马、羊、猴、鸡、狗、猪，也正是我国的十二个属相，人们称之为十二星兽。远瀛观原位于海晏堂以东，南北轴线上分三个部分，最北的高台上是远瀛观，中间是大水法，最南端是观水法。西洋楼位于**的西北处，整座宫殿充满欧式风情，气势恢宏，当年乾隆皇帝亲政避暑的场所，也曾是香妃居住的场所，乾隆皇帝是将大量各国进献的珍宝安放于此，宫殿的奢华可见一斑。关于西洋楼建筑的拍摄，最好使用广角镜头，这样能较完整拍出建筑全貌，无论是中心构图，还是其他的机位都非常出片。西洋楼是众多网红打卡地点，这边跟整个**里红墙绿瓦的故宫式建筑不同，建筑都是蓝顶白墙的主体建筑，就很适合小姐姐们拍大片哦。小贴士：建议游览路线：顺时针方向-进门-正大光明-九州清晏-西洋楼-万方安和-曲院风荷-上下天光-方壶胜境-涵虚朗鉴-濂溪乐处-西洋楼-平湖秋月。这样一圈大概就可以游遍**，时间约2小时。公交：乘坐1、B7、25、30、991、992路到**站，或乘坐13、62、69、991路到**总站。门票：免费，如需观赏表演需要单独购票,43147
A18,2020-06-14,天气很好，珠海比前几年环境更好了，座船登上九洲岛观港珠澳大桥，价格实惠，取票方便。,43148
A18,2020-05-27,一直想去看看排名第一的跨海大桥，港珠澳大桥。然后刚刚好就看到这个行程，顺便游玩一下珠海。日月贝贝壳形式的歌剧院也别具特色，特别适合文青拍照，哈哈。一般一日游时间都很紧凑，但是这个行程很舒适，特别适合周末散心放空自我。坐邮轮还可以环澳门岛游，整个澳门风景尽收眼底呀。还有我们的谢导，超级耐心尽责,43149
A18,2020-08-25,客服回信息快，有礼貌。船票比码头卖的便宜，取票也方便，好评！起初原本担心船会颠，会晕船，结果不会，挺稳挺干净的。珠海除了空气好，夜景也很好看，而且能离得很近地看澳门，体验很好,43150
A18,2020-12-23,车上丢了手链，没心情。感觉珠海很套路。不是这样就是那样,43151
A18,2020-02-13,因为之前如果**，所以很好奇苏果**没被毁了是什么样子大概看到两处欧式建筑能联想到那些残骸不过协和**整体布局有点乱，里面有很多儿童游乐设施…更像个公园吧好在门票不要钱，于是就很有性价比了,43152
A18,2020-06-08,还不错的团，性价比不错，游玩起来也不累，导游也不错,43153
A18,2020-07-08,虽然珠海经常去，但是每次在珠海好像都是匆匆一别，要么就是经过珠海去澳门，要么就是去珠海出差，一下就回去，好像从来没有在这座美丽的城市逗留太久，这次趁着过来珠海工作谈业务，就顺便到这边的**看一下。**在小时候的时候看电视广告就已经知道有这个地方，那时候对这个地方的了解并不是特别多，后来才知道，原来是按照1:1的比例还原北京**。刚好上年年底去了**看了一下，这就过来这个还原的看一下吧！（坐标）这个地方在珠海，不算是在市中心，不过，随着这边的发展，其实这里也是挺发达的，开车过来挺方便的，九州大道附近。（环境）去过北京**的，都知道**的是非常的大，这边1比1还原的也真的是超大的。而且每个区域都是按照那边去做，所以这边还能够更好地还原，不过，气候上面的话就特别的热，差点那天就把我晒死，体感温度至少有40度，基本上看着天空都可以晕倒。（遗址区）最吸引我的当然就是遗址区域的还原，大水法，十二生肖，还有香妃楼…虽然建筑物没有原物精致，这其实远观还是可以的。如果要把整个**都走完的话，大概也是需要4到5个小时，所以基本上就走马观花看了一个多小时就走了，因为实在是太热了。（配套）这里是免费的，这么大的工程，居然是完全免费，觉得有点惊讶，虽然有很多的商业设施，但是这边既然是免费的，肯定就会有这样子的情况，而且的话，丰俭由人。下次过来一定要冬天才可以，这夏天实在是太热了。,43154
A18,2020-05-14,**是珠海的一个旅游景区，门票是免费的。也是各个旅行社带游客过来玩的打卡之地。到珠海，这个是必去的地方。不过，总体而言，可玩性不是很强。,43155
