景区名称,评论日期,评论内容,序号
A08,2020-12-02,里面很大的，但是我去没有看到熊猫。199的门票感觉里面只值99,27212
A08,2020-10-03,观看了海豚表演13点/15点/17点，百兽盛会16点30，就这两个比较精彩，国庆人太多了，可以去早一点，比较适合一大家子出行,27213
A08,2020-10-05,总体还不错，搞活动的时候买的票，比平时优惠很多，主要进去为了看熊猫，我觉得动物种类还不算太少，还有几只小企鹅，在一个玻璃房里享用三个空调，运气还算好，走到熊猫面前时，它刚好醒来，然后摆出各种萌翻的躺姿，哈哈哈哈，世上竟有这么可爱的动物............,27214
A08,2020-10-03,第二次来玩了 整天不错的,27215
A08,2020-06-20,周五的时候和女朋友去的，几乎没几个人，玩的很开心,27216
A08,2020-05-16,入园方便 刷身份证就可以了 跟朋友一起去的 除了太热其他都挺好,27217
A08,2020-03-05,**景区比较不错的，里面动物多，园区大，规划还行。进去投喂长颈鹿，斑马，孔雀，大象，老虎，狮子都要买管理员的专用食物，可以自己带点香蕉胡萝卜喂斑马大象。还有就是表演都好看。园区大，建议从早上就去。,27218
A08,2020-02-09,春节人还是很多的，主要是带小孩出来玩，平时都很忙，年假都很难休，只能节假日来了。门票贵了点儿，近距离接触动物的机会不多，十几年前还可以在身上直接喂珍珠猴，现在是没有了。网上买票很方便，直接刷身份证不会拥堵。里面的东西都挺贵，建议还是自己带点东西吃吧。动物感觉比以前少了点儿，小熊猫也没看到，据说在睡觉。,27219
A08,2020-02-09,春节人还是很多的，主要是带小孩出来玩，平时都很忙，年假都很难休，只能节假日来了。门票贵了点儿，近距离接触动物的机会不多，十几年前还可以在身上直接喂珍珠猴，现在是没有了。网上买票很方便，直接刷身份证不会拥堵。里面的东西都挺贵，建议还是自己带点东西吃吧。动物感觉比以前少了点儿，小熊猫也没看到，据说在睡觉。,27220
A08,2020-08-02,地方很大，最好提前看一下演出各个场馆要出时间，总体体验很不错，带小朋友进入园区后去右边的租车，会提高游园的体验感，节省体力和时间，最坑的是园里的恐龙馆，票价贵，内容少的可怜，希望可以帮助到第一次游玩的朋友们，去哪网的购票价格非常划算，出票和入园非常方便。,27221
A08,2020-09-13,价格有点小贵，但是动物园很大，玩四五个小时都逛不完。动物种类也很齐全。,27222
A08,2020-05-16,小棕熊很可爱 熊猫睡着了(-_-) zzz,27223
A08,2020-05-03,还不错，儿子们说很好玩，下次再来。,27224
A08,2020-11-15,海洋世界里的海狮表演不错,27225
A08,2020-05-02,差评差评差评，这是一个非常不愉快的体验！一进门，非常不专业的验票程序，估计是兼职，进入园区后，是各种小卖店和小朋友游戏场所，外放非常地大声，严重影响观看体验，接着进入园区看动物，可能由于疫情原因，表演节目没有，但也没关系，可以看动物，看动物也是非常的差劲，动物种类太少，距离也太远，没有什么体验可言，有些地方对动物地注释也不清楚，还有里面的物价是在太贵太贵，2块的怡宝里面居然买8块，够狠的，还有很多没列举出来的糟糕体验，如果这个去这个垃圾动物园不要钱的话，走走还可以，但是现在是要两百，我就觉得是非常的不值当，哪怕是要一块，我也觉得是不值票价的,27226
A08,2020-11-15,很好玩很治愈，表演很好看值得一去，走完要两万多步，时间半天多一点,27227
